1695177795# #看到有网友说，五百年后，放张伍佰的照片，这演唱会还能开允悲
1702613055# #现在这商贩缺斤少两都这么明目张胆了吗？。。广州，一女子在车陂地铁站附近的一女商贩处买了些水果，回去一称发现严重缺斤少两，于是女子和男友便拎着水果找到了女商贩。。。面对顾客缺斤少两的指责，女商贩一脸无所谓，淡定地表示。。。“我们就是卖8两的，没有卖足的。”。。听见这话，其男友瞬间呆愣住，不
1703474263# #哈哈哈哈哈哈哈哈哈哈好厉害！
1690795028# #发布了头条文章：《男孩桂林景区不幸溺亡，家属发声反被怼，知情人还原事发经过》广西桂林阳朔漓江溺亡
1699421946# #才拘留13日，都是便宜他了
1697505358# #恶狗咬人跟我们小白猪有什么关系？？？
1694673040# #候补都候补不上谁懂呀，全是灰的苦涩
1687831756# #881分，天呐苦涩
1687945372# #现在的小学文具店卖的都是些什么东西呀！。一网友逛一家开在小学附近的文具店，竟在店内发现一个红色小本本，写着“处女证”三字。。“处女证”是什么不用小编多说大家都清楚，这种东西，在小学门口售卖合适吗？是在给小学生传达怎样的价值观？。除了毁人三观的“处女证”，还有离婚证、处男证。都被放在
1688112799# #小孩吵闹不对，泼热水更不对
1699595607# #啊
1701323385# #设计得好用心啊
1702610296# #转发微博
1692758856# #居然被屏蔽了，气死人，真是好大的威风怒。供电局回应员工家属疑炫富事件
1701683266# #这事太抓马了，家长在班级群内发不雅视频，然后被公安带走了！。。12月3日，河南信阳。。。大概下午5点多，一名姓李的家长在淮滨县新里镇中心学校的一个班级群内发送了一条长达1分48秒的不雅视频，瞬间微信群都炸了！。。群内家长疯狂喊话李姓家长，让其赶紧撤回。。。但这位家长没有，不知道是没看到消息，根
1694684794# #发布了头条文章：《男子台阶泼油不予立案后续，男子已被抓获，健身房店主遭威胁》湖南永州男子往健身房楼梯倒油致多人摔伤男子报复健身房噪声大给楼梯倒油
1694567803# #允悲
1690254755# #坐月子还要被家暴，嫁的这是什么人呀！。。近日，有网友爆料，自己在坐月子期间被丈夫家暴。。。据女子所述，那是坐月子的第二天，丈夫跟人喝酒喝到半夜两点才回来。一回家倒床就睡，胳膊把被子卷了起来。。。女子便上前拿起他的胳膊，帮他把被子盖好，顺嘴就问了一句什么情况。谁知丈夫突然挥手朝她的嘴巴打
1697622354# #没想到特斯拉高速别车3次的事还有后续呢，这男的嚣张这一回，让网友给他扒了个底朝天。。。有网友爆料，这男的好像是个富二代。以前开的奥迪，现在鸟枪换炮，换成了电车卡宴。。。他老婆开的是特斯拉，不过这次他开的可不是他老婆的，而是小三的。。。据爆料，小三是无锡一小学老师，连照片都被网友扒出来的
1691984585# #从大连一路开到挪威哆啦A梦害怕
1689673187# #发布了头条文章：《铅对儿童的危害有多大你知道吗？太空方便餐对金属污染物说“NO”》铅中毒
1688974526# #贵宾剪成藏狐了
1690427155# #居然还有这样的吗，为了给儿子交首付，不惜诈骗自己闺女！。。有位女网友爆料，称自己前几天突然接到母亲电话。电话中母亲语气焦急，说自己经营的烧烤摊上出了人命，要她迅速给自己打15万元，。。网友听完心里也急得不行，一边担忧母亲，一边在心里赶忙算了算自己的存款。。。女网友自己一个人远赴日本打工，
1700127936# #那个婚礼上与自己母亲过于亲密的事情还有后续了，网传新郎报警了！。不知道大家还记不记得前几天被网友们议论纷纷的那场婚礼，婆婆跟自己儿子，也就是新郎在台上举止亲密。。手挽手、十指相扣，下巴抵肩膀，抚摸侧脸、四目相对等，看得众网友是瞠目结舌。。公公也奇葩，婚礼现场发言，竟然说这场婚礼榨干
1697424753# #女子被松狮咬伤面部的事情最新后续来了！！女子向狗主人索赔百万巨款，狗主人赔偿不起把狗吊死了。。。不知道大家还记不记得前段时间，女子在街边摸了只松狮犬，结果遭松狮扑咬，面部多处受伤的事情呀。。。女子报警后，那只松狮犬就被警方带走隔离并被送去做了检测。。。不幸中的万幸是，松狮犬没有携带任何
1689042242# #现在的女生都这么大胆的吗，当街扒男子衣裤。。。安徽阜阳，一女子在大街上将一男子强行压在身下，开始扒男子的衣裤。这可把男子吓得不轻，一边推开女子，一边抓着自己衣服不松手。。。僵持了许久，最后总算保住了自己的清白，逃出了女子的魔爪。。。这事可引发了不少网友的关注，以前听说过男子当街扒女子的
1688362032# #假瓜
1701312240# #速来
1689578701# #4000块钱的校服你见过吗？。。近日有网友爆料，东莞光正实验学校的校服要4000元钱。。。好家伙，这校服是什么做的，金线缝的吗，怎么敢要4000块。。。随后有媒体采访了该校的一位工作人员，其表示，校服的报价确实是4033元，但并非网友理解的一套，而是春夏冬装，外加运动装、礼服装各一套。。。等于4033是5整
1688002943# #哈哈哈哈哈哈哈和
1689571069# #不需要美化苦难，大部分苦难都没有意义
1693904536# #发布了头条文章：《酱香拿铁里究竟有没有茅台，还是添加剂堆砌？太空食品告诉你答案》酱香拿铁
1701236433# #两天就没有了
1689729991# #羡慕泪
1693893929# #真的笑死了！大爷大妈地铁上吵架，被一小伙子给了大爷一巴掌的事情大家看了没。。。翻了下评论下，大概捋清事情经过了。。。主角有三人，大妈1、大妈2和一位大爷，大爷和大妈1是夫妻关系。。。大爷和大妈1两人坐地铁，大妈1有座位，这时大妈2凑过来，非要大妈1往旁边挤一挤给她空个位她要坐。。。自己老伴被挤
1696659026# #哆啦A梦害怕
1703493391# #发布了头条文章：《男子拉62.5万救灾物资返程遭扣车，还要交卫生费，真相来了！》甘肃积石山接受资金和物资捐赠
1688002586# #每次出现这种事都受不了都女方的造谣诋毁，明明男方家暴女子，在某些网民口中却成了女子家暴男方怒
1691990550# #瑞幸：贱雪！
1690515790# #光膀子，“只是说说话”，咸猪手……要素齐全了
1697080570# #我也想苦涩
1702383724# #发布了头条文章：《神十七航天员将出舱维修太阳翼，美俄曾失败多次，能量早餐相伴》
1693214981# #允悲
1699953837# #大连餐馆再爆雷！客人海鲜店点四道菜，结账时却成了九道菜。。。这事太逗了，一男子前往大连一海鲜店吃饭，几人就点了四道菜，结果结账时发现，这账单上咋还多了五道菜呢。。。于是男子拿着账单回去找老板娘，问自己这五道菜咋回事，都结账了都没吃上呢。。。老板娘一看被顾客发现了，赶忙心虚地直捂账单，也
1701659738# #真是缺了大德了
1695803189# #警方回应女子因拒加微信被男子殴打女子拒加微信被打已做伤残鉴定。后续来了，打人男子的老婆发声了！。。在其老婆口中，男子打人可不是因为要微信被拒绝，而是女子拦着他们不让走。。。其老婆称，她跟她老公和几个朋友一共8人在外面喝酒。被打女子他们都不认识，突然拦着不让他们走。。。她老公就上前问
1698375040# #不知道大家有没有刷到景德镇市山塘火灾事件，女生一家真的太惨了！。。女生和两个年幼的妹妹与母亲相依为命，为了生计，女生妈妈将家中房屋租给一名姓齐的男子，并帮男子看管仓库赚些小钱。。。谁知男子趁他们不在家，偷偷拉了两台大型机电设备在他家运作。导致女生家里电路超负荷运转，线路加速老化，最后
1691839429# #发布了头条文章：《女幼师遭原配游街后续，幼师男友帮其喊冤起诉，原配或将入狱》长沙女幼师疑出轨学生家长被抓当街游行
1703842473# #假鸡蛋、硼砂面条竟全是造谣，太空能量早餐为你揭秘食品安全谣言！
1701247708# #转发微博
1693296295# #发布了头条文章：《辛吉飞代言毒奶粉，毒性是三聚氰胺20倍？太空方便餐带你领略真相》辛吉飞代言毒奶粉揭秘辛吉飞推荐奶粉背后公司
1698037659# #啊哆啦A梦害怕
1700097627# #很好，今年除夕团圆饭这些孩子就能上岗了
1692089581# #发布了头条文章：《羊肉检出猪鸭，知名麻辣烫品牌紧急道歉，太空方便餐捍卫食品安全》
1699429704# #哆啦A梦害怕
1700016619# #确实´&gt;`
1697076370# #这是咋了？
1702891501# #女子抱孩子打特惠车，让司机拿下折叠车遭辱骂！。。12月17日，杭州。。。一女子打了辆特惠车，下车时因抱着孩子不方便，想着司机帮忙拿一下折叠椅，没想到遭到司机的拒绝不说，还被辱骂了。。。“打个特惠你还想要五星级服务啊。”。。“抱小孩是你的问题，打个特惠你还想要这个服务，你放屁吧你。”。。辱骂过后
1690796217# #世人慌慌张张,不过是图碎银几两
1699841354# #允悲
1690514519# #怎么成天就这些大爷大妈闹事呢，没人管得了他们了是吗，无法无天的，现在都成社会毒瘤了怒
1699334542# #做得没毛病
1702260518# #骂起人来中气十足，怎么不能站一会了
1699842648# #哈哈哈哈哈和
1688361084# #衰
1695277334# #允悲
1699329478# #这是真能睡呀！。。陕西西安一女大学生，为督促自己考研早起，专门斥巨资买了一个电击手表，每晚戴在自己脚腕处叫自己起床。。。生怕自己起不来，女生还专门把电击强度调到了100%，谁知第二天脚踝都被电破皮，都没能把女生从睡梦中叫醒。。。真的要笑死了，这女生是有多能睡呀。。。电击手表都上了，都没能叫醒
1691228539# #发布了头条文章：《苍南黄氏大宗祠被拆引热议，158年历史投资千万，更多内幕曝光》苍南县温州黄氏宗祠
1697680561# #允悲
1699952634# #近几年贝果逐渐流行起来，深受年轻人的喜爱。。但最近，有位女网友却被贝果狠狠伤透了心。因为她在贝果中，吃出了一个大蟑螂。
1700817236# #什么时候饭店收银员还要兼职跳舞了，这到底是饭店还是夜店呢？。。陕西咸阳，一女子发视频控诉，自己因拒绝老板给顾客跳舞的要求，惨遭老板开除。。。女子在咸阳饭庄工作，担任收银员一职。。。22日，饭店迎来了一场满月宴，饭店经理竟安排女子在满月宴上跳舞，给饭店拉人气。。。拉人气为何要在满月宴上跳舞，
1697685634# #出租车现在为啥干不过网约车了，还不是有些司机自己作的！。。湖北武汉，一女子在高铁站打了辆出租车。结果司机嫌女子目的地太近，在开车的过程中不断辱骂女子，对女子进行人身攻击。。。这也就算了，司机还危险驾驶，一路将车开得飞快。在车流不息的马路上飙车，借此发泄自己心中的怒火，丝毫不将女乘客的
