1698642878# #美国是资本主义国家，是有钱人的天堂！我们是人民当家作主人，人民是江山。
1691125169# #不要曲解护城河，北京和河北有着天然的血脉联系，大部分老北京人都是河北人，除了四九城，以前北京市的地面，基本上都属于河北省，现在很多北京人，他的爷爷辈还都是河北人。不能挑拨北京和河北的关系。保卫北京，保卫首都，保卫党中央！这个要求，没有错啊。这个和保卫河北，保卫保定，保卫涿州也没有
1691329332# #这个镇书记呢？
1696685637# #历史上十五个加盟共和国，都是苏联的主体，而按照阿拉木图协议，俄罗斯继承了苏联的全部主权资产。
1690698702# #给准备自驾到内蒙旅游的人们提个醒，到这一段时，注意一下！
1702644190# #北京昌平地铁线事故原因初步查明，不出所料，就是这几天下雪造成的，原来以为下雪只会对公路产生影响，对铁道也会造成制动困难，刹车失灵。特别提醒高铁线路更要特别注意，上坡下坡路段注意观察。有关部门最好除冰清雪工作。
1699488989# #俄罗斯还排第二？朝鲜应该排第二吧？
1690124425# #很抱歉，由于没有参与用户符合抽奖规则，本次活动无中奖用户。微博官方唯一抽奖工具
1699018301# #还给垃圾定指标，不可思议！
1690863190# #在工程上，这叫蜂窝，你这个太大了，应该叫蜂箱了。以前少量的蜂窝麻面现象常见，现在都是商混、钢模、成型大模板了，这个情况已经很少了。
1690124265# #一般都是互免签证，是不是说新加坡也对中国免签15天，到新加坡旅游，就不用到大使馆签证了？
1690084420# #这个百岁老人，不一般！挖出一个能顶仨！
1698234582# #德国大使馆骂的这个人，莫非是他？他怎么回应了，还问候了德国大使馆他妈！难道他做了这些事情？不应该啊！
1695955668# #说句实话，对叙利亚局势，对叙利亚国内政治，对巴沙尔总统，我都不太了解，只知道他父亲阿萨德总统，当时对华友好，中国重情义，不忘老朋友。这几年叙利亚战争，对叙利亚的破坏非常大，巴沙尔抗击美国还是很坚决的，叙利亚也是俄罗斯的坚定支持者，朋友的朋友是朋友。你知道哪些叙利亚的事情？
1702507113# #在太平洋边边留个影！记录旅行微博旅行100计划100张年度旅行照片
1696311244# #张维为教授的这个说法，是从哪里来的？！他怎么会这么说？作为中国智库政治专家，怎么能说这个话？“和平统一、一国两制”是我们解决台湾问题的大政方针，什么是“一国两制”，难道他不知道吗？你不知道“台独分子”怎么攻击“一国两制”的吗？“台独”攻击“一国两制”，你就否定“一国两制”，啥意思
1692581092# #卑路支省位于中国的西北部，没听说过，中国还有这么一个省啊？这篇文章是什么人写的？还是博士呢？要是传到巴基斯坦，给卑路支省的恐怖分子们看了，他们会怎么想？
1703148904# #这个谈判过程，确实挺有意思的。
1689646000# #统计局有信心，让我立马泄气了，统计局应该是个事后诸葛亮，你跑前台去指手画脚，算个啥事嘛？你不要有信心，他们干多少你就说多少，别说假话就行了，你什么信心都不要有，保持一个平常心，就行了。
1697715308# #这个案件听起来都新鲜，不可思议啊！前段时间，还说中国不好解决缅北的电信诈骗，说中国不能干涉别国内政，现在，这不是公安部一出手，问题就解决了吗！
1693897642# #琉球的祖国是琉球，琉球是独立建国的问题，和斐济一样，只要琉球人民有独立的要求，独立运动形成规模，联合国可以立刻宣布琉球是独立主权国家。
1698739565# #这个时候，加沙的民众，不要单独出门活动，哈马斯不是正规军，老百姓单独活动，也很可能被以军误认为是哈马斯成员。保护自己！只能靠自己！
1689490479# #中国科学院最新研究成果，中国科学院简称“中国科学院"，一个字没减少，成功完成简称转型，实现历史性重大突破。
1698282340# #房山坡峰岭
1703550669# #这个有意思，私人财产神圣不可侵犯，外国财产说收就收了？
1697928599# #我就想问问，普京听得了这话吗？他会不会火冒三丈？敢不敢出兵巴勒斯坦？
1690347697# #这是一个太大的好消息！
1693530788# #雷蒙多该回去汇报了，卡脖子工程失败了，中国高端技术在某些方面反超美国，华为手机大胜苹果手机，雷蒙多反复强调不脱钩，可能也是这个意思。
1691117380# #最终没有能够幸免于难，六个人在执行任务的时候，被瞬间上涨的大水掀翻了救生艇，一同冲走，四个人被救上岸，两个人下落不明。人民英雄！不朽丰碑！
1694527350# #机关食堂改革十多年了，其中一个方案就是市场化、社会化，但是进展不大，看来，又到了一个节骨眼，其实，机关公务员应该是最积极推动改革的力量，你以为他们占便宜了？其实根本没有，很高的成本都在内卷上了。改革是唯一出路，利国利民！
1691278133# #如果你仔细分析，这几个信息是有矛盾的，看出来了吗？不要轻易相信网上那些针对性很强的消息。
1703133610# #普通股民都是这么想的，胡锡进也是如此，这是对经济问题的基本不了解，有点赌徒的心理。。
1691846905# #这是什么国学？和国学能沾边吗？国学的博大精深，就是这点玩意？这不是对国学的诋毁吗？
1689928062# #如果把小数点后面两位抹掉，我就信了，毕竟江西每年都有震惊世界的大案要案，像学生失踪案，指鼠为鸭案等，都具有历史性的研究价值。
1694476904# #各有千秋，一个金口玉言，一个白纸黑字，不同的风格，一样的承诺，都是市长风采。
1702254949# #如果这个举报的都是事实，这个教授就是魔鬼，查一查吧！如果不是真的，就还人家清白。现在这种烂人真多，以前只听说导演睡演员，从落马的贪官看，在位上的官员霸占民女的也很多，教授，甚至院士都有这种人，校长院长主任里面这种人也不少，现在又曝光医生，真是复杂的令人无法容忍。有点权利地位的人，
1692798207# #茶叶红茶金骏眉浓香型正宗武夷红茶茶饮五虎250g这个好物闭眼入北京茶博会，好像人人都是茶博士，懂茶的人太多了！。【推荐理由】这款茶叶是正宗武夷红茶金骏眉，属于浓香型红茶。每片金骏眉都是经过精心挑选的，呈现出金黄的茶叶色泽和浓郁的香气。它口感饱满，滋味独特，有淡淡的花果香气。
1693874198# #有人说这字的功底，还不够，我觉得很好了，这又不是书法比赛。
1693785529# #买房子不是买菜，不会随意下手的，朝阳公园一个项目，单套3000万起，开盘首日签约57亿，这不可能是一时冲动，最近几日楼市成交火爆，都是几年积压下来的需求释放。她们今天下单，都是不知道看了多长时间，才下的决定。不容易的，这个势头也就这几天，释放完了，就回归正常了。不说买房子，就是买件衣服
1692771919# #记录旅行锡林郭勒草原行，农场的西红柿红了，草原也用上了滴灌技术。带着微博去旅行去大草原撒个野
1690413575# #看来，俄罗斯要有大的行动了，我们拭目以待！
1703204170# #台湾地区宗教场所很多，每个村都有，主要是佛教、道教、天主教等，妈祖庙、关公庙也很多。记录旅行微博旅行100计划100张年度旅行照片
1698185347# #你咋看不懂？我都说了别担心！我这不是在否定这个小道消息吗？
1698900683# #花的山，花的海，花的世界都是爱！
1703463558# #绍伊古宣布俄罗斯大捷！俄罗斯已经胜利了，至今没有解体，顶住了西方的巨大压力，以一当十，并且经济还有发展，与兄弟国家关系越来越铁。
1691964858# #早上好！
1693820653# #最近造谣的比较多，不过，没人相信，所有的谣言，都有一个特点，就是说的很玄乎，而又没有逻辑。
1698879127# #10月27日由专机从上海护送至北京，北京市民以各种形式，迎接总理回家！
1692678524# #没有去过“中正纪念堂”，你敢说你去过吗？蒋万安的最大资本，是蒋家第四代吗？那为什么还要改掉“中正纪念堂”？去掉一个纪念堂，那他的资本不是减少了吗？
1699575253# #有人会说，这种污染事件每个国家都有，西方国家都是这么过来的，他们当年的污染比我们严重多了！这是事实。但是，在我国不允许，两个原因，一是，我们有后发优势，绝不能走西方国家先污染后治理到老路，另一个是我们是社会主义国家，我们是以人民为中心，人民是江山，绝不能让江山被污染。任何为污染辩
1698066373# #安宁在哪儿？没听说过，这个事件比较典型，继续关注！
1703735880# #40岁就退休了？还当爷爷了？这是哪里啊？
1696206595# #记录旅行河北农村中秋庙会，寺庙门口搭舞台，吃喝玩乐闹起来。带着微博去旅行十一种草大会
1689585329# #读书有用？还是读书无用？要从根本上解决问题。在美国留学的邻家儿子，最近硕士毕业后，工作了，已然放弃了攻读博士的机会，他说，自己不适合搞研究，没必要读博士。国内是不管什么人，有机会没机会，自己是不是这块料，都要往独木桥上挤。
1693063040# #中盐公司已经通告，食盐保障供给，现在市场食用盐，95%以上非海盐。放心食用这个好物闭眼入。蜂选东...。【推荐理由】青海湖盐天然活水,颗粒均匀,色泽晶亮,无盐无铝,颗粒细腻,无杂质,纯度高,吃盐更健康。【现价】12.9元。【秒杀价】10.5元。
