1699178680# #阿拉伯联盟国家，原来的老大是埃及，现在是沙特
1691117907# #1949年5月27日、上海解放的第一个清晨，10万解放军露宿上海街头，宋庆龄先生那个早晨推开家门触景慨叹：国民党回不来了！。中国人民解放军人民子弟兵，人类史上绝无仅有！
1691199829# #密密麻麻的铁丝网也阻挡不了那些异乡天开想要到缅北发财的“可怜人”，被爆锤之后又埋怨国家不去救，果然是道理都被你们占了。
1691893343# #转发微博
1698755146# #人生无常，珍惜每一天
1689984615# #转发微博
1698824701# #任何组织或个人严禁在河流、池塘、沟渠等水域擅自进行电鱼、毒鱼、炸鱼，一经发现，依照《中华人民共和国渔业法》《河北省渔业条例》等相关规定予以处罚，情节严重构成犯罪的，依法追究刑事责任。
1699258490# #转发微博
1701830673# #转发微博
1698297917# #有人抱怨老师工作不认真，你们真的认真吗？酷酷酷
1690723870# #各省高速里程
1691394211# #任泽平说的这个禽兽教授能坑得着寒门子弟、寒窗苦读的学子吗，我怎么觉得一个也坑不到呢？
1700451738# #说一句这部电影的经典台词，来证明你看过！
1700278776# #转发微博
1700625400# #转发微博
1692858989# #郑州这么亮丽吗？
1698808806# #缅甸中央政府才控制西南一半的国土。
1691634624# #7月份各省市电影平均票价
1702551192# #今年夏天开车走过一回，极其治愈。可谓山垂平野阔，云卷苍穹高。
1689676592# #一起猜地名，内蒙是包头，黑龙江是齐齐哈尔，吉林是四平，其他的呢？
1692863257# #乌合麒麟新作《与人类同归于尽吗混蛋》
1689238560# #谁说江西不行的
1692836594# #继苏联之后，美国笑话也开始登场了
1698014784# #以色列驻华使馆的评论区总有惊喜
1703460640# #据说这是机场
1692418604# #伟大的长江，妥妥的中国第一大河
1690115731# #知名统计网站RankingRoyals发布了世界上最安全的城市top20.（参与排名424个城市）为了衡量城市的安全性，NUMBEO指数考虑了以下因素对全球424个城市进行了排名：。犯罪程度白天和夜间安全行走。抢劫或抢劫以及汽车被盗。受到陌生人的身体攻击。被任何人侮辱或纠缠。由于您的肤色、种族、性别或
1688564574# #转发微博
1703291982# #阁下又该如何应对
1698707911# #欧洲的未来
1698808755# #转发微博
1698983271# #转发微博
1696982968# #如果全民免费医疗了，真正有病的人估计只能等死了
1690089364# #到底是怎么回事
1693966875# #伟大的中国人，让那些所有瞧不起我们的牛鬼蛇神颤抖吧
1697243227# #世界宗教概览图，犹太教人数较少，但舆论霸权很牛，中国这些年被宗教渗透得很严重，逐渐从底层化、知识结构低向社会全面、高知识人群渗透，需警惕。
1701398131# #十字路口高效率通行方案终于被人研究出来了！从此以后再也不用等红灯了。
1693538803# #这是什么狗逻辑
1692589149# #转发微博
1691645553# #此联有一绝对，求下联
1692836005# #全国各省在业企业数量统计，东部与西部区域显然不同层次。
1700987427# #Ai复原古人，岳飞这个样子我是真的有点不想接受啊允悲允悲允悲允悲
1688958211# #转发微博
1690856945# #中国的兄弟省份，只有内蒙是北方孤影，还有机会哥俩好吗？
1702024837# #转发微博
1702342896# #阿根廷总统米莱最近在社交媒体上分享了他对世界的看法，他用两栋楼来比喻社会主义和资本主义。从他的表达可以看出，。他对社会主义持有非常负面的看法，而对资本主义则持有积极态度。这种观点可能反映了他对不同社会制度的偏好和偏见。
1689907071# #东北也会受台风影响？
1695716224# #中国人口已退居第二了
1688954728# #蜜雪冰城各省开了多少家门店？
1692570593# #转发微博
1694124750# #转发微博
1698454494# #
1692713315# #转发微博
1700721509# #最近3年我国在中印边境进展，实控线不断推进。用地图说话，欢迎大家补充。。感谢知乎作者梦回糊涂。
1692350936# #周董确实牛，粉丝群体跨越30年，不服不行。周杰伦呼和浩特演唱会
1688955571# #山西各市最强品牌，原来奇强是运城的，这个品牌现在还在吗？
1702422900# #质疑南京大屠杀人数是怎么统计的？我替三十万冤魂回答你们！国家公祭日
1691370065# #我认为他说的对
1700701011# #转发微博
1691738449# #看了看评论区，有些货跪久，真的不习惯站着
1703229028# #百看不厌的影视片段——家有一老如有一宝
1699923133# #转发微博
1695626428# #转发微博
1689806540# #转发微博
1696488052# #各省会平均工资，可能比实际大多数人普遍拿的工资高一些。
1692529246# #亚洲品牌10强
1699882080# #华为悬赏的两道题，解决一道给100万
1692861550# #转发微博
1691162732# #在南沙群岛中，我国实际控制了多少岛屿？如图所示，真实的情况是越南比我们实控的更多，另外菲律宾、马来西亚、文莱也实控了一部分，所以我们要建设一个强大的海军，再一步一步收回这些岛屿。
1689661439# #转发微博
1702081528# #GDP内卷到开始比各省的第三名了；GDP总量对比环江西，第三名开始环安徽了
1698908699# #有没有难度？
1692832972# #丽江太扯了
1695344831# #南宋割让的北方领土
1691627658# #转发微博
1696816965# #转发微博
1703548021# #看图识三国，这是谁，哪一章节
1697338946# #完整的人体消化系统，这样的肠道摊开面积都快赶上篮球场了涨姿势
1694243118# #哈尔滨的中央大街是不是被低估了
1703633342# #蒋介石的12个结拜兄弟结局，哪个是他最铁的兄弟，戴季陶吗？doge
1692506700# #外媒传首艘96日前已经下水，地点位于达利安附近的HLD船厂。不置可否，问就说不知道。
1700201929# #转发微博
1692404619# #转发微博
1700209032# #转发微博
1696039394# #我国哪所大学学生最多？(如图所示)2022年中国大学生数量排名一览表。
1692695289# #脊背不是一般凉
1694822989# #四川真是四塞之地啊
1695000942# #转发微博
1693274518# #转发微博
1688882916# #转发微博
1701746816# #转发微博
1693394820# #各地省每百户拥有汽车数量
1701739623# #中部六省各市人均GDP排名，第一名居然是他
1697078823# #转发微博
1700364378# #转发微博
1700299588# #这些至尊名菜，你吃过哪些
1690597779# #转发微博
1699766752# #为什么我的眼里常含泪水？
1700552276# #转发微博
1691627670# #转发微博
1699516180# #把这些国家的领土和中国做比较，一目了然——智利太变态了
1694042752# #梁山一百零八将中“最配上好汉称号”和“最配不上好汉称号”的十个人
1699492052# #废除死刑是文明的进步？
1690947932# #转发微博
1702081142# #穿越了？
1700097442# #喜闻乐见
1696894296# #伟大的先辈
1692504061# #十大购物中心，我就去过一个南京德基广场，你们去过哪？
1692231605# #人是怎样废掉的，下面总结的挺到位
1697617330# #国外网友制作希腊、爱尔兰、以色列地图变化，被内涵到了
1695109916# #山西大同的万人坑。万人坑中掩埋着6万具累累白骨，他们都是1937年到1945被日寇从全国抓来的苦力，日寇强迫他们在这里挖煤矿。这些人最小的只有12岁，最大的年过六旬，每天工作近20个小时，却食不果腹。他们累死以后，就被直接埋在矿里。像这样的万人坑，在山西大同居然都有20多处。可想当年日寇对我国
1699179828# #这样看来，宝鸡真是咽喉锁钥啊
1688519003# #为什么说陕西是英国的孪生兄弟，最后一条实锤了dogedogedogedoge。。陕西的面积达20.56万平方公里，英国有24.41万平方公里。。。陕西分为陕北、关中与陕南，英国的大不列颠岛分为英格兰、苏格兰、威尔士三部分。。。陕西的北部是陕北，有黄土高原，说陕北方言，有鼻音。大不列颠岛的北部是苏格兰，有
1688638419# #转发微博
1695011555# #历代国玺，话说第一个刻着什么
1691812465# #评论区的下联全是王炸
1702212310# #俄外交部给出乌克兰恢复永久和平的条件，你觉得苛刻吗？
1694044232# #转发微博
1690157518# #绝逼安徽人排的
1689317159# #感觉好人不多啊
1698225989# #预测巴西百年后的地图
1695455455# #没毛病
1690332192# #转发微博
1691146462# #这种货色多润一个，中国就富强自信一分
1688716647# #转发微博
1695775966# #论吃鸡，还得看老表
1702472435# #巴以停火已成定局，你希望停火吗？以色列巴勒斯坦冲突
1692113720# #不可能，绝对不可能，一看就是在诋毁人类灯塔doge
1689989576# #这……
1691109911# #全球铁路系统最大的五个国家
1696216497# #有道理
1699668950# #转发微博
1695511005# #看电影，吃饭目前最低的团购，远低于美团、抖音
1693980565# #转发微博
1703029689# #甘肃临夏州红十字会工作人员：积石山县晚上零下10多度急需棉帐篷、行军床等物资，捐助通道已开通（信息均来自官方），临夏同胞加油，甘肃同胞加油！
1701315188# #七镇八远一大康，超勇扬威和操江
1703989918# #禁止出现暴力下联dogedoge
1702257272# #如果你是印度总理，怎么做才能振兴印度？
1692232672# #来吧兄弟们，对对联了
1690809996# #闻太师赶紧回来吧
1700782082# #袁世凯虽然只当了八十三天皇帝，但封了不少王侯啊！！！
1698324684# #中国工业产值规模
1703303047# #转发微博
1689599974# #转发微博
1698020401# #形象的说明了很多人的立场允悲求横批
1703077296# #立陶宛这货这是想表达个什么？
1697431021# #转发微博
1694673844# #猜猜这是谁？
1691027260# #一张图了解，罗刹国的地理位置！到底在哪里？
1692692865# #第四次是在帮老丈人接骨吗？
1690949932# #反贼就靠这种不清不楚的谣言自我高潮，嗨了半天，殊不知事件发生在新加坡。
1694341993# #当年局座说这话的时候，有多少人在笑话他，洋人和汉奸太低估中国人的志气了。
1690170350# #是这么回事吗？
1701143757# #秦始皇留下了一个什么名字
1699065301# #不懂这些“黑话”真的落伍了
1694061376# #【全球一年被骗553亿美元哪里发生的诈骗案最多？】你以为是中国吗？（选自：金十数据）
1695866540# #这是汉服在历史舞台上的最后一次亮相，他穿着整齐，实际上，看起来相当美观。
1692452083# #中国好声音历届导师中国好声音
1695645438# #实事求是讲，这个事到底存不存在？
1689751177# #宝格丽CEO曾称中国市场比本土还重要我特么就服了，吃中国的饭，砸中国的锅，把中国人当傻子吗？
