1698541152# #有梦想的人了不起
1699369132# #父子俩在家玩枪战，一段挑衅对话笑喷观战的妈妈，真幼稚我能加入吗？朋友圈微信创作者来源网络
1687091010# #转发微博
1695817033# #20岁小伙晒出自己的生活现状，居住在破旧的土房内，吃着简单的饭菜，“快26岁了身上连一万块钱都没有”
1687170767# #男子被曝长期遭老婆家暴，忍无可忍上传视频，希望能让大家评评理。网友：肯定男子有错在先汗汗
1686904783# #今天开车去修理厂买了几瓶玻璃水，修理厂的员工老是说我轮胎不行了了让我换，懂的朋友帮我看看，他是不是忽悠我的，想坑我钱？我与汽车的日常
1699245762# #有颜值有实力！黄海洋教练火出圈，神仙颜值带出虎狼之师！
1700024106# #习近平步出舱门美方多位高级官员在机场迎接
1692205489# #4K修复百部经典港片，你最爱的是哪部?
1695910478# #94岁父亲和55岁儿子一起睡觉，老父亲看似嫌弃实则满满的爱…。网友：不管多大的年纪在父母面前都是孩子～
1695103585# #转发微博
1687752071# #秦岭以北是西安，站在秦岭之巅看西安，一定是大唐至今保存最好的古城。有塔为证，名为大雁。西安的大雁塔至今竖立了1371年。是地地道道的唐风唐砖技术砌筑而成，其建筑技术敢称世界一流。如今名牌大学专业土木工程的院士，估计也承揽不了如此看似简单却如此恢弘的方形塔式建筑，堪称大师传世经典之作。
1698574534# #河南焦作一小区为了防止高空抛物，直接在整个小区都布满钢丝网高空抛物
1693209165# #某学校女大学生新学期报到，拍下一学长帮忙扛行李，堆积如山的行李压在了学长的肩上，力拔山兮气盖世！这学长是真实诚啊。
1702696722# #“站大桥上都扶不过来”，路面结冰电动车在桥上接连滑倒，大家出行一定要带好头盔。
1694743594# #男童撑伞从26楼跳下后奇迹生还【医生称男童撑伞跳下26楼生还是奇迹：恢复得很好，不影响生长发育】近日，湖南湘西。湘西自治州人民医院迎来了一位特殊的复诊小患者。3个月前，他意外从26楼撑伞跳下。经救助，他现在不仅可以重新站起来，还能蹒跚而行，那只重新植回去的胳膊不痛了，手指也恢复了运
1701153667# #凭啥？肥胖男子在洗浴中心搓澡时，因体重过胖遭到搓师傅歧视取笑，男子怒称：不就胖点吗！凭啥受这侮辱！
1702286087# #被西医过度洗脑后，老百姓摒弃了老祖宗留下的瑰宝，敢当羊毛，将资本包装后的各种灵丹妙药奉为至宝，滑天下之大稽
1700202630# #00后女孩因工作问题被领导谈话，疯狂憋笑嘴角根本压不住
1699667283# #11月8日，河南洛阳。学生开玩笑说室友想吃饺子，老师记在心底，默默准备食材，邀请大家一起包饺子。
1700476364# #挖这个有啥用？作战壕吗？
1700406021# #外国男子驾车逆行影响正常车辆通行，期间还两次竖中指...…。在中国人的地盘上还如此嚣张，
1700449423# #顾客带4个蛋糕在饭店打蛋糕仗，包间墙上和过道到处都是蛋糕，店长：电路被损坏收拾了2小时
1699604047# #11月9日，河北沧州，一女大学生在图书馆内连占16个座位，并多次暴力驱赶其他同学。学校：“跟她聊过，现在的小孩脾气不好说。”
1686912510# #孙女辞职带患癌爷爷4年花10万游9省真棒！祝：爷爷长命百岁。如果一个👍可以让爷爷多活一天，你愿意给点个👍吗？
1702701591# #在盘索里的发展遇到了困难，演出萎缩，传人稀少的情况下，该项目吉林省传承人崔丽玲和同事们坚持网上演出，推广非遗，并用盘索里唱300年传统曲艺，惊艳全场
1695825709# #叙利亚总统夫人和子女身边的中国“女保镖”（公安部特勤局警卫）。活动氛围很轻松，但她全程都非常机警的观察周围的一切举动。机警，洞察力，反应速度是警卫人员的重要品质！
1699367663# #黑龙江哈尔滨迎今冬首场暴风雪，为保证安全，工作人员在路上撒盐融雪！
1703917104# #支持
1692715867# #从此世上又多了一个舔狗允悲
1690891719# #天热起来，郑华南就爱穿一件细吊带衫，配一条西装短裤，蹬着高跟鞋在上海的街头到处逛，81岁“华南奶奶”火了，再一次证明：上海奶奶们到老都优雅时髦
1699597485# #今天上午8点40分，在第一届全国学生（青年）运动会（校园组）女子大学乙组100米栏决赛中，北京队的吴艳妮以13秒14的成绩轻松夺冠，赛后被记者问道她在杭州亚运抢跑对她是否还有影响时，她是这么回应的……
1687076744# #孩子下午考试迟到几分钟没进去考场，在外面站了一下午，哭了一下午，看着挺心疼。中考
1696772316# #【村民毫不知情！长庆采气二厂偷偷进村野蛮施工！】据榆林市榆阳区大河塔镇安崖办事处驮材峁村，长庆采气二厂一项目部，在村民毫不知情的情况下，在山里私挖毁林，埋设管道，请相关部门调查，此项目有无相关林业手续？
1697196320# #男子记录农村生活，一位老奶奶佝偻着腰，用木棍挑着菜走在路上，“每个人都在为生活努力，祝愿老奶奶身体健康”。
1698555009# #女子推着婴儿车带两孩子过马路，司机发现有车驶来狂按喇叭。
1699597537# #新郎婚礼上只说了两个字全场叫好
1696593482# #范志毅：我想十年内国足一定能布入世界杯赛场，“今天是我说的！”国足
1694675405# #茅台我和德芙官宣了瑞幸：终究我还是错付了泪泪泪
1694250271# #在大山里免费授课，以美育人，守护山村儿童的好奇心和探索欲，托起山村里孩子的艺术梦。为刘休、周燕夫妇点赞good
1700276164# #4岁男孩无人照顾，18岁父亲现身亲子鉴定，为给孩子落户上学
1698539582# #10月23日，山东新郎接亲现场，伴娘们主动把门打开迎接新郎，主打一个“文明接亲不堵门”
1695821631# #【安康身边事旬阳网友实名反映上市公司尧柏水泥女部长疯狂殴打老职工】。我叫梁汝倩，2023年9月25日上午8点20分左右，旬阳市尧柏水泥有限公司职工梁汝倩在公司人力资源部办公室汇报工作时，突然招致办公室主任兼人力资源部部长王彤的恶意挑衅殴打。目前本人正在医院进行治疗。。尧柏特种
1692454961# #近日，河北一男子在景区扮孙悟空被压五行山下遭遇小朋友疯狂投喂。不仅吃饭工作两不误，还实现了点餐自由，吃上了安徽板面～允悲允悲允悲网友：进去孙悟空出来二师兄...
1690598015# #放弃广州高薪工作，返乡抢救“侗族大歌”，只为传承一曲曲侗歌，被央视聚焦，这位90后姑娘火了！她的火不仅是她自己，而且给原汁原味的民族文化带来了新活力，给当地经济带来新动力，改善了很多人的收入。
1700325401# #阿狸还是挺看好的
1698561177# #女孩地铁上晕倒将咖啡洒落，清醒后用衣服将地面擦千净，网友：刻在骨子里的素质和教养地铁
1700928876# #他是志愿军的榜样是全国人民的楷模
1698923800# #一位单亲妈妈带女儿出嫁，女儿现场致辞：“爸爸，买一赠一你赚到了哟”。
1686986247# #胡锡进希望鼠头鸭脖为全社会敲响警钟胡锡进何许人也？估计很多人都知道，如果不知道，司马南icon先生都会告诉你，他就是一个资深媒体人。。前几天发了这样的一个消息，和他知名的身份是不是有一点不搭，会不会有失他身份呢？平时他的作品我基本每个都看。他关注民生，激情彭拜仗义执言，对任何
1695647609# #遁入空门应该是无所欲求，没想到矛盾也这么大哼
1694357636# #转发微博
1695910169# #商场男扮女装偷拍被抓现场
1698480383# #【大学老师与不倒翁小姐姐上演盛唐密盒哇】10月25日，陕西西安。行礼的动
1693209679# #董明珠怒斥员工吃着碗里看着锅里人往高处走，水往低处流。人家凭啥给你打一辈子工，有更好的选择，更好的前途，肯定自己去当老板了！
1693842895# #【希腊女生第一次来西安穿汉服扮东方美人】近日，陕西西安。希腊女生第一次来西安，穿中国传统服装扮演东方美人。女生直言：“这是我见过最美的地方！”遇见西安城（视频来源：国际在线陕西频道编辑：王晴李颖辰）
1699890843# #一辆旅游客车在凤凰古城附近遭当地车辆别车并逼停，游客称涉事者疑为当地一国企领导
1700325207# #拭目以待吧！
1699605055# #一车红薯滞销又碰上离婚安徽大哥崩溃大哭浙江警民合力“抢购”5000斤
1699769630# #一男子爬女生宿舍偷女性，当场被发现
1687090957# #转发微博
1698571234# #详解增发国债细节：1万亿，用于救灾防灾，全部给地方且不用还
1701154635# #孩子扯住妈妈头发不放，路人看不下去将其拉开批评教育“算了算了给他一次机会”教育
1687105449# #989大学清华大学和西工大那个学校更值得上，在线求作揖作揖作揖
1701154315# #女子饭店吃完饭后不愿付钱，老板找其理论时女子怒称：“把警察叫来，我蹲个十天半个月无所谓”大家怎么看？
1696685867# #为什么都是批评这两个人？难道不应该谴责把视频发出来的人吗？。他们做这个羞耻的事情固然不对，忘了关视频出了意外，但是这也是人家的私事啊，每个人都有自己的隐私。而一些人不仅免费看了，还把这样的视频发到网上，我觉得这样的做法应该涉嫌犯法了吧。。你们这样做的行为会让这两个人妻离子散，在村子
1699630794# #游客遇到背柴上山的孩子，两种截然不同的生活形成鲜明对比，社会百态“你眼中的美景，大山的孩子每天用双脚在丈量”（来源吃一口橘子）
1696562570# #10月5日，跨栏冠军林雨薇回到家乡福建尤溪，乡亲们舞龙舞狮放鞭炮热烈欢迎，林雨薇：我第一次感受到原来我家里有这么多人。福建
1694014301# #这么厉害
1700377738# #妥妥的海底捞金牌vip贵宾！江苏一女子在海底捞累计消费近27万，9年吃了627次火锅，妥妥的铁粉，没有点经济实力还真不能说自己喜欢吃火锅，建议该女子可以考虑定居重庆或者成都，慢慢享受正宗火锅生活。32岁女子9年花费近27万吃海底捞
1699890998# #女子多点了份118元的肉遭男友指责，“我还要还房贷车贷，你这样以后怎么过日子，女子反驳：“那我以后总不能肉都不能吃了，你没跟我一块，也一样要还车贷，房贷，”生活
1694657702# #走！去长安看看！
1694012534# #小区老人霸占楼梯5年，想上楼就交50万过路费，十几名业主有家不能回。社会百态
1698642223# #近日，北京小学生与加州州长篮球过招，大高个州长绊倒后下意识抱住学生，还安抚性拍了拍孩子的背。
