1695353395# #这是哪个白痴拍的？
1690764819# #【韩国超导，中国开花🌼】。想不到韩国炼丹师的法术在中国引发一片喝彩！许多文科生和艺术生坚信韩国超导是真的，还有人开始声称中国的特高压技术是浪费！。你们就阴阳怪气发发牢骚到处吐槽做个公知，不香吗？何必非要触碰你们根本就不明白的事物？
1688964961# #薛之谦演唱会上抓拍到的美女歌迷，她男朋友才是终极赢家。
1700985374# #虽然贵了点，但毕竟你们在斯坦福看了病呀摊手
1702116878# #蒋介石失去民心的十大原因，果粉好好学学。
1700911557# #《德国纳粹与日本鬼子谁最残暴？》
1687570845# #外国留学生穿上汉服，登上滕王阁，朗诵李白的《望庐山瀑布》。。将来会不会让老外扮演李白，并且有公知告诉我们李白其实就是个老外？
1700145167# #高华们不仅喜欢胡编乱造，而且往往记性不好摊手
1693265275# #台湾当局跪舔日本核污水，台湾民众却开始惊恐抢盐。。免惊啦，祖国大陆有吃不完的井盐与湖盐！
1703740347# #【惊弓之鸟】。据《耶路撒冷邮报》报道，一名以色列国防军士兵夜间从噩梦中醒来后朝墙壁开枪，导致数名战友受伤。。《耶路撒冷邮报》在报道中指出，这名以色列士兵在参加加沙地带一次行动后与同队战友正在阿什凯隆某营地休整，“这名士兵疑似患有创伤后应激障碍（PTSD），他在晚上从噩梦中醒来后突然开始
1692505095# #新加坡南洋理工大学的宣传海报，有华男、华女，外女，唯独没有外男。。值得国内高校借鉴。
1702892691# #从“米莱当选”到“米莱垃圾”，还真快。
1703121705# #丁一多到底是在感谢，还是在控诉这些人呢？
1695779938# #韩媒报道，亚运射击比赛中，韩国冠军，朝鲜队屈居亚军。颁奖仪式上，朝鲜运动员明显拒绝向韩国国旗行注目礼。
1691448103# #选择性眼瞎呗
1703927079# #以色列在加沙已经损失275辆梅卡瓦主战坦克，该国一共有大约1400辆该型坦克，单价450万美元。。所以是谁要消灭谁来着？
1693032043# #据日本“TBC东北放送”8月25日报道，宫城县石卷市经营一家水产品加工公司的远藤仁志最近感受到了“两面夹击”的痛苦，其公司的裙带菜和扇贝产品不仅无法运往中国，就连日本国内销路也断了。。一直与其有合作的日本静冈县多家超市暂停采购有关地区的水产品，这让刚刚才被香港客户退货50箱扇贝的他心态彻
1697705497# #藏族同胞怪不容易的……。要不咱就给他发个身份证，过去建吧。
1699284793# #11月5日，东耶路撒冷。一名巴勒斯坦抵抗战士纳比勒·哈拉比亚，单枪匹马地向以军营地发起袭击。在随后的战斗中，他遭到几百名以色列士兵的围攻，最后以军用炮弹摧毁了建筑物，巴勒斯坦战士英勇牺牲！
1703339254# #地动山摇，不及某些人带风向造谣。
1692943275# #这个夏天即将过去，身为搬运工+装修工的本狼我，感到很充实。
1690371059# #人民币3000必须自卑，新台币3000一定挺胸摊手
1703518248# #中国不靠殖民，靠农民！
1702799884# #以色列《新消息报》：祖籍河南开封的女生某某某，改名为阿比盖尔·温德伯格后，移民入籍以色列并参军入伍。。别别，您祖籍：以色列，民族：养不熟。跟我们中国没啥关系。
1692499012# #【一句骗到弯弯】。大陆某网红在油管发视频声称自己的母亲得了血癌，如果在大陆治疗要花170万人民币还不一定治得好。有台湾网友建议他到台湾医院看看，他于是携母去台，还拍视频，引发台湾网民捐钱，累计500多万台币！然后被大陆打假网红揭穿，这名假孝子将捐款用来买手机还去日本旅游，现在引发弯弯网
1696666416# #【亚运床垫】。48岁的乌兹别克斯坦运动员丘索维金娜很喜欢亚运村的床垫，称舒适得让人想赖床，她向工作人员询问购买渠道，于是工作人员同意她把自己使用的床垫带走。。丘索维金娜从7岁开始就练习体操，迄今为止已经参加过八届奥运会。2016年，她作为世界上唯一连续7次参加夏季奥运会的体操运动员，被载入
1700215153# #本狼要说一句，最会朗诵的也都在北京。比如今晚即将在中国传媒大学进行的齐越朗诵艺术节话筒
1704184444# #北京对比上海，惟有书店完胜。
1695123145# #华北水利水电大学，为了确保军训教官有充足的休息和用餐时间，在饭堂为他们留出了一部分座位。却引发了部分学生的不满，他们认为这是一种特权行为，与平等原则相违背。而校方则认为，这是出于对军人的尊重和对军训的保障。。你觉得呢？
1704164261# #武汉汉口江滩公园露天剧场附近的江边有一个“一家三口”的雕塑，已存在数年。一周前，“一家三口”变成了“一家五口”。。这对夫妻很坚强，居然还生得动。
1698376765# #有些台巴子会冒充爱丁堡的，可不能冤枉无睾！
1692615659# #杀害中国女生的宁波学院外教人渣。
1704123501# #据《以色列时报》报道，以色列18岁男孩塔勒·米特尼克因拒绝服兵役被判处在军事监狱服刑30天。报道称，他是本轮巴以冲突爆发以来，已知的第一例因出于良心拒服兵役被判刑者。。根据以色列反占领活动组织Mesarvot在社交平台X上发布的一段视频，米特尼克12月26日走入位于特拉维夫附近的特拉哈什默尔军事基
1690537456# #7月27日，世界击剑锦标赛赛场。乌克兰选手奥尔加·哈兰战胜俄罗斯选手后，俄罗斯选手欲上前握手，奥尔加·哈兰却剑指对方。。国际剑联直接取消了该乌克兰选手继续比赛的资格。毕竟不能让他们把所有规矩都坏掉。
1702632825# #纽约近日举行支持以色列无人机表演，然而无人机起飞后却纷纷坠入哈德逊河中。哈德逊……一定跟哈马斯有啥关系！
1704179477# #意难平，我们应该齐心合力，为朱令的父母讨一个公道！
1696262025# #英国《太阳报》声称中国可以通过高铁列车携带10枚东风41战略核导弹，方便灵活快速机动，而敌方却无法捕捉到利用高铁高速移动的中国战略导弹。。借您吉言，我们一定会拥有这等护国利剑！
1692618453# #为什么男性消费市场开始吃香了？
1693384823# #【突破了】。8月29日，华为Mate60Pro悄然开卖。。恭喜华为！
1702801015# #五年，亮了！。中原终将恢复繁华。
1698109485# #中国传媒大学的秋天🍁
1690947130# #要原文，给你原文。咦，公知怎么不发炎了？
1699614637# #这一次，Tiktok立了大功！
1692263808# #亚洲男人的至暗时刻……衰
1695921312# #以色列方面公布俄乌双方损失数据：。俄军损失：23架飞机，56架直升机，200架无人机，889辆坦克和装甲车，427门火炮，12套防空系统，18480人死亡，44500人受伤，323人被俘。。乌军损失：302架飞机，212架直升机，2750架无人机，6320辆坦克和装甲车，7360门火炮，497套防空系统，15.7万人死亡，23.4万人受
1692881983# #我们还真不是动画登月，视频可查。
1701395384# #其实在许多人眼中，中美占尽上风，几乎要瓜分世界了。不如给世界人民留点念想⚽
1691451315# #战略对手，不可不防。
1698555880# #钱德勒走了，六人行再也凑不齐了……蜡烛
1692158625# #如何为夏威夷大火洗，以及如何怼这种洗。
1693270070# #慕洋一代已纷纷进入失禁的年纪
1699524142# #有时候真烦那些知识粪子
1702074918# #12月7日，一名疑似西安阎良公安系统内的警务人员，因为追星，通过微博私信威胁某网友。。恐怕将来是否追星会成为公职人员的又一个门槛呢。
1702533051# #中传播音主持进修班。23秋季班结业汇报演出，今天下午两点，中传明德楼一层V10。。只要你能进中传校园，就欢迎你来心
1695820283# #韩国网民对杭州亚运的评论摊手
1695204571# #杭州亚运会男足小组赛，中国男足5:1大胜印度队，印度网友破防，认为是印度的“奇耻大辱”！。稍安勿躁，习惯就好。
1687477198# #慕洋犬的舔功达到了崭新的境界允悲
1696744350# #【进化】。西直门萌大太子越来越讲究了熊猫
1703688889# #革命军队，入伍就开始学文化识字，跟你们那废物国军不是一回事哟~
1702697050# #湖南长沙，橘子洲头，教员的雕塑。。在左眼里，有一对喜鹊在躲雪🌨️
1696912186# #巴勒斯坦小男孩几乎拖不动姐姐的尸体，但总有一天他将有机会干翻以色列大兵……
1702075913# #加沙有多小，北京有多大……
1690189456# #没见过这么蠢的发布允悲
1696238837# #亚运会男子轮滑团体3000米决赛，韩国选手提前庆祝，在最后一刻被中国台北队员反超，痛失金牌允悲
1699327227# #英国伦敦，警方成功抓获一名曾在奥斯维辛失去家人的80多岁犹老奶奶，因为她竟敢声称以色列正在对巴勒斯坦实施新的大屠杀！。老奶奶：想不到这辈子会被纳粹祸害两次……
1695137862# #9月19日晚，在杭州黄龙体育中心体育场进行的杭州亚运会男足小组赛首轮比赛中，中国男足亚运队5比1战胜印度队。。二十八亿人，好吧，另外十四亿人的球队还不如我们。
1703254480# #本狼觉得，北京还是需要工业的🌨️
1689242179# #有殖蛆把这件事怪到中国头上了摊手
1700967365# #2020年“弗洛伊德案”中跪死黑人的前美国明尼阿波利斯市警察德里克·肖文，11月24日在亚利桑那州的一所联邦监狱内，被另一名囚犯刺成重伤。。去年11月，该监狱的一名囚犯曾对着访客掏出一把枪，但是没打中。简直是美剧灵感的源泉。
1704118080# #吃瓜有美女，江湖及时雨。
1689808689# #润物的下场——要饭摊手
1689671322# #7月16日，东京奥运会皮划艇男子1000米双人划艇亚军郑鹏飞发文吐槽称，自己2年前获得的东京奥运会银牌成“废铁”了，“时间证明这就是废品做的，国内随便一个比赛奖牌的质量都比这个好”。郑鹏飞晒出的图片显示，银牌正反面都出现了明显的氧化。。其实，早在2021年8月，东京奥运会闭幕当月，东京奥运会蹦
1687766967# #美国零元购，攻克麦当劳！
1694051792# #完全没想到，许多日本网友在想方设法地抢购华为Mate60。很显然，人人都想逃离美国的监控。
1692959684# #善泳者溺于水，善摩托者……
1700147671# #【以军辉煌战绩】。11月16日，以色列工程兵部队在加沙炸毁了哈马斯议会大楼！。虽然你击毁了我的坦克，但是我炸了你的楼呀~
1699075267# #10月31日-11月2日，云南省昭通市镇雄县牛场镇一小学，网友连续三天拍下一小女孩在校内被前后桌挤压着上课的画面，并质疑老师视而不见。。当地教育局工作人员称，已经知道这个事情，正在核实处理。希望核实处理的方式，不是只为搞清到底谁拍的视频……
