1691459177# #奇瑞海外出口非常猛
1692686487# #DSCC提供的数据，2023年第二季度，全球折叠屏手机出货量环比增长16%，同比增长42%，达到220万部，三星以32%对30%的微弱优势领先华为。
1688273815# #日本国歌的节奏真像葬礼氛围。。。。。
1700110804# #最坏的网友挖鼻挖鼻
1698932591# #中国在甘肃省酒泉卫星发射中心完成了SQX-2Y火箭的垂直起降飞行试验。。。。11月2日14时00分，由北京星际荣耀空间科技股份有限公司自主研发的液氧甲烷可重复使用验证火箭双曲线二号（代号SQX-2Y），在我国酒泉卫星发射中心点火升空。约1分钟后，火箭在目标着陆点平稳精确着陆，火箭状态安全恢复，飞行试验
1691988335# #仅4%受访年轻人几乎不熬夜熬夜有时候是工作，有时候是缓解无聊和焦虑，这是一种社会病。当然，如果没有那么多压力，大家应该都愿意九点就睡下
1701645808# #李健十点半的地铁十点半的地铁，是加班的互联网大厂员工吧
1696565469# #三四线产业强的城市还是很舒服的，比如我们烟台威海，还是不错的，节奏没那么快，环境舒适。
1696150135# #权贵资本不分家
1703754999# #小米造车和造手机一样，一开始肯定不可能有自己太多东西，要靠供应商技术，自己研发是一个长周期的事情
1692778677# #甄妮发飙了，甄妮今日（22日）也在Facebook发文表示：「信不信由你良心有多『冷』坯人有多『坯』」之后再留言轰「姓柳姓那的」，她发文道：「我们动不了你，投资方总动得了你吧！那么大伙就动投资者吧！」她写道：「霆锋=王菲=那英=那辛=柳骊=资本商。只要是死党酬劳就随便给。她们天天混的，有没有资
1698314048# #衰衰3岁女童被野猴抓走民警成功救回。贵州六盘水，一3岁女童被山中野猴抓走。当地警方经过2个多小时紧张搜索，女孩在一悬崖边灌木丛中被发现。
1700280740# #再造一个华为，是绝对不可能的。只能说再造一个华为终端
1692580214# #广而告之
1690690193# #我自由切换，笔记本用华为的
1694071797# #iPhone在中国拿走大部分行业利润，但是，华为手机却基本没有在美国销售，这是最大的不公平之处。
1692793080# #每个人想要的不一样
1703144345# #推特崩了这是个什么狗屁网站，我连听都没听过，你还推，你还特，你怎么不是模特。。。。
1688608195# #2年被家暴16次女子希望判丈夫死刑为什么不早点司法介入
1701214088# #巴菲特的搭档去世
1695989954# #11岁男孩被逼吸烟下跪遭围殴河北廊坊，既然打人的说把警察局当家，那么，看看警察怎么处理吧
1699157741# #哈哈哈哈哈哈哈哈
1698943054# #双十一华为小米一机难求连热搜营销也要捆绑华为么？。。。。。小米就差国产自研Soc了允悲允悲
1700371997# #这种硬蹭属于不要脸了，也带不来任何品牌尊重，连小米都打不过，还看齐华为。。。。魅族应该有点格调
1696392428# #房地产金融债务局不是太严重的时候，金融管理部门在干什么？恒大之困境，跟当年极速降杠杆有关，打压教培也是一点不给缓冲，民营房企借不到钱，央企们却能，这种情况，许家印们不跑路还能干什么
1702028472# #煞笔中国足协，归化球员却不好好用，让中国足球一次次丢人现眼
1700056929# #辛巴团队出问题了？鞭牛士报道，辛巴团队的蛋蛋可能会退出，会不会独立门户呢？
1688093844# #山东2023年高考人数比2021年居然多了20万人
1688280611# #智商是遗传，但抚养的训练也是很关键，人格不好说，这是一个变量
1698583588# #哈哈哈，等调查完陈戌源，说不定冠军被取消掉
1696001494# #拍月亮算啥，你看我拍到玉皇大帝了
1703551098# #纪念毛泽东同志诞辰130周年清平乐：六盘山。。(1935年10月，42岁)。。天高云淡，望断南飞雁。。。不到长城非好汉，屈指行程二万。。。六盘山上高峰，红旗漫卷西风。。。今日长缨在手，何时缚住苍龙？
1698161646# #各大城市的城中村改造规划会陆续出炉了。广州市规划委员会会议审议通过城市更新、城中村改造专项规划，其中提出，规划至2025年，累计推进城市更新约130平方公里，当中包括城中村改造70平方公里。
1691507558# #做个APP也要备案。。。。。。。
1692291211# #娱乐圈一直很垃圾
1688892214# #傻子才给儿子还房贷
1692682085# #大兴机场设计的很好，高铁站基本都有问题，可能是被轨道布局限制吧
1692859163# #昨晚，夜不能寐，参谋未来十年世界走势，想出一个三体公司结构。没想到，一早醒来普里戈金兄飞机坠毁，顿感世事无常，给郭台铭打了一个电话，让他买个纯金的骨灰盒给蔡英文，上面刻上一行字：玩够了，就回来。
1694694038# #允悲允悲其实，小米能够挺住，不流失国内份额，就是胜利。
1700739816# #来点现场图
1696736073# #CounterpointResearch数据显示，2023年上半年，全球ODM/IDH智能手机出货量前六名厂商分别为华勤技术、龙旗科技、闻泰科技、天珑、MobiWire、易景科技，合计占据ODM总出货量95%的份额。其中，华勤技术、龙旗科技、闻泰科技的市占率分别为30.5%、24.9%、20.2%。
1698593387# #可能我太守旧，我觉得国内万圣节派队，基本上是把煞笔当个性
1690369843# #雨后的京东总部，旁边的塔吊正在建设京东青年城
1701101461# #【比尔·盖茨：生成式AI已达极限下一个突破是可解释AI】《科创板日报》27日讯，比尔·盖茨表示，OpenAIicon内部包括奥特曼在内的很多人都相信GPT-5将明显优于GPT-4。但他认为，有很多理由相信，当前生成式人工智能已经达到极限。下一个突破盖茨认为是可解释AI，但预计要到下一个十年（2030-2039）才能实
1701271499# #不太相信联想戴尔惠普华硕这些传统PC厂商能搞好什么AIPC。。。毕竟过去的二十年，这些厂商都没有打造出一个像样的软件，往往连驱动软件都做的很难用。。。。
1700369020# #OpenAI董事会正与SamAltman商谈，考虑让他重掌CEO大权。哈哈哈哈，这显然是大股东微软干预了，纳德拉估计气炸了
1700471519# #博士一般比较傻，可以理解
1694234094# #华为MateX5真机，很轻，很薄，有对比某品牌直板机的照片，比华为Mate60Pro要轻一些，确实高端大气上档次。青山黛、幻夜紫是皮质外壳，不建议水浸测试，机器不会坏，但皮质外壳尽量不要水泡。遥遥领先
1697604821# #统计局的同志们辛苦了。。初步核算，前三季度国内生产总值913027亿元，按不变价格计算，同比增长5.2%。分产业看，第一产业增加值56374亿元，同比增长4.0%；第二产业增加值353659亿元，增长4.4%；第三产业增加值502993亿元，增长6.0%。分季度看，一季度国内生产总值同比增长4.5%，二季度增长6.3%，三季度
1691632948# #湘雅三医院9名医务人员联名举报科主任医疗系统需要一次科学、严谨、人性化的制度创新和重建了
1693667800# #就是真实水平，又不是打假球。
1700031983# #小米汽车工厂已经开启小批量试生产，目前已经生产数十辆，计划12月开始批量生产，明年2月上市
1701078020# #大国企都不付费，让腾讯这个民营企业怎么活
1694663833# #在折叠屏大屏模式下，微博的很多视频图片比较糊
1703408002# #唐山市吃惊
1687788607# #转基因农作物都没挡住
1692614064# #雄安也是京津冀一体化的一部分，北京-雄安-天津是大三角
1700789570# #武汉天河机场内部装修、招商运营真的好差，有一种城乡结合部的感觉。。。。
1697685591# #荣耀不够硬核么，比小米差点什么，差个铁蛋么？
1692193835# #一加Ace2Pro发布会的钥匙挂饰，小朋友还画了一下
1697508747# #【FindN3将搭载内外双钻石屏，打造下一代折叠屏幕标杆】OPPO今日宣布，新一代折叠旗舰FindN3将搭载双钻石屏，无论内屏还是外屏，均能为用户提供最顶级的旗舰屏幕体验。。。传统折叠屏手机屏幕一折，屏幕素质就打折，在亮度、清晰度和可靠性上始终无法提供直板旗舰同级别的顶级体验。FindN3通过全
1701401561# #朝鲜是真硬气
1687846625# #专家称五年内就没人用ChatGPT了不是没有可能，GPT不是万能的
1688477958# #这个有点狠。。。。
1696913810# #巴以冲突的最佳解决方案，或许是将耶路撒冷变成下又一个梵蒂冈
1697376915# #投机分子都是坏蛋
1687313967# #理想L9让很多车主家小孩近视？实际上，座椅后面不应该去设计什么屏幕，人乘车看手机平板肯定非常伤眼睛，孩子就更不用说了。
1692064183# #缅甸缅甸这种地方，应该弄个雇佣军征服一下，乱七八糟，影响中国的东南亚战略
1695262609# #拉倒吧，总共没几辆车，大APP都懒得去给他做适配
1687339322# #那极氪有点过分了吧。。。。
1688817479# #说唱是一种很没文化的演唱方式，甚至不能称得上音乐。
1696089234# #第一张图是济南老火车站，当年德国人设计的，已经拆掉了。第二张图是正在推动的南广场改造效果图
1701570174# #北京的一些老城门，应该复建一下，不修城墙，但城门可以逐步拆迁复建，这是对未来城市格局有好处的。大家觉得呢
1689995496# #分享图片
1693140732# #忽悠迷信老板的神汉们来了，还知道投广告了破涕为笑
1700980829# #现在，中小学生的各种压力、各种所谓的卷，也是计划生育的产物。各家只有一个孩子，于是，家长们将各种期待都聚集在一个孩子上，孩子的自由空间变少。相比之下，多孩模式，更容易散养一些，反而孩子身心压力更小一些
1699896939# #哈登刚进入快船，没打过几场球，不顺利是正常的，篮球是五人配合，需要很好的位置感，也就是闭着眼也知道队友跑到哪里，这些是需要时间的。不用担心哈登
1689992080# #理想车，也不能路上写作业，太危险了
