1702782518# #董宇辉若想创业俞敏洪愿意投资董宇辉单干会成为类似李佳琦一样的带货主播？
1687659500# #成功不是击败别人，而是改变自己。。。下半年还想在股市里打游击的股民，跟上节奏，可以跟上雨哥稳稳的幸福。。。好看的股评千篇一律，有价值的逻辑万里挑一！。透视主力资金紧跟主力的步伐，赶紧来订阅，跑赢大盘从这里启航！。目前雨哥两种盈利模式:一个跟着主力资金（证金、汇金）买入法，一个是跟着主力
1701913323# #A股关于买什么锂矿股，锂矿股就选昨日涨停的今日大跌的！。爱拼才会赢！！！就跟买彩票一样
1688444153# #每日一餐分享油焖大虾！！！。感谢机器人板块！！！才有虾吃！！！
1690333576# #雨哥看盘超话虽然一千个人眼里有一千个哈姆雷特，但在打工人的世界里，都在共享同一种周一焦虑。现在又多了一群人焦虑那就是股民。。。当前A股市场的关键是信心的缓慢重塑。。。城中村改造消息刷屏，是否能给A股沪指带来企稳呢？今日看盘
1696903468# #【A股一带一路个股】《共建“一带一路”：构建人类命运共同体的重大实践》白皮书发布
1699323002# #透视主力资金紧跟主力的步伐，赶紧来订阅，跑赢大盘从这里启航！目前雨哥两种盈利模式:一个跟着主力资金VPlus双11惠聚周年庆来了，订阅年费抢限量300张早鸟折扣券，速来领取，仅限3天，订阅后领现金红包，100%中奖（最高奖1111元），点击下方卡片订阅↓↓↓苹果ios用户支付方法：
1690443333# #15次高考唐尚珺被退档后说很遗憾高考钉子户唐尚珺，15次参加高考，你觉得值得么？。如果早些年，唐尚珺能遇上张雪峰，可能结局就会不同。。如今时过境迁他坦言：他后悔了。。。他说：“再出现唐尚珺是可悲的。”。。为了所谓的理想和执念，自己把路走的越来越窄。。。名校失之交臂，青春也已不在。。。
1694558121# #郑州全面取消限购让我感觉郑州房价要加速下跌。保交楼，变成保成交量了。。如果房地产还不行，接下来会不会回到当年的“零”首付呢？
1693096967# #雨哥看盘超话A股已经跌出悬疑片的剧情了。股民看到A股完全是惊悚片的感觉。。A股从政策底走到市场底，到底还要多久？需要什么，才能涨回去。。从政策底到市场底的过程当中，下跌基本都是因为政策不及预期或盈利出现大幅度下滑。。市场底的末期基本都是白马股补跌。。。只有实质性的政策出现，才能完成市
1703385695# #2024年是个什么年新能源汽车大内卷终结之年。
1690702645# #上海一出租房mini窗户似射击孔口罩😷都可以当窗帘了。
1692416553# #这新能源车还真厉害，这个还别说，大部分电动车还是比较结实的，因为它那个电池框子嘛。。又要辛苦医护人员了。。把微信状态当成朋友圈发今天是中国医师节，致敬医者仁心，致敬每一位生命的守护者，辛苦了！
1698724629# #支原体肺炎戴口罩！！！
1700700282# #感恩节爬不同的山，回到同一条路，有你在，就胜过千万个泛泛之交。。感谢天地风雨，赠我成长与欢喜，愿携感恩之心，换人间晨昏无恙，岁月无惊。
1692759972# #国家统计局暂停公布青年失业率，数据与国际标准比有何争议之处？。把生娃的KPI都交给神仙了全国城镇调查失业率为5.2%，青年失业率，最高可能有46.5%。根据统计局数据，国内16-24岁青年人口为9600万人，除去就业人口、在校学生和失业人口，还有1600万人选择不工作。我国单身人口2.39亿
1697868851# #青岛啤酒涉事工厂是世界级智慧工厂一个企业疏于管理，被一个工人搞惨了。。关键是视频怎么流出来的。
1702893909# #醉驾支持！严查酒驾醉驾！严查酒驾醉驾
1698315990# #iPhone15被指玻璃背板易碎苹果15继续掉价？被网友戏称“脆皮后盖”。
1688512774# #随手拍吃烧烤千万别喝醉啊！。不然你的耳机配的是它。
1701958795# #【优秀的主力让你无处可逃】个股解析$新诺威sz300765$新诺威(300765)四家机构合计卖出2.06亿，机构卖出额占总成交额的9.05%。。新诺威机构高度控股“年初至今涨幅”排行榜上排到了全A股的前五名，这个排名是按照昨日收盘价48.74来计算，累计涨幅达到461.52%！即便今天跌掉了20%，依然能以339%的涨
1699493655# #高位股继续分歧，天龙股份、通达电气一字跌停，圣龙股份、海看股份、天龙集团、朝阳科技跌超5%。。A股都是资金说了算。
1693362746# #今日A股没主角，没主赛道，看来下午股民内心又要拔凉拔凉了。
1700465841# #男子100多万买林肯称被客服嘲讽你不就是买了个领航员吗？下一局一定是你拽什么拽？
1692580779# #今日A股新低一定会出现30分钟级别的反弹。
1689200834# #只要我肯努力，没什么事情是我搞不砸哒
1700744275# #消费，消费，大家都出来消费。。刺激消费，提振经济，人人有责。
1687043443# #厦门不可错过的六月美食碱粽，烧肉粽，鲍鱼瑶柱粽。。。
1699767687# #怀化通报食堂疑似鼠头异物调查情况小学食堂鼠头异物实为兔头唇部调查过程清晰，有理有据，真相大白。
1687917542# #偌大一个A股怎么说也有80万亿市值，被几十亿北向资金带着跑。。这样健康？。量化太成熟了，每日高抛低吸的，电脑单运作。哪管健康不健康。。所以谨慎，谨慎，再谨慎！。熬过6月先！
1693879095# #融创中国港股涨幅扩大至23%，A股地产股跌成翔了。
1690897081# #【龙虎榜解析】机会拉高出货。众泰汽车(000980)(+10.00%)/汽车。。深股通2937万买入,8651万卖出。。两家机构合计买入2909万,合计卖出1.22亿。。资金流向。。股价两连板，北向、机构流出，多家拉萨席位买入居前
1703739693# #新能源基金Q4持仓不是新能源还叫新能源基金吗？
1699419250# #11月7日17时40分左右，四川雅安境内一油罐车发生爆炸燃烧，引燃旁边两辆货车。据记者了解到的最新救援情况，四川雅安S8邛名高速名山服务区（成都方向）内的危化品运输车辆发生爆炸燃烧事故已致2人死亡，另有2名伤者已紧急送医救治。。四川雅安境内一油罐车发生爆炸燃烧事故，已致2死2伤。。视频来自
1703568946# #个股分析$南京熊猫sh600775$今天有大资金异动，激进D可以关注看看。
1695772262# #雨哥看盘超话【iPhone15ProMax影像分数排第二，华为P60Pro排名第一】果粉怎么看？。。苹果iPhone15ProMaxDXOMARK影像分数出炉，得分为154分，排在DXOMARK影像排行榜第二名，目前华为P60Pro以156分排名第一。
1695655909# #学生刺杀操失误给领导吓一身汗有没有领导的视频，恐怕已经吓尿了吧
1693355179# #今天华为手机相关个股要大涨了。
1690348661# #每天必看的娱乐节目！！！A股
1700095519# #近期市场关注点主要是美国对光伏贸易政策可能的变化、工信部专门针对光伏行业召开第四次制造业企业座谈会，预计这些对行业供需两端都会有积极影响
1696650466# #雨哥看盘超话【不管真假，该警醒】。人间惨剧！炒股融创7年，我是如何将千万资产归零的？。。今天，在雪球上看到一则热帖，真是人间惨剧！该作者是一名资深地产投资者，只因在投资融创之初大赚四五倍，被盈利冲昏了头脑，此后就辞职专职炒股。。。然后，他参加融创股东会，买卖融创期权衍生品，本想每年
1698641695# #校园霸凌为何这么难解决？最根本的问题出在哪里？
1701555449# #现代汽车高管称永远比中国车更高端棒子国认为澳大利亚就是世界的尽头了。。韩国汽车遥遥领先，反正我周围的人是一个都没开。
1688478422# #半导体会是未来一直翻来覆去炒作的热点。
1702356894# #一提到虾干，嘴里就仿佛充满了海水的味道，那种新鲜、咸香的味道，简直让人无法抵挡。这款烤虾干，零添加零色素，并且没有防腐剂，绝对适合追求品质和性价比的朋友。无添加，收到一定要冰箱冷冻保存哦。全部是活虾烤的，吃在嘴巴里，有海洋的鲜甜与虾的韵味，越嚼越香，平时当个小零食真心不错。它的制
1699587077# #医生提醒不要皮肤一干就敷面膜有个产品叫润肤露。
1692163404# #说明你正常的
1686969508# #超载25倍沥青货车侧翻母子被埋身亡法律是不是可以修改了，明知超载仍然上路行驶，造成死亡的，按故意伤害致人死亡处理？。当然讨生活难，大家都一样，司机超载有苦衷，但是这不是借口啊！
1696577893# #日本流水面致892人中毒这是假消息，日本核污水都可以喝，日本人怎么可能吃食物中毒。。一定是这些人平常喝核废水太少了，导致身体素质没跟上！！！
1702518653# #A股差不多会炒贺岁片了吧！。$上海电影sh601595$目前是龙一。。《一闪一闪亮星星》跟哪个股有关系呢？
1695353988# #约两成考生选择逆向考研真好听，叫逆向。要是能找一个合适的工作谁还逆向啊！
1694039047# #雨哥看盘超话【谁在抄底内房股？】融创中国股价一天飙涨60%碧桂园股价也大涨了，而且融创中国三天上涨超170%。不是什么小作文写的故事，而是，因为融创中国是唯一一家获纳入港股通的房地产企业。再度被纳入港股通，有望使其获得南向资金的流动性支持。
1698386211# #女生面试3轮问工资到手1900被气笑居然在成都开这么低的工资，根本就是想白嫖人家的方案。
1689335230# #【华为公布多项专利收费标准去年收入5.6亿美元】华为星期四（7月13日）在2023创新和知识产权论坛上公布，对4G和5G手机设置的许可费率上限分别为每台1.5美元和2.5美元，对Wi-Fi6消费类设备设置的许可费率为每台0.5美元。
