1688176316# #新能源车电池竟然长这样。
1699785806# #房东将父亲种的30斤菜分享给百名租客女子常将父亲精心种植的纯天然绿色蔬菜分享给百余位租客，真热心。租客们这是遇到好人了。
1697520968# #有这样懂事的孩子，爸爸再苦再累也值得吧。
1694729337# #看着老人这样，实在是太心疼了。
1693804978# #男人带女友第一次见爸爸。妈妈手捧鲜花给一个大大的拥抱，爸爸手机拍摄记录甜蜜一刻，这样的家庭氛围太可爱了。
1690785406# #【北京门头沟暴雨大量汽车被冲走】北京门头沟区多地，短时暴雨引发山洪，河水暴涨汹涌翻滚，冲走大量汽车。北京市气象台7月31日10时继续发布分区域暴雨红色预警信号，门头沟地区依旧有大暴雨。北京暴雨来源：
1693488079# #男子用喷灯烤肉被烧成重伤，家属称可能是气压太足导致：“脸部和手背都见骨头了！”来源：都市快报
1700007962# #俞敏洪：做人最怕的是内心懒惰。
1697375132# #新人结婚，小男孩来给新人滚床，祝词熟记，动作熟练。
1690419075# #美联储宣布再次加息25个基点。来源：央广网
1697533457# #池塘中的惊险一幕。两位男子接力救起溺水的孩子，这也是救了一个家庭。愿好人一生平安。
1699881592# #【墨西哥性侵犯遭黑帮私刑被狗吃掉生殖器】墨西哥男子因性侵女性被狗吃掉生殖器据《镜报》11月11日报道，2019年，墨西哥一名30多岁的男子因性侵女性，遭当地黑帮私刑处理——男子全身赤裸被压制在大街上，一只比特犬疯狂撕咬其下体。相关画面再次在社媒疯传。。。墨西哥媒体称，当地每天都有数十名
1703064444# #地震灾区的父老乡亲，作为一名共产党员、一名退伍老兵，我们来了，与你们一起共渡难关！
1701641966# #两名男子落水，一群人好心救援，其中一人却不知为何不配合救援，还一直阻止另一个人上岸！网友：这算不算犯罪了！（武义融媒）
1690196215# #妻子想看老公手机聊天内容，老公护住手机坚决不给老婆看，妻子大哭也无济于事…老公的过激反应已经证明了一切！网友：这样的男人，可以离开了！
1703912909# #东北大爷清理积雪路面，一铲铲把被压实的雪清理在旁边。修桥铺路、积德行善、福荫后代。
1690957357# #8月1日，河北白洋淀一店主切割船棚，开2艘12座快艇去涿州救援。
1698109389# #10月19日安徽，这就是青春啊！舞蹈生在操场展示拉丁舞燃爆全场，网友：一眼没看到俩人跑了二里地！青春就是最好的滤镜
1702012321# #本想记录妈妈带哭闹的孩子下车，却记录到另外一面，意外来得好突然…
1688058288# #这就是幸福的样子，太让人羡慕了！
1699057743# #猫咪：吃不完！根本吃不完。
1700026868# #惹谁都别惹大学生。11月14日，吉林长春。女生网购袜子被快递公司弄丢，热心同学有理有据帮维权。
1702784118# #师傅说，他炸麻团很厉害让我拍一下。
1699577395# #何谓文明？就是无人监督下的自觉。当社会发展到“人人为我、我为人人”的时候，那种奉献意识和牺牲精神就是发自内心的自然流溢出来的对生活的爱。
1697082202# #萌娃出去玩够了，回家发现门锁着，抱着摘回来的柿子睡着了。
1701250660# #【月薪3000保洁阿姨3年捡50多万财物】月工资3000元，面前有3500元现金，你会怎么做？近日，浙江农林大学后勤中心的教室保洁员易春华在一次日常的教室卫生清理过程中，意外发现了一个遗落的背包。包内有3500元的现金，对于这个发现，易春华毫不犹豫地决定第一时间寻找失主归还。归还失物，这已经成
1690539799# #现场视频！习近平主席夫妇同国际贵宾共同观看少年儿童演唱四川民歌《太阳出来喜洋洋》。来源：人民日报
1700138329# #婆婆去世前给儿媳留下一个箱子，孙子打开看到奶奶留下的遗产，瞬间泪崩。
1698380534# #家里有老人去世了，上门请老人的娘家人。
1692839413# #8月18日，新疆库尔勒，53岁山东潍坊大哥杨传义跳水勇救落水男孩，水中托举孩子两分钟。孩子成功获救，杨传义却被急流冲走，不幸遇难。他用生命完成最后一次壮举！致敬英雄蜡烛蜡烛蜡烛
1688682203# #烧烤店门口的狗狗，曾经是小姐姐三年前救助的流浪狗，狗狗见到恩人来吃烧烤，它拉着小姐姐不撒手。
1703823882# #毛茸茸的东阿阿胶奈雪东阿阿胶奶茶升级回归啦，这款茶饮品既暖手又暖胃，一定是冬日里小仙女们的最爱羞嗒嗒羞嗒嗒羞嗒嗒
1689824048# #女孩和爸爸约好早起晨跑，第二天起不来直接锁门赖床，爸爸淡定爬窗硬核催起床。
1686991821# #一位老人在路口突然摔倒。执勤的交警毫不犹豫赶到现场，奋力抱起老人。
1691479647# #北辰区及时打捞河道阻水物，确保永定新河行洪通畅。你好天津点赞天津
1688396871# #淮南72岁的李大爷因病逝世，按照他的遗愿，家人捐献其完好的器官和角膜！
1694475222# #10元盒饭姐不想再坚持。
1702740426# #【俞敏洪董宇辉合体直播】12月16日晚，新东方创始人俞敏洪与董宇辉一同现身直播间，向公众谈起近几日的人事风波。。。董宇辉：自己的处理很幼稚，相信都会烟消云散。董宇辉表示，现在的局面绝非任何人的本意，很多网友在为他打抱不平，感谢大家的关注，无论如何，哪怕以后不工作了，离开东方甄选了，但
1691620124# #为暖心的他们点赞！
1694253727# #9月9日，北京警方通报外卖员被喷辣椒水事件。
1700795406# #现在的孩子看着让人心疼哦。
1698815947# #接亲路上，两新娘相遇，互换手捧花，互相祝福。
1688489439# #得物创始人竞得上海一套豪宅，1.58亿元成交，成交单价34.4万元/平米。上海知名豪宅1.58亿拍卖单价34万
1693518012# #男孩起床后看到奶奶在看书，自己很自然地拿起书本阅读。
1697858385# #71年前的今天英雄黄继光牺牲，听黄继光战友讲起这段故事，听着听着眼泪就流下来了。致敬英雄！缅怀！
1698397442# #【老牌国货到底在靠什么赚钱】&nbsp;老牌国货，一个在中国消费市场上久经考验的品牌形象，究竟是凭借什么得以立足并持续赚钱的呢？这或许可以从多个方面来探讨。。。首先，老牌国货的品质保证是其得以长久不衰的关键因素。在过去的数十年里，许多老牌国货在生产过程中始终坚持严格的质量控制，从而在消费者
1692845601# #8月23日，陕西。男孩将攒的37块钱放在药盒里，奶奶以为是空盒子做饭时顺手烧了，男孩知道后心情久久不能平静。
1688365588# #暴雨持续！秦岭深处宁陕县广货街镇河道涨水！
1697859155# #又是别人家的学校，班主任带着学生们一起扭秧歌入场，这样欢快的运动会你慕了吗？
1690734048# #白衣男子果断冲上前，感动！当你们需要，我们也会义无反顾守护你们。为热心群众点赞，也祝福每次出警都平安顺利！你永远可以相信中国消防
1687051064# #92岁哥哥来看望89岁妹妹，妹妹不在家，哥哥放下鸡蛋想离开，邻居赶忙拦住帮忙联系。农村人话不多，但心地善良。
1687352772# #学生们造桥太厉害，仅用简单的材料做出了超能承重的桥梁。
1694791039# #9月13日，北京，小伙军训表演九节鞭“技惊四座”。网友：现在的军训表演，拳脚和兵刃一块上了？
1698801054# #【今日灼见的精选超级购物节清单】酸辣无骨鸡爪1000g罐装批发去骨凤爪休闲网红小零食柠檬鸡爪脱骨。【推荐理由】这款罐装酸辣无骨鸡爪是一款批发商品，每罐装有1000克。鸡爪去骨，方便食用，又保留了原汁原味的口感。这是一款休闲网红小零食，在微博上备受瞩目。它的特点是入口酸辣可口，搭配柠檬
1699157081# #今日灼见的精选超级购物节清单好物分享厨房灶台耐高温铝箔防油美缝防霉封边条水槽水池防水缝隙贴条自粘。【推荐理由】这款厨房灶台耐高温铝箔防油美缝防霉封边条，采用高温耐用的铝箔材质，有效防止油污渗透，保护灶台长时间保持整洁。同时，具备防霉功能，可阻止水蒸气滋生霉菌，使厨房更加清
1700299459# #看见白孔雀开屏，好运连连发大财！
1697531023# #当代大学生去幼儿园实习状态，感觉比小女孩更需要妈妈！
1689750644# #妹妹从沙发上即将掉到地上的瞬间，被哥哥一把抓住，哥哥还知道护着妹妹的头，真棒。为勇敢的哥哥点赞👍
1686956944# #近日，青海。网友打工三年给自己家安了个门，完美体现了“独门独院”的感觉，“眼界有多大，院子就有多大”。今日灼见这个门楼有点牌坊的感觉。（来源：王小峰）
1698308867# #说唱圈的半壁江山都来走秀了走秀首站，我们先从欧阳靖开始。作为时尚圈的新生代代表，欧阳靖轻松驾驭起简约时尚的主题。他身穿一套黑色西装，搭配一件简约白色衬衫，展现出一种低调奢华的风格。衬衫的版型精致修身，展现出他的好身材。黑色西装则给整个造型增添了一丝沉稳和神秘感。。。接下来是宝石G
1691581228# #当善良遇到善良，就是世间最美的邂逅。民警请环卫工人进屋避暑，环卫工人的举动亮了。
1687658303# #女子碰到有人要喝药，热心救助。
1697011110# #妈妈辅导儿子读拼音，读着读着反倒把自己气哭了。
1694164907# #你会选择AI帮你理财吗其实AI在理财领域的应用前些年就有了，比如给用户做风险评测、。市场行情分析等。AI能够处理大规模的数据，利用复杂的算法进行模型建立和预测，以及。自动化交易执行。与人类相比，AI在执行速度、数据处理能力上确实有一定的优势，但体。验过的人都知道，其实也没有那么智能，或者
1689604780# #老人为解决村民翻山越岭的问题，花110天凿通86米山洞！
1693610146# #近日，湖北襄阳，98年民警第一次收到锦旗，写着:不仅长得帅，追钱还飞快。笑得合不拢嘴，还到处炫耀。
1700797277# #【吴亦凡案二审维持原判】。。2023年11月24日上午，北京市第三中级人民法院依法对吴亦凡强奸、聚众淫乱上诉一案进行公开宣判。在经过细致审理和充分讨论后，法院裁定驳回上诉，维持原判。这一裁定再次确认了吴亦凡犯罪事实的成立，也彰显了法律的公正和权威。。。在宣判现场，法官依法公布了详细的案情和
1701408066# #爷爷奶奶得知孙子出生，班也不上了，连夜开车赶去看孙子。
1693640431# #女孩开学仪式上随歌声起舞，俏皮模样被老师拍下。网友：作为资深教师很喜欢这个显眼包。
