1562483710# #《山楂树之恋》，很泪崩的一部电影！其它的影片没有在意。
1562871136# #搞不明白大陆和香港的媒体并不看好韩国瑜，反而对柯P和郭台铭比较看好。柯是骗子，郭台铭牛逼吹得连自己都不认识了，难道心里没数吗？请不要带柯与郭的风向，真正认同九二共识的只有韩国瑜，别的都假的，尤其是郭台铭这个牛逼桶。
1564404432# #厉害了我的神！
1565504501# #吸毒贩毒害人害己，应该重判。
1562964400# #插秧前的准备。
1575969919# #《金字塔模型能让人瞬间变大力士四个手指就能抬起人看得目瞪口呆》我和1.9万人都在看，快来一起围观
1551378194# #姓黄的心理阴暗面特重，差不多到了离自宫不远的地步。跟新浪看热点
1617318324# #爱鸟不如爱自然！
1559853159# #加吹越位，进球不算，比分还是1-1！
1570315744# #蓝狐的教练罗杰斯，利物浦前教练，克洛普的前任，那年，利物浦差点拿了联赛冠军。
1554146213# #眼镜王蛇想攻击乌龟，没想到结果反被乌龟吃了
1566004958# #『我的昨日数据报告』
1566175119# #只有汉文博大精深！
1548262141# #胡锡进：孟晚舟若被引渡美国中方将猛烈报复(分享自
1562482827# #我分享了【“我在四年内睡了24个男人，但我依然是好女孩，别叫我渣女！”】,快来看吧！|
1550880821# #马上开航啦！
1578054905# #分享图片
1591160678# #有道理！鲜花鲜花鲜花
1576211767# #太棒了，我在熊猫守护者认领了一块保护地，将在四川省平武县金丰村帮助守护一平米的野生滚滚栖息地，你也快来加入吧！
1574540469# #下星期一开打蔡英文，从“大政治大爆卦”开始。跟新浪看热点
1571414164# #中国足球，就当他们一具具行尸走肉。里皮就像个盗墓者，盗走的是中国人的真金白银。
1553021369# #『我的昨日数据报告』
1547887191# #『我的昨日数据报告』
1563644848# #《对付中国不成后，美下一步计划已出！这下多国被卷入其中情况不妙》对付中国不成后，美下一步计划已出！这下多国被卷入其中情况不妙
1551616682# #支持！
1569274575# #懂球帝猫：你对速度一无所知汪汪妹汪汪妹...-戏精王还有3000位网友也喜欢这篇文章；更多精彩内容，尽在懂球帝
1554283682# #结婚是技术性失误，离婚是理性觉悟，复婚是执迷不悟。谁说的已经无法考证，但是有一点已经提示，不要轻易结婚，结婚了就不要轻易离婚。
1561946802# #这两个论点到位：只要有充分的话语权，香港问题台湾问题都不是问题；东海南海都是中国的内海。
1570732358# #我在看：【英媒：乌克兰“电话门”令美国信誉破产】跟新浪看热点
1549121679# #特朗普：佩洛西最终会求我建边境墙(分享自
1555798706# #拘留三天太少了，十天差不多。
1553792688# #逼着韩国瑜选总统。跟新浪看热点
1590047801# #《中国好歌曲《卷珠帘》霍尊一曲成名》此视频已有43万次播放，快来一起看看！
1569868454# #英超第七轮的最后一场强强对话，时间有点晚还是早？其实早晚都不重要，争取好排名比什么都重要。。。明天的此时此刻欧冠对垒(开打)，精彩程度自不待言。。国庆节了，忙碌几天，精彩球赛不能丢。如果累的话也可以少看几场，人生不可能也不可以面面俱到。
1553884092# #乱接！
1564403841# #天天不向上！
1565716607# #向战斗在香港一线的环球人致敬！
1552398755# #我分享了【特鲁多坚持不道歉】,快来看吧！|
1568596083# #太棒了，我在熊猫守护者认领了一块保护地，将在秦岭南麓洋县朝阳村帮助守护一平米的野生滚滚栖息地，你也快来加入吧！
1561238617# #分享图片
1572955749# #蔡英文不得民心确实令民进党大佬提升了了反戈倒戈的音量，这让蔡英文的竞选之路充实了不确定因素。民进党并不完全无能，但蔡英文过于无能，导致了民进党的大佬们彻底绝望。整天说大谎、吹牛逼、造假新闻、酬庸肥猫，现在韩国瑜专打蔡英文的软肋并提出了自己的施政纲领，而且甚得民心。跟新浪看热点
1605197020# #凤凰新闻【美媒：白宫官员正计划制定行政命令，或“私下承认选举结果”】知情人士透露，白宫办公厅主任马克&middot;梅多斯在9日召集高级助手进行了一次电话会议，关于现任总统特朗普任期“最后十周”可能通过的有关移民、医疗保险、贸易...
1590037103# #转发微博
1569631347# #转发微博
1559441075# #我分享了【文在寅败局已定,朴槿惠即将痛打落水狗】,快来看吧！|
1565067406# #好几年不见，近来安好！🙏
1581146292# #小伙有远见！另一个问题很可能是温格教授说服了年轻人，在温格麾下肯定比在热刺坐冷板凳强。鸟叔在热刺属于临时工，谁知道哪天被老板一脚踢进泰吾斯河，你有什么资格或者说必要去管一件八杆子打不到的事？而且吃了闭门羹。。穆里尼奥正在走下坡路，从斯坦福到伯纳乌，从老特拉福德到白鹿巷，穆帅由辉煌
1588390126# #特朗普是不是中俄的卧底？现在说肯定还有点早。特朗普是个有相当用途的好东西，作为美国总统，它起到的反面教材作用等同于有十万精军向敌方投降。小恩小惠可以收买特朗普，用几个漂亮妞就能彻底让特朗普趴下。让特朗普对美国人胡说八道，普京早已有预案，我们却迟到了三个点。亡羊补牢，为时不晚！
1571817893# #莫雷消声匿迹了吗？像个缩头乌龟作奴才样。傲慢无礼是美国人的专利，无论肖华还是莫雷。今天上午nba新赛季开打，我睡我的觉，管它腾讯直播直还是曲？跟新浪看热点
1571832877# #《美外交官爆猛料，为弹劾特朗普提供关键证据》针对特朗普的弹劾调查连接出现关键证据，或为其连任带来严重打击。
1571291025# #《混混吃饭找茬，经理一直忙着道歉，谁料美女服务员一杯水泼过去！》我和56万人都在看，快来一起围观
1550169857# #转发微博
1565286607# #我在看：【发生了什么?特朗普突然说“我们的问题不在中国”】跟新浪看热点
1569748859# #本来就够恶心了，还要搞哗众取宠的丑陋仪式出场，所有人不被噩梦吓到才怪。人分两种，男的女的，没有第三种。如果既不男又不女肯定是妖孽。
1597620660# #腾讯新闻土耳其战舰被撞后，8艘潜艇倾巢出动报复，不惜挑起北约内战来自
1551588748# #搜狐新闻:【24小时热点|为何“正月逢七吃面条”？原来其中有这些讲究】
1585199057# #不管真的假的，反正这素材十分令人发噱。
1547840762# #《陈佩斯经典小品网，很多人都没看过，实在太搞笑了！》好看视频-分享美好，看见世界
1568746988# #秋凉刚刚在这里落脚，暑热还藏在好客的人家。。。郭小川说的，那时他还在团泊洼劳动改造，心中的忿忿不平让他写出了《团泊洼的秋天》。扯远了！
1553098820# #比宋祖英唱得好的多了去了，但比宋祖英会玩得转的却没有几个。唱歌能唱出政治生涯的全世界也没几个，朝鲜有。跟新浪看热点
1607561821# #小白怎么称呼？
1573699822# #纵容犯罪难道不是另一种犯罪吗？个人所指的是中央政府与香港政府的行政不作为，导致暴力犯罪行为步步升级。请问政府的不作为行为让内地百姓怎么想？帝国主义日思夜想的是大陆内乱，这比香港暴力犯罪行为严重百倍，难道我们的政府还在韬光养晦，期待暴力犯罪分子立地成佛，一夜之间天下太平，作梦去吧！
1553633262# #我分享了【女子地铁上坐姿豪放,旁边男子狂瞄手按耐不住,网友:双方很享受】,快来看吧！|
1548458354# #功能缺陷者或自闭症患者，我们俗称的白痴或自障者，他们中间某些人在失去正常功能之后却会在某些方面唤醒超乎常人的功能。我的观点未必对，但打假斗士方舟子一定是假打。科学不能求全责备，就像对白痴天才不能求全责备一样，存在即合理。可惜了方舟子，你父母给你取名方是民，你却妄言自己诺亚方舟。
1556730631# #身价不能决定一切，皇马、曼城、曼联、尤文等哪家俱乐部都比阿贾克斯强十倍？看看谁先进了欧冠决赛。
1598715202# #懂球帝双方球员正在积极热身备战，比赛即将开始
1553707456# #不看足球看足协，看足协比看足球有戏多了。那些藩国小赤佬把宗主国打个半死，你足协眼瞎了？
1590466803# #跟你学拳去！鲜花鲜花鲜花
1559516895# #利物浦的财务报表，而且是中文版的，你信吗？詹姆斯的投资抑或是真的，但是投什么？那是商业机密。
1568409203# #《专家初判“三峡坝区神秘龙样水怪”：不是水怪，蛇的可能性大》我和50万人都在看，快来一起围观
1548503925# #我分享了【公安副局长在洗浴中心赌博，不料遇到巡警来查房，好戏开始了】，快来看吧|
1574085778# #分享图片
1560454336# #有点道理，不过很难做到。
1552497707# #《皇马被打的脸疼不？再想买回C罗得花几个亿？》客户端。下载地址：
1562247472# #转发微博
1573307637# #英超六强排名：曼联，热刺，阿森纳，切尔西，曼城，利物浦！排反了，倒数才对！我不知道吗？弱队排前强队在后
1574817314# #好看视频！
1550548001# #太棒了，我在熊猫守护者养成了一棵新竹子！竹子将种在陕西秦岭地区，保护国宝“滚滚”的家，你也快来加入吧！
1613241231# #说什么还不如什么都不说。
1569302922# #转发微博
1554285830# #现在的法官怎么了？不能说法官怎么了，问题是缺失公平正义和程序正义。
1560281057# #《“一个人的小酒”周冬雨倾情代言，RIO微醺全新来袭-火爆好酒招商网【9998.TV】》“一个人的小酒”周冬雨倾情代言，RIO微醺全新来袭-火爆好酒招商网【9998.TV】
1590509511# #闷热会影响心情。
1572330003# #因为“我爸是李刚”，教育部门和学校确实两难。正义不敢伸张，谁多管闲事让谁吃不了兜着走！对这些霸凌者难道没办法？不！霸凌者的背景并不可怕，一封备份的检举信肯定会吓得地方领导立马跳出来主持公道，至于如何处理真的不好说。说白了，黑社会不可怕，可怕的是社会黑，一个没有说公道的地方才可怕。
1561492648# #这是见过效果最佳，制造最简单的捕鼠陷阱。以前总以为老鼠是个胆小谨慎、纪律严明、相互协作的偷盗集团，现在知道了，老鼠是个自私贪婪、胆小笨拙的个体。它们各自为伍，即使同伴落入陷阱，它们依然保持着不管不顾、唯吃为大的生存法则。老鼠是个没有亲情，没有家庭观念的个体动物。什么原因还不知道。
1578654900# #这种鱼能吃吗？千万不要吃，因为农田里浸透过农药，吃了很可能有性命之忧。
1550405822# #【习主席勉励我们坚守初心】（来自
1610226171# #滚草？大概就是在草堆里打滚。夜里有啥子好玩的？萌娃麽。
1561990657# #原先我理解错了，谢谢让我知性了汉文化的精髓。
