1693979411# #被一个美吹的逻辑震惊了！。都讨饭了，还在鼓吹制度优越？？？。。不负责任转发
1701550824# #蛋总可真是好为人师，自己毛笔字写成鬼，还要教两个堂姐妹写毛笔字，看她当老师瘾还很大晕晕晕治愈系小咪蛋超话
1702370434# #起来看一会儿X，今天会很忙。。。巴以冲突
1695025323# #发布了头条文章：《富有装饰性的动物刺绣——KarenNicol作品欣赏》。。魔女屋LYL刺绣
1698323897# #“然而，在耶和华你神所赐给你为业的列国的城邑中，凡有气息的，都不可存留。将赫人、亚摩利人、迦南人、比利洗人、希未人、耶布斯人彻底消灭，正如耶和华你神所吩咐的已经吩咐你了。”申命记20:16-17。。"However,inthecitiesofthenationstheLordyourGodisgivingyouasaninheritance,
1697198728# #最近做得最认真的一个音频。魔女蓝。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1689964464# #治愈系小咪蛋超话蛋总画的小嫦娥兔，可以变成玩具了，特别可爱！。今晚太累了，先修三张吧！。。ai绘画
1697454290# #看到一个备忘录，说：美国人不想为以色列而战死，美国没有准备打这场仗。。。毕竟，美国人的武器都是为我们准备的！。。中国政府向巴勒斯坦提供紧急人道主义援助
1698751304# #以色列声称加沙的希法医院是哈马斯的指挥中心。在Al-Shifa工作了16年的挪威医生MadsGilbert博士表示，“没有任何证据”表明情况确实如此。。。“如果这是一个军事指挥中心，我就不会在那里工作。”。。巴以冲突
1689760907# #ADuchesse公爵夫人椅。Duchesse公爵夫人，也被称为“船上的公爵夫人”Duchesseenbateau，用于休闲和私人阅读。它分为两到三部分(一个带脚凳的座位)，或者两个带中间脚凳的座位)。。这是为女性定制的，最初的目的是在那个只有壁炉提供热量的时代，防止脚上的冷风。。。魔女屋lyl家具
1693645149# #现在要说满五分钟废话才行笑cry笑cry笑cry。魔女蓝。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1702038843# #PhilippePottier（1905-1991）是一位法国时尚摄影师。他的照片气势磅礴、雍容华贵、可爱优雅。他经常拍摄穿着ChristianDior、Lanvin或MadameGrès服装的模特。。。秘密花园的邂逅人像摄影
1695880745# #免签白菜价能否翻热泰国游泰国，现在想到就有缅北阴影，等到诈骗团伙都清除了，旅游热潮才会再现吧。
1700777958# #50岁的人，整成这样，也算是为韩国整容业代言了。。。不负责任转发
1687423273# #这么小的兔狲就霸气侧漏
1695293727# #不要低估了欧美人的无耻！。。机翻：在所有被英国媒体贴上“中国间谍”标签的人中，“尽管军情五处的调查在四年内增加了七倍”，但没有一个人受到起诉。这意味着他们中没有人，没有一个人，做过任何非法的事情。他们都是无辜的。。。不负责任转发
1699546259# #反正到处都有哈马斯对吧？
1696917656# #挺好的，自由的国家就该这样，不这样自由怎么能当自由世界的领导呢？酷
1703563846# #这个前几天看到就很感动
1689149469# #不能再刷推了！要开始工作了！。。不负责任转发
1688991319# #今天又开始读书去了。。。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自米小嘟
1692369731# #哎呀，又烧起来了
1703774658# #日本也有上街游行的，美国很多地方圣诞节都在抗议！
1694764152# #茅台巧克力每颗添加2%53度茅台酒还多人说就像吃酒心巧克力的感觉，我也一直好奇，以前那些酒心巧克力里含酒精几度呢？哈哈哈哈哈哈
1696847354# #耶路撒冷再遭火箭弹袭击这事不会轻易结束，哈马斯声称这是巴勒斯坦解放战争，很多阿拉伯国家也在增援路上。
1694327512# #美国人真是玻璃心，谁是战狼？。。不负责任转发
1701432661# #啊啊啊啊好可爱
1694494815# #蜂花回应商战哈哈哈，蜂花，我家至今在用它家护发素，真的很好用。何况，当年第一款蜂花瓶子，还是我爸和他同事设计的，一直很有感情。
1702964362# #红海，因为胡赛武装一直在打击以色列商船，现在战斗要升级了。。你想象一下，新八国联军要和一个民间武装在红海正面刚了。。。巴以冲突不负责任转发
1698183998# #我今天才知道，加沙地下的地道最深有三十米，八层楼那么高，这个里面到底藏了多少火箭弹啊？汗汗所有人都在奇怪，以色列轰炸了两周了，怎么哈马斯还有能力继续攻击？所以轰了半天炸死五六千平民，其中两千是小孩子，对哈马斯一点也没用咯？怒只会屠杀孩子的以色列纳粹怒
1695548561# #这个王局啥的最近引起了我的兴趣，他是没见过世面吧？？？。哈哈哈哈哈。。不负责任转发
1694494631# #李佳琦们别再飘了刚和朋友们在聊关于努力和运气这回事，看来大家三观都很正，反而李这样的是不是忘乎所以了。
1693388107# #挺美
1703231375# #刷点X上的新闻，今天又起晚了。。。巴以冲突不负责任转发
1700049536# #我是来吐槽这个麦当劳很像咱们的农村房子哈哈
1699964748# #上次被偷手机到现在两个多星期都没去巴黎了，今天熬不住了，没东西吃了，一个人去巴黎川菜，一上车就发现居然鸟枪换炮了，几百年没换的老轻轨居然换上了新的，座位上还有USB，这都是为了明年的巴黎奥运会吧。水深火热的巴黎
1697364675# #我把这几天看到的全球人民声援巴勒斯坦的视频混剪了一下。一般我不做这种事，但这次巴以冲突太过于残酷，希望以色列当局不要继续屠杀下去了。。。不负责任转发
1698420006# #谁来控制下，美国的对言论的控制？。。不负责任转发
1691907543# #哈哈，推上的马斯克账号特别火！。。不负责任转发
1691044434# #这么大啊！！震惊了！。。巨型阿拉斯加雪橇犬是一种经过选择性饲养的狗，体重超过70公斤，高度超过70厘米，最初饲养的目的是在阿拉斯加的城市之间拉重物。据记录，它们可以拉动高达500公斤的负载。。。不负责任转发
1694494890# #恋爱是大学生的必修课吗笑死了，居然有这种话题？我妈当年说大学毕业才准谈恋爱，要把这条给她看看，时代真的变了哈哈哈哈哈哈哈哈。
1697916590# #挺有趣
1697021979# #其实也没有一边倒，还有一些脑残觉得以色列无辜！。。巴以冲突升级不负责任转发
1697993824# #有时间就读一个超短的小说。魔女蓝。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1697568963# #刚看到一家基督教会医院被炸，死500，遍地尸体，这事，以色列媒体说是哈马斯干的，这家媒体之前说过哈马斯斩首40个婴儿，被证明是造谣栽赃。。。联合国称以色列可能构成国际犯罪
1702915791# #今天晚上好好刷一会儿X。美国航母为什么不打也门胡赛呢？这红海都被占领了！。。巴以冲突
1695024066# #啊，这个洋葱事件，我才第一次知道。。转发这个就是为了让大家知道一下。。。不负责任转发
1691654644# #啊啊啊，这！
1691476199# #啊，这都是无人机啊！。1500个无人机组成的龙，很好玩啊！。。不负责任转发
1697783339# #生活中情绪稳定有多重要情绪稳定是一种能力，也是修养，但过一段时间应该发泄一下才是最健康的。
1700682478# #这种武器帖子我看不懂，哈哈哈哈！
1698394450# #拜登下令对叙利亚境内发动空袭果然拜登是个战争头子啊，当了几年总统就一直在打，话说这是民主党一贯的正确表现吧？
1689419611# #这个图书馆，在哪里？？？。。不负责任转发
1689181073# #一目了然，行星们的运转速度。。。。。。。。不负责任转发
1695119053# #优衣库回应顾客被掐脖子拖回收银台啊，这，有点野蛮吧？难道门口没有消磁警报装置吗？
1701795084# #关于红海正在发生的事。。巴以冲突
1692964209# #工作中如何克服精神内耗野挺有趣啥？内耗？不存在的。。。自从我十几岁就开始每天十小时以上的工作，吃饭，娱乐时间压缩到最小，所以只有身体外耗，没有精神内耗。。。。。。哦，对了，主要是因为我做的事情都是我喜欢做的，没有浪费时间在不愿意做的事上，人生相当完满了笑cry。
1698577140# #昨天听台湾新闻说，进攻加沙的部队带了两种东西：。1，速干水泥，是打算建墙占地。。2，神经毒气，可以麻痹人12小时。。。美国实际已经参战，不仅陆军，空中军机也参与护航空袭。。。巴以冲突巴勒斯坦
1696500791# #荷兰防长说援助乌克兰是牵制俄罗斯的“廉价”手段，这算不算纳粹思维？乌克兰死的人不算人？。。不负责任转发
1689346257# #里斯本的确是一个很颓败的城市，但我没看到这么可怕的郊区。。。。。。
1695496393# #今晚可以多读几段。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1696964915# #巴以冲突已致近1700人死亡。推上的加沙热搜，我随手摘九条。。。不负责任转发
1687520239# #发布了头条文章：《私房游记——和咪蛋一起游枫丹白露宫ChâteaudeFontainebleau》。。就爱旅行魔女屋lyl
1699140796# #今天巴黎发生的大规模的支持巴勒斯坦的抗议活动。数万人高呼：“以色列杀手！马克龙共犯！”。。巴以冲突
1696327189# #伊斯兰教是怎样把阿拉伯人原始崇拜的麦加三女神赶下神坛的？就是把她们的神像全都烧毁了二哈。。魔女蓝。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1699528902# #军事专家来辨别一下，这个视频是不是外网说的以色列自己射杀10月7日的音乐会。。外国网民说；10月7日是一次假旗行动。他们让哈马斯实施屠杀，然后为了进一步加剧局势的严重性，他们自己杀害了自己的公民，只是为了为地面入侵加沙奠定基础。。。在音乐会现场留下许多许多被烧毁的汽车，与哈马斯所拥有的
1699600040# #苏州百亿毒地几乎成空城苏州今年去过，是个发展得很不错的城市了，希望把这些问题好好治理了。
1694285317# #魔女屋LYL超话好了该睡觉了，明天再玩吧！。。AI摄影
1687587123# #小猫咪一脸生无可恋。为虾米，我猫咪也要学写字？？？？。。不负责任转发
1697226432# #蛋总昨晚和今晚都主动要求画画，说，妈妈我想画画，就钻被窝里画了两幅万圣节主题的画。治愈系小咪蛋超话萌娃萌画儿童画
1695189300# #追求和性骚扰的边界感在哪追求者要是死皮赖脸，以喜爱，追求为名违背女生意愿动手动脚，也是性骚扰。。性骚扰则是不带有感情因素的纯粹生理性发泄。
1689403791# #发布了头条文章：《嘟游记——带娃游“瓷砖国“里斯本》。。就爱旅行嘟游记
1698483850# #所以哈马斯说他们打退了进攻，以色列说他们没有人员伤亡，但，事实上，他们撤退了，而且提前断电断网就是为了怕世界看到他们的失败？？？。真的是太恶心了！吐吐吐。补：图六亮点：以色列炸自己人（对了，人质也已经有50多个被以色列自己炸死了）。。巴以冲突
