1695609060# #真心希望这个是摆拍吧！（视频源于网络真实性不知）。。日常想法
1699960800# #有点乱什么意思吗？
1688742060# #生光白日，疯狂吗？
1691396760# #今天带狗子去山里野钓，刚过去的时候狗子对着池塘吠叫。我发现情况不对一看卧槽！这是啥？还用鼻子瞪我。
1695596460# #今天又忘记带尺子了。。涨姿势想法
1698300355# #你学会了吗。。。快乐微博喜剧现场
1696668089# #台湾男友第一次见老丈人，被女友爸爸直接安排“政审”。哈哈哈笑死我啦允悲岳父查的好。
1691595960# #这肯定是国内哪个明星的演唱会吧！
1703845260# #体验感拉满
1689043917# #一老板给文理科状元送电脑送完后还跳了一曲“他是为了跳舞才送的吧”
1693828020# #退一步海阔天空、何必自己为难自己、为难她人、大家都不容易
1700795940# #别人敢欺负你，就已经不拿你当人看了
1703343373# #12月22日，四川广安，女孩在幼儿园收到男孩送的礼物，妈妈打开一看竟是200g金条。
1703169995# #考研累还是高考累。。考研和高考哪个难呢
1695868326# #师傅的传统手工调色是最准确的，是任何机器所不能代替的。
1694406660# #艺高人胆大，这样的车你敢坐吗
1691412810# #近距离见谷爱凌，哈哈嘻嘻嘻嘻
1694053860# #谎言的代价是什么？并不是它会被错当真相，而是如果我们听了太多谎言，便无法分辨出真相。
1693233960# #狼子野心其心可诛。。日本已排放超1000吨核污染水
1696141329# #原来堵是这样来的
1687796920# #隔夜茶到底能喝么？
1703599758# #听歌前注意提前深吸一口气，谢谢合作
1686988995# #晚餐整起来
1693900860# #历史会永远记住这一刻
1699422780# #音乐毕业生在车库跳热门卡点舞，自带特效和清唱的BGM。网友：比原唱好听啊
1687595617# #不同国家的总统车队，。朝鲜保镖跟着车跑？。刚果车队全副武装&nbsp;！
1702024260# #太欢乐了，Luxon真的很喜欢这首歌...
1693484160# #那些身在日本国说着中国话卖着日本人的货赚着中国人的钱还说日本人好的人可能比日本人更坏，大家同意吗？
1693697460# #她说她要给日本政府写一封公开信，你们有什么更好的建议吗？
1689775300# #我奶又要做饭了&nbsp;猜到开头&nbsp;猜不到结尾&nbsp;日渐迷失自己🤦‍♀️🤦‍♀️看到最后……笑死我了😄😄今天的饭能打几分？。。。镜头里的欢乐瞬间
1693829760# #广场舞大妈被喷水驱赶，附近住户：因跳广场舞起冲突，"水管脱落有人摔倒120来了"
1700787660# #致敬英雄！考古团队复现49位无名烈士容颜，有5例生前或做过截肢“手术”，有的肋骨中还卡着子弹！
1689058488# #我们中国人不接受这样的恶意调侃！🇨🇳遇到种族歧视，自信冷静应对是对他们最好的回击！
1695990385# #听说有人月饼都吃完了，还堵在路上没到家…
1697266110# #老师课堂上怒批不当称谓慷慨激昂，爱国之切，不误子弟！为这个老师点赞赞赞赞。。。微博喜剧现场快乐
1702516560# #澳大利亚曾于日军交战，对待日本人比美国人下手还狠！
1690991040# #男子网吧玩游戏不肯回家，妻子好好叫丈夫回家，结果还发脾气，无动于衷。姐姐血脉压制，几脚定乾坤，瞬问解決问题
1694695560# #没办法就好这一口1！一定要看到最后。
1694228820# #家长辅导孩子古诗词，结果竟然念出了DJ的节奏，网友：天赋在觉醒，赶紧报个DJ班！
1693844220# #外地的朋友前来观潮，在对钱塘江潮水的凶险特征不太了解的情况下，千万别下到塘下一些危险区域近距离拍潮，一定要听从现场喊潮人的劝阻，在安全区域观潮拍潮，衷心希望每一位游客高兴而来，平安而归
1695349860# #最后的表情才是真实的嘻嘻嘻嘻嘻嘻。。我的幽默搭子定格
1699886560# #55个品牌被移出中华老字号。。55个品牌被移出中华老字号
1691560920# #妻子吃饱了运动莫名来了感觉，回头一看……
1693207860# #网红女博士大学教师相宜，哭诉因说3次“我们日本”，长期被举报被迫辞职。
1697081324# #以色列空袭之后加沙地带南部一所房屋被炸毁，屋子里包括5名儿童在内所有人遇难。
1694793660# #货车躲避小车车身摇摆，后车女司机大喊阿弥陀佛……最终…
1692655920# #有些人天生就注定是主角.
1690260233# #有点过分了啊允悲doge
1691028252# #情侣吵架双方“对峙”，男生拿口红，女生拿敖丙模型
1695132060# #跳水皇后郭晶晶宠粉帮粉丝签名，细节见人品，叠衣服，拉拉链，包装袋排气，真的是太贴心了！。。我的幽默搭子定格
1700395461# #花有重开日，人无再少年。时隔多年，重返校园，不同的身份，不同的心情。目之所及皆是回忆，心之所想都是过往。现在终于明白，曾经拼命想逃离的地方，如今再也回不去了
1687694390# #王迅你在干嘛允悲
1693668660# #男子街头采访日本大爷怎么看待排放核污水
1695903357# #这媳妇有文化多才又多艺
1690030876# #鱼太多了抓不完根本抓不过来嘻嘻
1690003592# #弱弱的问下乡下地里都不行了吗？
1694097960# #无法替前辈们原谅，你们认为呢！
1694616360# #勿忘国耻永远铭记这场世纪大审判《东京审判》
1698588951# #港媒曝苑琼丹暂时息影。。不愧是风华绝代的石榴姐！唐伯虎点秋香不可超越的经典片段
1693289760# #网友：老师也想放假~~
1690693260# #我们小的时候都这样，很好玩嘻嘻嘻嘻嘻嘻
1694067360# #这种人你怎么看？
1695380580# #女人会撒娇，男人不作妖…。。我的幽默搭子定格
1689835407# #好勇敢的鸟妈妈，为了保护自己的孩子舍命与蛇拼搏泪
1690438718# #两老人高铁霸座反骂买票女生不要脸旁边乘客看不过眼苦劝也被怼
1691480006# #青城派掌门人巅峰对决
1694300460# #“北大韦神”有了女朋友准备买房结婚，衣服破洞、鞋子不成双，未拒绝美女追求，不论韦神会如何选择自己的未来，都希望他们两个今后幸福快乐。
1696554060# #慈禧老佛爷卧室有多牛
1693971960# #半夜十二点开车回老家时，女儿：妈妈，车上有个奶奶！以后再也不敢半夜回老家了
1695814260# #点赞收藏！看我这粗心的朋友出门又忘带身份证，别慌！一招解决！
1698897240# #新郎官都尴尬的不行了，公公婆婆:这是娶了一个什么玩意允悲……
1693823411# #这不是开飞机，这是在开玩笑！。。。我的幽默搭子生活
1692713760# #回家的路，才几米的路程，就追到家里来，这得多敬业啊！
1694147460# #中国人的血脉觉醒！！网友：越来越喜欢华为的标志了，原来是把美国的苹果切开了
1702622364# #用意志代替语言
1702862160# #惊呆了，我的小伙伴们。
1691385374# #孩子为什么要随父姓？真实街访
1695461460# #这么高科技的弹弓第一次见！。。涨姿势想法
1694789160# #就问你服不服
1687313877# #从两小无猜到青梅竹马00后的我们终于结婚了
1698988680# #大学生路过发出尖锐爆鸣声世界上为什么不能多我一个有钱人
1700983860# #不懂就问，比切糕贵吗？
1703502060# #华盛顿特朗普巴菲特办满月酒邀请南将董事长吃席
1693576860# #揭秘非诚勿扰的内幕
1691064360# #这两天遇到好多让人暖心的事情。
1688053500# #这是什么上班“晨会”？🤭。张艺兴金晨给王传君打黑工？😰
1695199560# #重孙躺地下耍赖，被太爷爷太奶奶狠狠地收拾一顿笑cry笑cry笑cry。。我的幽默搭子定格
1692537360# #网友：高铁没素质行为，这是多大老板，上车打了三小时电话了还在打，我耳机音量最大了，都盖不住，她怎么不去商务座，一等座跟我这种打工人挤什么？
1693116960# #男子跳进鳄鱼池帮女子捡手机，吓得游客尖叫连连。
1703409360# #男生展示美颜前后颜值变化，皮肤暗沉长痘一秒白皙嫩滑！
1694705460# #马术的最高境界
1689050316# #哈哈，你最后那句你白买了，我憋不住了，笑死我了老板劝顾客别买了实在夸不下去了
1699317102# #那些不经意的善，或许会得到想不到的回报。。。微博喜剧现场平凡
1703217720# #假不假我不发表，但是那肌肉确实挺厉害
1698227855# #俩主播硬刚卖了2.6亿不下播我去！！这两个主播真的很厉害呀羞嗒嗒羞嗒嗒这么好的成绩销售金额也太牛了吧，呜呜呜，真的是羡慕了呀泪泪泪
1698719932# #人才啊！这也猜出来了，我还以为是西瓜哦！嘻嘻嘻嘻嘻嘻
1697340852# #当黎巴嫩的飞机，成为两个巴勒斯坦人的希望
1692837960# #村里每天上午就一趟公交车，老人在路边等车，司机却直接开走
1700562898# #男子投篮引爆笑。球：这么多年，我也运了你一次
1693885560# #不敢想象，两人为了抄近道，竟然用挖机把明代三十二长城拦腰挖断了，这胆子也太大了吧！
1688523420# #哎！今天赔了！整顿不良风气666
1691052480# #赵四当爷爷了…原来是老刘家啊！
1701747360# #弟弟去酒吧点了一支舞被姐姐发现了，现在六个姐姐在面前跳又不看！。。v笑年度大赏
1692682260# #带你目睹钱塘第一视角。
1691828100# #这机械舞太逼真了
1693038660# #想问一下这种情况是谁的责任疑问
1701408780# #1982年，广西。柳州拖拉机厂的工人师傅，正在用三角尺测量三菱面包车的外观，从外观到内燃机，共有两千余种大小不等的零部件，全部依靠他们手工测量绘图，再靠纯手工敲打出磨具，用了四年才复刻出第一台车，因为模仿的是日本三菱，厂长就说我们以后要比“三菱”多“两菱”，所以起名叫“五菱”。
1701681360# #这么可爱😊你老公知道吗允悲允悲
1693092780# #原驼大战美洲狮允悲
1688426280# #今日某机场因天气原因广播通知航班停飞！某旅客转头发现山东航空慢慢悠悠偷偷摸摸出发了，并表示羡慕不已…
1703386657# #吓得鸡蛋一动也不敢动
1687932060# #我看傻了😂
1691120682# #千年古刹大昭寺的辩经，吐蕃赞普赤松德赞命汉地僧人摩柯衍与印度僧人莲花生在桑耶寺辩论顿悟与渐悟的是非。史称“拉萨论战”。自此，这生辩经声已在青藏高原回想了1200多年
1688744906# #缅怀老一辈革命家
1701221460# #洋葱放锅里蒸一蒸，没想到那么厉害。经常喝喝应对季节变化。
1695808860# #这狗成精了，哪个师父教你学会的电搭火！
1704022260# #狗子最后悔的决定。它甚至还思考了三秒允悲
1690188149# #百善孝为先，知道心疼奶奶，体贴妈妈，我的宝贝长大了
1693810860# #转磨动作娴熟，技术活赞
1687965736# #孩子太难了，8岁孩子爆笑演说，搞笑脱口秀
1693703760# #著名演员李勤勤在机场看到别的明星有很多粉丝接机羡慕不已，她跟经纪人说也想雇人接机，一人20块钱！经纪人:没戏！。。我的幽默搭子生活
1690350735# #这是我见过最大的一片哀思🙏🙏🙏鲜花鲜花鲜花
1700305321# #中国老公你怎么不吃？？？
1701684060# #这个冬天这么冷手机握着一根烤甘蔗是多么幸福的事！
1690885680# #一生只开一次花的塔黄看到的人都好运一生🙏🙏🙏
1690810625# #嫌疑人每次作案都带着拉布拉多，民警识狗抓住嫌疑人。“狗子是线人，不停朝我们摇尾巴”
1700283831# #给我俩编进顺口溜里了
1693746060# #日本签署投降书78年之际，一群小学生在街上这样表达他们的爱国情绪。
1695798960# #奥迪逆行红车直接怼上去老铁们认为红车做法对吗？评论区聊聊
1698469800# #劫财劫..还是全要？允悲
1701069047# #女子吐槽河道边装护栏扰民，车子开了人没处走“装了这个有什么好处呢”对此你怎么看？
1698920815# #一网之隔，庆幸生活在伟大的祖国，中缅边境500公里铁丝网已建好，中越边境1450公里基本完工，致敬固边人！。。。微博喜剧现场平凡
