1698045433# #趁着巴以冲突，日本偷偷就排了
1697979779# #以色列媒体：以军空袭清真寺。据《今日以色列》22日报道，以色列国防军和以色列国家安全总局（辛贝特）表示，一架军机对约旦河西岸北部杰宁地区的一座清真寺进行了空中打击，巴勒斯坦伊斯兰抵抗运动（哈马斯）和巴勒斯坦伊斯兰圣战组织（杰哈德）的成员在清真寺的地下隧道藏身。。辛贝特在一份联合声明中
1692617092# #纽约法拉盛街头，一些黄皮肤，写着简体中文，说着普通话的人，喊出：“我们要生活，我们要摆摊”的口号。。美国生活深圳小天超话
1696490559# #民国末年？美元可以来一次法币换金圆券嘛。
1699973081# #笑死，果敢同盟军在中国互联网直播优待俘虏并发放路费。“果敢民族之声”公号发文称：11月12日晚上9点，敏昂莱武装129营127名官兵携家眷134人正式向同盟军缴械投降。同盟军给予了人道优待，并将他们护送到安全地带。在送他们离开时，同盟军组织给予了每位投降人员100万缅币（3461元人民币）、其家属每人
1691062768# #看到有人秀烧鹅腿饭。咦，原来金威这个深圳啤酒，竟然在香港还有朋友喝，而且还是最经典的老金威。。我一个深圳居民，都十来年没喝这牌子了允悲。深圳小天超话
1694407886# #美媒彭博社则分析认为，华为手机芯片比最新技术落后两代。。有港媒分析认为叫价接近7,000元人民币的华为mate60pro，即使在中国内地市场的吸引力也未必会太高。。深圳小天超话
1693211974# #港毒组织「港语学」宣布解散，曾被国安处谈话。成立10年，自称是捍卫广东话（广东无辜躺枪)的港毒组织「港语学」，头目陈乐行今日（28日）在社交网站表示，宣布即日起停止香港註册社团「港语学」所有运作，并启动解散程序。。陈乐行称，近日香港国安处人员到其家人住所搜查及问话，指「港语学」一篇广东
1692696693# #日本首相岸田文雄宣佈，将从週四（8月24日）开始，将受损的福岛核电站处理后的废水（注意，它说的是废水)排入太平洋。。坚决抵制日本排放核污水深圳小天超话
1692408228# #李玟遭节目组欺负，《中国好声音》母公司股价暴跌23.4%。一段长达9分锺的音频突然在网络上传播，其中李玟哭诉了她在《中国好声音》节目中遭遇的不公平待遇，并抗议节目组故意在表演前一刻更改舞台走位，导致她脚部受伤。她说：“站在台上被人侮辱、被欺负，有人在乎这个感受吗？怎么可以让我这样吃亏，
1694830723# #不是说抢到网站崩溃吗？怎么还要降价促销？。上一个网站抢不到，实体店大排长队的手机，市面上可是被不断加价，香港都快价格翻一翻了。。没见过一边被抢断货，一边降价的。。苹果官网崩了深圳小天超话
1690946005# #NASA发错指令，太空探测器「旅行者二号」飞行近46年后失去联络。BBC8月1日报道，美国太空总署（NASA）7月发送错误的指令，导致已运作近46年的太空探测器「旅行者二号」失去联络。错误的指令，导致飞行器的天线向外倾斜、偏离地球方向，倾斜幅度为两度。。「旅行者二号」因此自7月21日起无法接收指令，也
1688431026# #香港过去3年71名中小学生疑自杀亡。香港教育局称，过去3年，全港中小学匯报共71宗学生怀疑自杀身亡个案，局方已不同层面积极加强对学生精神健康的支援，若出现学生自杀身亡的个案，无论是否在校内发生，学校须通知教育局，以便即时安排专业人员到校支援，并须按教育局指引马上启动学校危机处理小组，就
1698037741# #在印度喀拉拉邦，他们举行了支持巴勒斯坦的示威活动。。但他们拿错意大利的旗帜（🇮🇹）而不是巴勒斯坦的旗帜（🇵🇸）
1688871666# #闻起来很香
1691844157# #我点复杂的家常菜：。发财好事章鱼焖猪手哈哈。
1688370831# #蝙蝠侠？这是美式颜色革命一大特色吗思考。香港那时候也玩美队、蝙蝠侠。法国骚乱深圳小天超话
1699016715# #强人工智能打饭机，确实人工智能，没有骗人。
1694090971# #人在呼伦贝尔，家里小区管理处通知地下停车场赶快挪车，管理处保安员都在搬沙包抗洪，不断的发停车场视频进小区群，越来越慌。。不知道回到深圳，我的小车会怎么样生病。从网传视频看，附近街道已经不是很乐观。。深圳暴雨深圳小天超话
1692709370# #一三五威胁，二四六崩溃，今天周二，于是美国经济学家：中国或引爆「全球性经济灾难」。美国金融公司摩根士丹利，首席亚洲经济学家ChetanAhya指出，背后原因很可能是中国进入债务通缩循环。他警告，如果伴随着货币大幅贬值，将会在全球范围内蔓延通缩，引爆全球性灾难。。Ahya提到，中国面临着债务、人
1695438466# #深圳出品舞剧咏春舞动狮城。9月27至30日，深圳原创舞剧《咏春》将受邀于新加坡滨海艺术中心开启首次海外演出。在新加坡的华人表示，《咏春》作为来自中国深圳的作品登上新加坡国家艺术殿堂的舞台，十分激动与自豪。希望能让更多海外观众体验、了解中国文化，增强两地的文化交流。
1691580058# #7月，广东新增115例“猴痘”，内地共增491例。2023年7月1日至31日，中国内地（不含港澳台）23省（区、市）新增报告491例猴痘确诊病例，其中广东报告115例、北京报告81例、四川报告49例、浙江报告40例、湖南报告33例、江苏报告31例、上海报告25例、安徽报告19例、天津报告17例、湖北报告17例、河南报告14
1699464569# #原来X战警里的变形女，真人也挺漂亮的。
1696138693# #篮球宝贝，这气氛不错啊！。深圳小天超话
1693368991# #好累，昨天早上9点上到现在，。还不能眯会，要继续工作。
1697099158# #把巴勒斯坦人都关进集中营？
1699616743# #港府将全年经济增长预测降至3.2%。据香港Now新闻台，香港特区政府同时调低香港今年全年经济增长及通胀预测，当中经济增长预测最新降至百分之3.2。。财政司司长陈茂波透露，香港第三季经济表现差过预期，政府要调低全年经济增长预测，由原先的介乎百分之4至5向下修订至百分之3.2。。至于第三季经济增长终值
1693913433# #美媒经济学家:中国或永远无法超越美国。美国彭博社的经济学家在周二的研究报告中表示，中国正在比预期更快地转向放缓的增长道路，新冠疫情后的反弹已经失去动力，反映出房地产市场下滑加剧，以及人们对政府经济管理能力的信心下降。。该媒体的经济学家预计，中国的增长将在2030年放缓至3.5%，到2050年
1689986192# #少女遭性侵全裸扔铁轨，下体被灌易燃液体焚烧灭证。俄罗斯15岁少女席科荷娃被16岁男性友人明亚杰夫强姦，再遭全裸扔落火车路轨，虽然被火车司机发现而逃过轮下分尸，但已满脸是血奄奄一息，且兇手为销毁罪证，竟向她的下体和嘴灌易燃液体焚烧，惨状令人不忍卒睹。少女抢救10天后不治身亡。。据英国《每日
1693067710# #香港上月甲流明显增加。港大医学院儿童及青少年科学系临床副教授叶柏强表示，香港上个月的甲型流感个案明显增加，今个月已踏入夏季流感高峰期，过去4个月，4名儿童因为感染流感死亡，亦有一些儿童有严重併发症，包括败血病及坏死性脑炎，患者都没有接种流感疫苗。。叶柏强说，2022至23年季度注射预防流感
1689437133# #打风，下大雨啦……。有没有在罗湖的小伙伴。好大风啊，我就要吹走啦……。深圳小天超话
1696754162# #小犬，你到底走还是不走，给句话啊！
1698627870# #传说中的：异xing按摩！？
1695732727# #孟买的路边美食还是比杭州有特色的二哈
1699788217# #法式军礼：马克龙被以色列骂后，“正寻求收回言论”。据《以色列时报》11日报道，马克龙10日接受采访时称以色列轰炸加沙地带的婴儿、妇女、老人等平民是“没有理由的”，这一言论遭到以方强烈反对。。一名法国外交人士表示，法方目前正寻求收回相关言论。“马克龙总统从未暗示，也不认为以色列军队故意以
1694768297# #「尊嘟假嘟」台毒又破防，高呼文化入侵。作为中文体系，台湾网络不少词汇和大陆相同，如「小鲜肉、牛逼、充电宝」等。近期流行用语「尊嘟假嘟」，又让台毒分子破防。。一名台毒发帖称，他和上级主管对话时，发现对方居然是说「视频」而非「影片」，让他觉得很讶异，「亲耳听到时，心中还是小小的震惊了一
1694242984# #2019黑暴风波，再有14名港毒分子被判暴动罪。2019年11月18日，港毒分子在香港理工大学发起“立国之乱”，港警方在油麻地及旺角一带设下封锁区，并拘捕共213人。其中15名案发时只有14至24岁的港毒分子，被控暴动罪，除了一人认罪名，14男女否认指控并接受审讯，他们今（9日）在区域法院全部被裁定罪名成
1693573703# #以后要游日本的中国游客，得在镜头前吞10个福岛扇贝，才给入境日本。。我非常支持日本政客这个提议，希望日本政府能采纳。。福岛患癌人数逐年上升深圳小天超话
