1697630857# #外媒称浸信会医院遭袭已致至少500人死亡看着真惨。。。
1694444409# #南佛罗里达州一家送餐员向顾客的食物吐口水，因客户没有提前留下小费。
1697124507# #加沙的医院中，一名被以色列轰炸受伤的婴儿正在接受简单的治疗巴以大规模冲突进入第五天
1697543182# #无家可归的加沙平民
1696060176# #日本当然会动起来~撤侨
1697714964# #被批评撤侨没有作为，台湾省外事部门负责人吴钊燮竟气到拍桌骂人。
1703239984# #没那个气质吧！还非弄个披了红的检阅车，跟农村赶大集一样！
1703910546# #民进党几个女政棍，骄傲炫耀自己不生小孩台湾
1696854092# #在悉尼决定用以色列国旗的颜色照亮悉尼歌剧院后，数百名巴勒斯坦支持者聚集在一起，用照明弹袭击歌剧院并焚烧以色列国旗
1696852932# #犹太人焚烧以色列国旗，称以色列正在玷污犹太人在全世界的形象，并制造对他们的仇恨。
1697880071# #19号以色列总统会见英国首相，对话重点：要求首相干预BBC的报道，让BBC报道不需要公正，要亲以色列（图1）。这就是英国效率，随后20号BBC的新闻报道风向大变！（图2）
1694433596# #精辟
1701080860# #台退将讲述印度战机糗事：导航受美国控制，各种机械故障台湾莫迪亲自试乘印度国产光辉战机
1696849594# #耶路撒冷几个地点发生激烈对抗
1694324213# #台湾缺蛋，被曝进口的巴西、土耳其鸡蛋为了保鲜被大量用药。
1697870522# #加沙记者报道目前巴勒斯坦在加沙地带居住的情况。临时点就像难民营巴以冲突超5600人死亡
1697947608# #昨日6架解放军飞机和5艘解放军海军舰艇台湾省周边巡航
1696390079# #麦卡锡从众议院被护送出去（被请走）。还未窜访台岛就死翘翘
1696945615# #女医生路遇晕倒在地的大爷，果断跪地救援，细节感人，在救护车来之前将大爷救醒
1701848614# #蔡正元：大陆电动车发展令人讶异不敢相信遥遥领先世界各国台湾
1697643091# #拜登刚刚宣布美国将提供1亿美元新资金，为加沙人和约旦河西岸居民提供人道主义援助。
1695793759# #昨日32架解放军飞机和8艘解放军舰艇台湾省周边演训
1697797269# #这位“非物质文化遗产”大哥又来了二哈
1693754782# #建造一艘现代化的054B护卫舰中国花了7个月时间，与之相比较其它国家就进度条走的慢了亿点点
1694598395# #good
1697210774# #哈马斯闯入以色列音乐节的视频被披露。以色列巴勒斯坦冲突
1703608467# #这就是湾湾全球第14富有？
1703412658# #蜜雪冰城在香港开了首店，下面评论酸溜溜的
1695550378# #今日蓝波万
1702292273# #华为做“中央厨房”整合车企介文汲：佩服华为真厉害干得漂亮台湾
1697370348# #马来西亚球迷在看台上支持巴勒斯坦。
1697977858# #哈立德是家里唯一的幸存者，他正在告别在以色列对加沙的空袭中丧生的家人。巴以冲突超5800人死亡
1695043492# #殖畜吐
1693926953# #台媒：日本人不愿意来台湾玩了
1702438520# #韩媒紧张造船业连续三年中国第一郭正亮：以后是常态了台湾
1697038877# #巴勒斯坦的支持者，在美国联合国大楼面前，挥舞苏联和中国国旗
1697732043# #加沙的集体乱葬岗………
1697456119# #荷兰声援以色列的集会。
1694877072# #台交通部门负责人表示：还有10天，希望大陆开放陆客到台湾旅游。喵喵
1694843609# #侯友谊到美国“访问”
1693621249# #除了京东顺丰都不派送了，一般都会放在菜鸟驿站费解
1697118723# #10月11日，安徽池州。网友在池州博物馆偶遇小学生，见到孔子画像组团跪拜。。孩子们：老师我太想进步了允悲
1697254083# #张延廷：大陆三天就能造一架战斗机，主持人都惊呆了。台湾
1696579255# #住客刘女士称，察觉到空调出风口有发光点后，连续在该酒店的3个房间均发现了摄像头，当时已立刻报警。
1697992403# #巴以冲突超5800人死亡今天，一位巴勒斯坦父亲在加沙地带向被以色列杀害的儿子告别。
1696427704# #台湾省桃园一家业者进口9.4万公斤美国莱猪，混合少许加拿大猪后制成10万公斤的加拿大产猪肉。。美国莱猪肉，就这样悄无声息的进入台湾人的肚子！
1694165277# #据朝中社8日报道，朝鲜6日举行新造潜艇下水典礼，庆祝第一艘战术核攻击潜艇第841号下水，该潜艇被命名为“金君玉英雄”号。朝鲜劳动党总书记、国务委员长金正恩出席典礼。朝鲜第一艘战术核攻击潜艇下水
1703837565# #“把这些饼干带到天堂吧。”。一名巴勒斯坦父亲去给他的儿子买饼干，当他回来时，发现他的儿子和他的妻子在流离失所后逃到汗尤尼斯的房子里被以色列导弹炸死。
1696948942# #台湾省中正纪念堂士兵交接仪式！
1696253175# #说的对允悲
1701610151# #蔡正元：美军标6导弹就想“威胁”大陆,未免太好笑了点台湾
1698070733# #讲日文？乌克兰语？英语？以色列语？
1702563827# #菲参谋长和司令偷摸登仁爱礁破船介文汲：解放军不必对他客气台湾
1697215114# #路透社从黎巴嫩南部发回的直播信号在被以色列炮火直接击中戛然而止，可以听到背景记者们的惨叫。
1694434978# #台媒：大陆电动车世界第一，出口超越日本5年增长了8倍。台湾
1697118080# #哈马斯通过电视直播声称已释放了一名被扣押带着小孩的以色列人质。
1697645535# #土耳其的一家麦当劳被民众砸毁
1695831217# #陈吉仲回中兴大学教书，“民众在外欢迎”
1697719790# #以色列军在盖勒吉利耶市、哈胡尔市、杜拉市进行逮捕行动，与巴勒斯坦抵抗运动爆发冲突
1703838954# #美丽岛电子报今天公布最新民调，赖萧配支持度为40.2%，侯康配以28.7%居次，双方差距11.5个百分点，和昨天公布的第99波民调结果相比无太大差别，双方维持约10个百分点差距，柯盈配支持度为18.4%，继续垫底。台湾
1697271049# #以色列将对巴勒斯坦加大攻势以色列总统艾萨克·赫尔佐格发表讲话称：加沙地带没有无辜的公民
1694598951# #近日，泽连斯基办公室顾问波多利亚克在接受采访时说：中国人和印度人“智力水平较低，中国、印度从乌克兰冲突中赚钱，不幸的是，由于低智力潜力，他们无法分析其行动所带来的后果。”。他创造了一项世界纪录：一次性侮辱了28亿人，前无古人…
1696602840# #去排水口那，那儿的好喝
1697375892# #台湾绿蛙对巴勒斯坦大量人员伤亡基本保持着冷嘲热讽、活该的这种心态。二哈
1696769129# #数十辆以色列坦克正在向南行驶。与此同时黎巴嫩，约旦，阿富汗等武装组织将考虑派兵支援哈马斯。
1696848624# #英国首相官邸上的以色列国旗。
1696682999# #巴勒斯坦人拆除加沙地带边境的隔离墙以色列国防军宣布进入战争状态
1696939085# #女子马路上弯腰躲避绿植，不料身体失去平衡撞上正好开过的小车。。这个情况白车有责任吗？会不会要赔钱？
1695223541# #台湾媒体：杭州亚运会即将在23号开幕，台北市参访团明天就要出发参访，不过，议员就爆料整团23人，都没有开幕典礼的门票，只能在酒店看电视转播。
1695205585# #今天波兰和乌克兰在联合国掐上了。。波兰总统杜达将乌克兰比作溺水者，波兰需要保护自己不被“溺水者淹死”。“溺水者是极其危险的，因为他可以淹死救援者。乌克兰的行为就像一个溺水者，紧紧抓住他能抓住的一切…但我们有权保护自己免受伤害，”
1697459503# #载有伤员和儿童的巴勒斯坦救护车遭到以色列袭击。巴以冲突
1696088939# #要乱吹牛，台湾省绿媒那才是遥遥领先
1696573958# #街办回应两干部忘关摄像头流出不雅视频10月6日报道，山东潍坊两干部因会议后未关摄像头，致不雅视频流出？街道办回应：涉事两人系村干部，已停职，并交纪委调查
1696779407# #台湾省的转盘有红绿灯，大陆网友看蒙圈了
1697118613# #巴以大规模冲突进入第五天加沙卫生部:加沙地带至少有1100人在以色列袭击中死亡。其中有326名儿童和171名妇女，至少有5339人受伤，其中包括1200多名儿童。
1697721929# #19日凌晨K996次列车途经内蒙古时与轨道中出现的两名人员相撞，两名人员均身亡。网传监控视频显示，事发时间为凌晨0时46分许，列车行进时速为110公里左右。事发地前方车站工作人员表示，事发后列车就停下了，警方和医护人员到场处置后列车继续运行。死者身份核查事发原因等情况，当地警方正在调查办理
1703838898# #美媒：共计有35,000名退伍军人，正在拜登政府治下的美国街头堕落。
1693817226# #后车要蹭停车费，车主让女友下车挡住。
1697555346# #今天早上，以色列战机在汗尤尼斯发动了轰炸，造成数十名巴勒斯坦人丧生。巴以冲突
1697715369# #一名美国众议院议员在反以色列抗议者面前挥舞以色列国旗。
1703608846# #柯文哲喊话争取亚运、奥运在台湾举办
1694238942# #岛蛙原来这么凶残
1693641333# #都2023年了，还能碰到这样的古墓派公知
1694353047# #转发微博
1698081712# #巴勒斯坦加沙地带粮食短缺蔓延，以色列女兵拍摄吃东西的视频挑衅。也有以色列网友质疑：她们是为了流量，因为她们不像军人，她们留着长指甲。
1695737213# #民进党高官：只要说我们不好的，都是假消息
1697856625# #台湾省防卫部门：昨日7架解放军飞机和6艘解放军舰艇台湾省周边巡航
1696403442# #日本车不好卖，这些日吹急了？
1695452744# #苏贞昌：我给台湾半导体厂修了水管，救了全世界二哈
1703781820# #巴勒斯坦人向在加沙地带被以色列杀害的亲人告别。
1697452880# #今天，一名71岁的美国伊利诺伊州男子，26刀刺死了一个巴勒斯坦后裔的6岁穆斯林小男孩。当地警方说是由于以色列加沙战争而导致的仇恨穆斯林。
1697714586# #人权理事会第54届会议上。当轮到美国代表在日内瓦人权委员会发表演讲时，众多国家与会代表转身背对讲台，用行动抗议美国支持以色列在加沙的行动
1695474397# #推特网友发文称爱尔兰黑人女体操小选手，在颁奖时被无视。。。
1701952123# #黄仁勋点名华为：是英伟达“非常强大”的竞争对手。介文汲：以中国人的才智是迟早的事台湾
1703069636# #电影与现实
1703770011# #无法接受和平统一那太好了，直接武统呗
1697725644# #拜登对记者说：“你们真是让人头疼。”
1703608001# #杭州男子打车因未开空调，不断辱骂司机：老子就看不起你这外地人
1697470348# #大妈偷冬瓜被抓，不但不认错还辩解称：白天摘几个不叫偷。
1694854935# #台湾年轻人：我相信两岸会统一。
1699517828# #美国一华人超市门口，女子被两名黑人光天化日之下抢劫后大哭。
1695471841# #口气真大。。。
1697458731# #巴勒斯坦母亲在以色列对加沙的轰炸中丧生的两个孩子告别以色列轰炸后的加沙尸横遍野
1693989478# #好家伙，昨天包心菜400台币，今天600多
1702648469# #台名嘴：大陆企业只要活下去就会茁壮华为遭制裁阻止也打不死台湾
1699602571# #比亚迪在日本车展展示360旋转，惊呆台湾媒体。
1695965001# #台湾省一男子买到黑绿色鸡蛋，拍照发到网上。目前该男子已经被逮捕，台湾省人吃鸡蛋的时候，要记录视频。不然，买到坏鸡蛋，拍照发到网上，民进党政府会以造谣抓捕你。
