1701921879# #南方也有大浴池啊，大家不都是坦诚相待？
1693619371# #木老师是中山大学哲学系毕业的。
1689487242# #大学生约嫖后拒绝发生关系仍被拘抓这个最来劲。
1695531643# #荒芜了一树杮子。
1688525442# #哪有这么快？
1688959060# #以前很多，本地成绩很差的，有关系的，户口弄的西藏新疆东北等地去考，轻轻松松一本，在本地老大专都上不了。现在有些难度了。双赢，接受的学校也开心，高考升学率，考上名校，为学校争光。还有一种情况，是复读生冒用放弃参加高考的差生的学藉档案。都是时代的产物。顶替别人上大学，那是犯罪了。
1691654893# #转发微博
1690601869# #老人让杀鱼后又不买遭商贩拦住大骂遇到这种老无赖也没好法子，只好认栽，自己带回家可以清空二瓶啤酒。
1690960883# #偷视力残疾店主整条烟女子被抓获每个人都要为自己的行为负责的。
1691033524# #贾跃亭未履行2.4亿罚款成老赖这个对他来说又无所谓了，人家在大漂亮那好着呢，根本又没打算回来。也许赚了大钱再回来。
1699668448# #银行回应信用卡欠3.1万未还变40万这个应该可以协商的，还本金再付点利息。这已经不错了，像许家印许老板那些贷款，别说利息了，本金的骨头渣都被他快活完了。。。银行也是欺软怕硬，所以就有：你欠一千万，你怕银行。你欠一个亿，银行怕你。。。当初许老板表演跳楼时，吓得多少行长睡不着觉。
1687306488# #也挺为难的。这件事的性质非常简洁明了，照理说处理起来也简单，对照校规和党纪条例处理就行。现在还迟迟没有结果，说明有决定权的重要人物之间意见不统一。。聊天记录再次证明，张薇本人根本没有认识到自己的违法和错误。道歉也是虚与委蛇，逼不得已的临时低头。
1703121697# #创业失败，汤洋开启了探店博主之路，一年内汤洋住了近200家酒店，仅是海棠湾某度假酒店的豪华房套餐推广，他的销售额一举超过千万，逆风翻盘，新媒体给了他新生，如今，跟随汤洋探店的徒弟超过20个，活出了自己的精彩。
1699009421# #转发微博
1694607341# #外星人外星人肯定是存在的。
1701848968# #抖几下？
1698987798# #伙食各尼好？
1688473590# #被逼吃屎是怎么和解的45000元就和解了？45000另加让那三畜牲吃回屎差不多，还得找那种憋了几天现拉的，洋葱味的，可以优待点，允许加糖。
1702564124# #董明珠称孟羽童只想用格力平台去当网红董明珠怒斥孟羽童董董事长你说对吧？允悲允悲允悲允悲
1690609186# #狗命拿来。
1692082153# #特斯拉：特斯拉公司已在中国建立数据中心，以实现数据存储的本地化。所有在中国大陆市场销售车辆所产生的数据，都会存储在中国境内。。关键是还要保证这些数据不外泄。
1689595083# #高职大专。
1697799793# #事发长沙！他救人时，没有一个动作是多余的，真帅！
1692086209# #缅甸五星级酒店300多元都没人去除了想去搞诈骗赚大钱发财的谁还会去？
1688440895# #寻衅滋事。
1698455328# #以军宣布扩大在加沙的地面行动规模任何屠杀平民和妇女儿童的行径都是犯罪。
1688351815# #电车和油车将长期共存，电车取代油车，我们这代人应该是看不到的。。。电车之所以在国内火爆，一是因为电车的研发，我们走在了前面；二是电车的宣发工作做的好，其实真正买了驾驶使用之后，后悔的不在少数。毕竟电车离成熟产品还有很大的差距。宣传的都是优点，大多数普通人根本不了解电车的弊端。受宣传
1700223102# #王自如媚上表达我如哥最近频频热搜！允悲
1697984486# #还能知道他的三个手机号。
1697080609# #斯柯达正在讨论是否退出中国市场柯迪亚克很不错的，性价比高，可惜卖不动。
1700792626# #吴秀波及其公司被强执4.66亿有钱，这个怪叔叔彻底扑街了。
1696415693# #赵又廷高圆圆送女儿上学作孽，今天偶尔翻到高圆圆的黑暗料理，还不少。
1695719236# #肖战被举报税务问题？
1703508773# #法院披露订婚强奸案详情妥妥的强奸罪，没有任何异义！。但女方的行为也是非常怪异，按很多地方习俗，男友女定婚后就可以光明正大的住一起了。为什么女方不愿意？。哎，还是小伙子气盛，搂不住火。
1687569573# #微笑之美随手拍同门师兄弟互殴。
1693638401# #钟楚曦解锁新角色解锁新广告。
1700659962# #KTV提供有偿陪侍服务被查不提供有偿陪侍的KTV能有生意？。咱们的执法部门像不食人间烟火似的。。很多KTV把小妹叫服务员，然后小费结账到收银台，再以工资的名义发给小妹，用以规避有偿陪侍。。别问我怎么知道的，我也不知道。
1697344550# #派你去吧
1690897534# #我用不到这玩意儿，我们执行主机厂的标准。
1702623081# #孟羽童称当董事长秘书和具体业务脱节说明孟羽童还是非常的务实者。
1703684943# #女孩头发长虱子老师趁晴天帮其洗头。这种老师是对得起老师的称号。
1698573881# #华为p60
1690206228# #只要窟窿大，站在二十楼，银行能给气垫铺到十九楼。
1703221683# #自作自受，几个老头老太打打小麻将也要抓。
1689047660# #翻手车匪路霸，覆手民间善人。
1686927474# #乘地铁被冤枉偷拍的成都男子再发声起诉好，树个标杆，让法律给兴风作浪的小仙女们上上课。
1688520888# #SPA都这样做了？
1693918717# #美商务部长称将对华出售芯片但不出售顶尖芯片出售国内已能生产的芯片，限与不限没什么意义。限，国内已经能生产，仅能囿住同类美企，放弃中国这个最大的市场。。小算盘打的滴滴精，就是不限，咱们也不买，行吧？
1688359844# #狗仔曝蔡徐坤又一个情人W女士，蔡徐坤的另一情人。这还不是没成年的许千金。
1696931049# #等结果！
1697437056# #清华博士后当交警15年勘查无错漏可以转入到刑侦了。
1699143175# #李佳琦公司回应员工收百万好处费网络毒瘤必须铲除。
1689151603# #狗没事，换个人马上进去。
1688657015# #你就天天骂理想李想，理想也不会给你充一分钱值。
1698294134# #警方回应西南科技大学馄饨阿姨事件事情发生后，警方已介入调解完结，结果女生又把事情发到网上引发舆情，警方再次介入调查。
1688792046# #男子便秘自行灌肠致肠穿孔休克便秘也可以拿来顶包。
1688950414# #车辆召回
1697344419# #社保缴15年和25年待遇差别考公火热的原因所在。缴40年都不如27级的二级科员钟老爷子的零头多。
1693922531# #注意点吃相，别逮着好酒好菜死命吃！允悲
1691628367# #浙江多家公立医院重复收费这还是在经济发达的浙江。
1688448696# #杭州女子买彩票误打误撞中了一千万同样的一期，我中了四个号。啥时也能误打误撞一回？
1697947160# #郭台铭只是不小心把资本家的真实心声给说出来了，其实很多老板都是这样的心里。
1698218219# #嗯，这次终于被你哇塞，发改委转了老胡这篇解读文章，看来老胡确实没胡说嘻嘻
1699953414# #这种情况有，但不是普遍现象。
1695531213# #门店称iPhone15用安卓充电线或会烧机管你怎样，反正5年内没有换机打算。
1699000930# #咬伤10岁男童阿拉斯加犬已被打死狗奴们看看。
1692795083# #我的号也是啊！
1689171026# #正部！
1689122859# #浙江494家景区向四川人减免门票天气这么热，会有人去景区玩吗？
1690511993# #厦门暴雨似飞瀑倾泄而下台风杜苏纳登录厦门。
1689828999# #转发微博
1687585130# #挤眼
1695805687# #这个怎么办？央视来说说
1698553415# #官方通报公司规定私聊微信罚款100这种公司做不长的。
1700136735# #男子半夜爬独居女子窗户被击落身亡正当防卫，判的好！。早年我在昆山上班，宿舍窗户临河，半夜醒来发现窗外有一人影，有人站河沿上拨窗栓想偷笔记本电脑，被我拿竹竿猛的捣了一下窗玻璃，那货吓得蹦的一声跌河里去了。。我也没管那么多，只顾继续睡。。可惜笔记本电脑还是被偷了。几天后，门被撬了。
1699842508# #缅甸果敢四大家族成员称将杜绝电诈放他M的P，早在干啥了？现在怕死了，杜不杜绝已由不得他们了。
1695212581# #企业回应捐粪便月入6600元可以当成职业来做吗？比打螺丝还赚。
1688630955# #警方回应男子在足浴店按摩后身亡一早上5点摸到店里去干一炮，厉害。
1688029555# #19岁男生高考后找失足女被拘5天警察怎么找过来的？
1687788643# #买酒找她，杨副书记喝过酒肯定好！老庄你去照顾下生意，你在南京，又。挤眼喝酒
1689208511# #看了图3-6，我在纳闷，警局几时把铁的换木的了？
1698232963# #传统车企的技术和质控。
1689297808# #董老虎的坐骑被带走了。
1689210227# #不进去不甘心，👮活该，让你们和稀泥
1698240511# #辱骂新加坡护士的中国女子被判入狱罚款韩紫菲，名字都给抖出来了，以后怎么样混，怎么找老公？允悲
1698325893# #女团吸毒谣言四起的原因是谣言还是无风不起浪？毕竟现实中很多“谣言”传着传着就成真的了。
1689404606# #转发微博
1693570153# #如此侮辱女儿的污秽黄文，放任何一位母亲身上都不能容忍，希望江妈揪出老姜，把老姜送进去，真正的为江歌报仇。
1691303178# #当发现对方也是一爷们，这男的心里阴影向黑洞，估计从此不敢再🎫，从此杨委，一撅不振。
1690940043# #上次一骗子说我中大奖，要我先付税款。叫在奖金里扣，说不行。我说先付税款也行。听到这，骗子很开心，暗自窃喜。我又说，你先给我打50万保证金来，保证你不是骗子，奖金给我后，保证金退你。
1693744373# #租客大概率是夜场妹子。。【女租客欠租失联留满屋垃圾和猫狗尸体邻居：她出门打扮得非常漂亮】近日，重庆。网友发视频爆料称，一女租客留下满屋垃圾后失联，房东一开门，发现房子里垃圾堆积成山，根本没地方下脚。房东称：房里还死了3只猫和1只狗，全是老鼠、蟑螂。一直联系不上该女租客，已经报警了
1699578478# #浙江人今天下班早点回家嗯，通知下各单位的领导头头。
1698473558# #转发微博
1692933737# #中国好声音暂停播出那我们来听山歌吧，广西美女霸王花传承民族传统文化。
1691159913# #还在吃禁闭。哈哈
1687510194# #制片人说迪丽热巴在90后数一数二是某个制片人说的，还是大多数制片人的共识？
1694835719# #这几天太忙！
1693267167# #上海某知名饮料公司保安训送货司机就跟训狗一样保安，普遍文化程度不高，拿捏刁难送货司机是常事！
