1600642006# #厦门-音乐广场等
1535369334# #zs-笑得眼淚水也出來了！上海人现在多在讲‘’几号死‘’外地朋友搞不懂也想不明白，笑cry特转发供大家一笑:上海闲话当中，‘’几号线‘’几乎人人会提到，于是亲明好友就常有了以下潇洒的对话：上海人聚餐，散席后到地铁站口，一般才会亲切道别，互相问候，隨后会问一句：“侬几号死啊？”答：“
1551133127# #南京:夫子庙
1562019309# #掼垃圾的困惑：屋里有几斤朋友送的临安小核桃，珍惜啊，舍不得吃，蚝特了，热马刹了，只好掼到垃圾桶里，啥人晓得被垃圾分类指导志愿者拦下来了，讲回去分好类再掼，问了为啥，答曰：硬壳是干垃圾，肉体是湿垃圾。听了眼乌子拨登拨登，又不敢违法，只好带回来，花了二个钟多头，榔头敲、老虎钳夹，分成
1549236277# #春节是啥？。一个字：累。。二个字：消费。。三个字：大聚会。。四个字：胡吃海睡。。五个字：短信满天飞。。六个字：大家拜年贺岁。。七个字：鞭炮声震天欲碎。。八个字：探亲旅游纯粹受罪。。九个字：酗酒深醉伤身又伤胃。。十个字：长假放纵后还是回原位。。十一个字：春节就是全民折腾运动会！。十二
1579970001# #98年洪水上海没事。03年非典上海没事 。06年禽‎流感上海没事 。07雪͏︋灾上海没事 。08︅︆年大‍地震上海没事 。09年︋‬︅猪流感上海没︇︆事。12年大雨上海没⁠事 。13‬⁢︌️︈年H7N9上海还͏是没事。16年龙卷风擦‬肩而过。18‬︆年大雪上海依͏然没事。19年岁
1536838590# #上海建筑。古城公园（园林）。古城公园位于人民路、安仁街、福佑路之间，绿地总面积近4万平方米。与豫园、城隍庙相邻，是老城厢的一部分，处在旧上海城的边缘。。古城公园规划用地为A、B、C三块，其中：A块(东部)在人民路、安仁街、福佑路之间；B块(中部)在人民路、丽水路、福佑路小商品市场、城隍庙第一
1601933356# #外滩—灯光秀
1565737726# #泰国夜登—大象学校
1600209661# #厦门-集美嘉庚公园
1575155433# #小学生把作文当情书写，没想到，老师的评语更精彩。学生的作文是：我10在太想你了，已经想你很9了。请8你交给我，我绝不会7负你，永远6在我身边。5发4今生今世，都不会3心2意，这辈子只爱你1个。老师的评语是：写得独1无2，阅到3生有幸。我连看4、5遍，吓得6神无主。小小年纪写情书，我心里7上8下。想
1590358816# #西安事变纪念馆-西安城墙（陕西西安）
1559973010# #“最佳”着装笑cry
1615248483# #《老了就这么办》。。钱：。有钱多花少攒，切勿过分节俭，适当留点存款，应付意外风险；。。玩：。物质生活从简，精神生活丰满，寻找兴趣爱好，自娱自乐休闲；。。喝：。酒杯时而端端，酒量不增可减，若能以茶代酒，更显风度翩翩；。。衣：。衣服宁长勿短，颜色尽量新鲜，不求名牌
1613552517# #程十发美术馆
1621384491# #猴子🐵
1638623390# #龙记香港茶餐厅
1567746433# #绿地缤纷城
1579397588# #崔哥与吴欢
1550446491# #温铁军：三农问题
1662626043# #家宴餐厅
1594417895# #格鲁吉亚是靠近俄罗斯的一个国家，它有二座雕像，一座雕像是男的，一座雕像是的女的，他们每天晚上7点钟会合成一座雕像……这是一个非常伟大的雕塑家的杰作。真是了不起！色
1666322230# #趁热集合
1585088803# #人猴之间亲密交流，真好想知道他们说些什么？
1612832036# #转：这段几秒钟的视频，对文明作出了极为透彻的诠释。五杯啤酒泼在后背上，丝毫不影响举杯欢谈。包括贴身保镖在内，无一人大惊小怪。一个人的气度和格局，往往深蕴在细节里。
1603841857# #有人说大闸蟹以前是穷人吃的，真的吗?
1627295464# #百年印记魅力上海
1581204001# #小熊头部卡罐子里，众人合作将其救出！
1595368634# #防盗秒变逃生云梯
1633781721# #原中央商场
1616369714# #上海市浦江电表厂有一个小工，这个小工总是在其他小工抽烟喝酒的时候学英语、背单词。因为不合群他遭到同事们的群嘲：你一个小工，学英语有什么用？学到什么程度一辈子也只能是个电工。对同事们的冷嘲热讽，他无动于衷，十年如一日坚持学习英语。。后来电表厂收到了一些英文材料，全厂没有一个人能看懂
1586048180# #拿小面包的小女孩
1578358021# #第一次看到火狐，漂亮！
1543444510# #税务知识（0120）。关于增值税发票认证，这10个问题你一定要清楚！。以往的每月下旬，是大家扫描认证的高峰期，因为：扫描认证发票需在月底之前进行。。自从发票可通过勾选认证后，情况有所改变：勾选确认发票方式可以在申报前进行。。无论是扫描认证还是勾选认证，对于发票认证，有些基本原则大家必须明确
1633947482# #广御点餐厅
1538887022# #半岛酒店（2018.10.6）
1545694983# #狮虎斗
1535861285# #上海建筑（园林）。黄埔公园。黄浦公园，位于中山东一路500号，占地31亩，绿化面积10.92亩。东濒黄浦江，南邻外滩绿带，西沿中山东一路，北接苏州河。公园将上海市人民英雄纪念塔、外滩历史纪念馆、大型浮雕及纪念塔广场与公园园林景观融为一体，是外滩重要景观之一。黄浦公园广场是观赏浦江两岸风光的最
1565830001# #泰国—大象踢足球
1551745655# #街头表演柔术
1580747470# #我们准备好面对病毒爆发了吗？（比尔盖茨）
1585002517# #现代年轻人，真是……（日本）
1560552964# #中国制造了世界上轮子最多的车
1571266890# #松江醉白池
1534040057# #税务知识（0024）。你知道吗？享受小型微利企业优惠政策须满足这些条件。近年来，小型微利企业逐渐成为发展的生力军、就业的主渠道和创新的重要源泉。政府也出台了一系列税收优惠政策，为小型微利企业营造了更宽松的政策环境。那么，享受小型微利企业优惠政策需要满足哪些条件呢？。01。享受小型微利企业优
1618623684# #转发。     医院院长电动车坏了，推到一个修理店去修。。     修理店接待人员:“OK，检查费50元”。     医院院长:“为什么还没修理就要先交费”？。     修理店接待人员:“我们修理店的制度就是这样，你们医院的挂号费，不是没看病之前就要交吗”？。    医院院长无话可说，只好交了50元。。     
1588198076# #用自己的脸作为画布（韩国的视幻觉艺术家）
1535767984# #上海建筑。不同的城镇往往有着截然不同的色彩个性，也映照出不同的历史文化！近日上海16个区代表色出炉。。静安区—赤金色。说到静安区，标志性的建筑就是静安寺了，而静安区也是因其得名。静安寺，是上海最古老的佛寺，也是全国汉族地区佛教重点寺院之一。这样一座金碧辉煌的古刹坐落在魔都的市中心，与
1576357217# #马戏团表演出事，老虎吃马了。
1534652441# #税务知识（0050）。营业执照的经营范围该怎么写？。现在工商登记对经营范围应该怎么写已经没有明确规定，既没有字数要求，也没有类别限制。但一般来说，经营范围还是要表述的尽可能规范、易懂。实在不知道怎么写，可以参考国家统计局发布的“国民经济行业分类”，这里可以查到比较规范的语言表述。。准确
1666605386# #蟹味阁餐厅
1605059021# #蓝花楹之都，最美城市Grafton（澳洲）
1579884352# #过去土豪怎么过年的？
1608850798# #不可思议的头部旋转360度魔术，究竟是如何做到的？
1616269454# #雕塑
1544824422# #教你几个方法清洁衣服上的顽固污渍
1562365229# #发射火箭🚀
1667188553# #长风大悦城
1600475987# #厦门-胡里山炮台
1539905637# #税务知识（0096）。中小企业会计做账实操—常见会计分录。公司从7月1日开始筹建。接下来发生的业务按顺序如下：。1.7月3日张三代垫钱4万元并亲自去购入一批固定资产（发票上购货写会计说有限责任公司）。借：固定资产－－－－××设备。贷：其他应付款—张三。2.7月6日老板张三代垫钱1万元购入一批办公用品。
1575596208# #马戏团（欢乐谷）
1603406836# #利用蛇来捉鱼，这一招真是太高了！
1576522957# #年关将至，小偷厉害
1593553836# #建德花园小公园
1535343983# #见过这种冲浪吗？
1534995876# #翡翠的种和色，基础知识纯图版①
1668829072# #中山公园
1540695682# #税务知识（0105）。盘点那些不是专票也可以抵扣进项税额的凭证！。增值税专用发票可以抵扣进项税额这个大家都清楚，但是当收到普通发票或其他凭证，告诉你也可以抵扣进项税额，你是不是有点怀疑。别慌！今天就来盘点一下除增值税专用发票以外哪些凭证可以抵扣进项税额~。一、通行费发票。（一）通行费增值
1570228682# #民生现代美术馆
1668053749# #M50创意园
1607519548# #查厘士餐厅
1556839248# #让我们测试一下你的反应速度
1579797931# #口罩怎么戴？专家来教你！
1557269946# #这鸟儿成精了，还会利用诱饵捕鱼
1573794516# #大宁国际商业广场
1667383683# #文昕冰室
1569284347# #外滩
1572841931# #梦公园
1580258591# #武汉！加油！
1665229986# #食好点餐厅
1546306678# #税务知识（0137）。个税6项专项附加扣除问答来了—大病医疗篇。2019年1月1日起，纳税人计算个税应纳税所得额时，在5000元基本减除费用扣除和“三险一金”等专项扣除外，还可以享受子女教育、继续教育、大病医疗、住房贷款利息或住房租金，以及赡养老人等6项专项附加扣除。那么，6项专项附加扣除到底怎么
1591493478# #东方盐湖城①
1563063534# #江西鄱阳湖上最美水上公路，汽车就好像行驶在茫茫大海上一样！
1571544893# #第十五届世界武术锦标赛开幕式
1548568300# #拍卖会上笑cry笑cry笑cry
1614769436# #环球港
1534568135# #上海建筑。老西门。很多人都知道上海地铁有一站叫“老西门”，。但你真的知道“老西门”是哪一扇门吗？。在上海，有这么一群人，他们共同的代号是310102。他们所在的片区，以前叫南市，现在叫黄浦。但如果问他们是哪里人，他们可能还会笑着说：我是上海南市的！。尽管这个曾经涵盖上海老城厢全部地域及现在
