1695250156# #均为利益
1695743615# #算起来，我也算出差比较多了……但是最近越来越不喜欢出差。一方面在途中耗费了很多时间，另外一方面好像也没有什么特别有创意的事情。
1695702159# #嘻嘻社交越多，浪费的时间就越多。非不得已，不参加社交活动。
1697846337# #允悲简直了这个……匪夷所思的智商。
1695776266# #这件事从一开始爆出来，就知道，当地政府会惹一身骚……可是怪谁呢？
1697290060# #我是疯狂的豆制品爱好者。家附近有家店，里面的嫩豆腐、老豆腐、香豆腐、豆腐皮、白素鸡、黑素鸡、油豆腐皮、豆腐干……我都买好多。
1700562818# #油车体验还好。每次都不排队，我就一直开不休息。
1698274714# #其实今年所有的行业压力都很大。
1700968886# #解放军中缅边境实战化演训最新消息我兔还是太腼腆了，但凡换成美国或俄罗斯，早就开撕了。五常都有自己的势力范围，就算你自己不承认，全世界也会那么认为。亚洲毫无疑问就算是中国的势力范围……出现那样的问题，中国应该积极负起自己的国际责任，主动、坚决地解决。
1698335764# #罗翔你们睡觉的时候手机关不关这种手法已经用了好几年了……但是绝大多数人的手机都是不会关的。特别是搞网络运维、网络安全的，24小时待命的手机就是自己的半条命啊。允悲允悲也是自己和公司对客户的承诺。
1698415565# #那挺好的。我就觉得在导航的时候，这两个小细节就很棒。
1700976297# #是的。这一点，我兔一定会有充足的“道”。嘻嘻嘻嘻
1698967660# #王鸥何九华早上瞥一眼热搜，第一行这……？？？第一个知道，第二个第一次听说……咋了？？？原来是一个事。前者有喜了，然后讨论后者不是火车开出轨道了么……以及：喜从何来？（双关嘻嘻偷笑）
1699285948# #其实是一个药厂的同一款……以前只有便宜的，可能觉得不赚钱，现在主要是盒装的高价药了。
1688236961# #上海有个同学，被封的时候和我说，一旦这事结束了，就得润出去了……后来和我说，出去的挺多的。去年上海这件事，让人很失望，或者说，愤怒。
1696577906# #有的时候研究“为什么”，不重要的场合直接重启。
1699288903# #666偷笑
1699185535# #比如一些网络安全咨询顾问。遇到过有的客户，给了大几百万给某些咨询机构，但是给的网络安全建议完全用不成，然后再花十几二十万找一家网络安全公司做具体的落地。说太虚了，最后都得靠网络安全公司。
1700007784# #光刻机、芯片，还在卡，就还不行。不过前段时间的那些事，我国算是有了明确的目标了：核心，还是得自己搞，美国人信不得。
1696306728# #别的城市可以啊，并且上海支持特斯拉……我觉得小米有可能纯电、增程一起做。这样满足更多人的需求。
1696074846# #嗯。
1700564708# #国内这些现在也做得蛮好了。
1700362233# #笑cry实在想不明白，VERTU手机的价值在哪里……
1698667490# #忙忙碌碌的一天，大部分时间也是被临时性的事务打断。停好车后只想在车上静静的休息下（然而也没）。到家打开一包花生米，干了两罐啤酒。然后又和家人吃了点……可是，自饮自酌就容易醉……低落，很低落。
1696520263# #至少得5000以上的。
1700858021# #笑cry
1696593237# #主要适用症：牛皮癣、白血病、尿毒症、癌症等？？？
1699037122# #消费主义陷阱就是这样的。
1699523139# #并且几乎都有免费版，哪怕是收费版也很便宜，对于广大人民群众来说，免费版也足够好用。嘻嘻
1700338236# #蔚来、零跑、哪吒：你们当我们不存在？
1696076669# #哦吼费解
1696577328# #这也是一件没有后文的事。损耗的都是官方部门的信誉度。
1698147389# #有的人确实不适合做饭之前有个高中同学讲起做菜头头是道，我们都以为这哥们儿这方面有什么天赋。后来等到工作了，让他露一手，这哥们儿往油里加葱花的时候，离着锅子一米远——往里扔。允悲允悲允悲我们集体嘲笑了他，从那之后，这哥们再也没谈过做菜。
1700309615# #第一个单词是“ALL”，都死了。
1700864341# #在微博上耍，一定记得定期关注点赞和关注两个地方。因为微博的设计，会让你莫名其妙就给刷到的广告点了赞，也会关注一个你从来都不记得的账号……怎么说呢，这么弄kpi，可是要出门被车撞的。
1699656166# #允悲
1700754617# #头发这样洗一周只用洗一次头反正视频中说的我是不信的，对于分泌油脂比较多的人来说，无论你用什么方法洗头，都避免不了早上出门的时候清清爽爽，傍晚回家能挤出油来。笑cry笑cry要不然“油腻中年男人”咋来的？不是不想，是避免不了。
1700564683# #下班后到地下车库，往车上一坐，就一点都不想动。默默的掏出手机，看看微博或其它的APP，找一个慢摇歌单，感觉才有力气发动车子。晕
1695321133# #还是更喜欢燃油车的外形。但是似乎目前绝大多数新能源车，都一类的设计风格……能不能，好看点？（相对喜欢蔚来的设计风格，觉得ET系列的真的好看。小鹏也可以。理想的就太中庸了，虽然，我喜欢增程。嘻嘻）
1698146729# #其实矿泉水纯净水之类的我喝不出有什么区别，但我刚才本来是想把东方树叶加上来着，好像最近很多喝茶的人评价他的口味说不错。
1700785887# #手机打电话的基本功能，现在已经出不来什么花样了，可能大家最需要的还是拍照。我估计以后随着手机拍照能力的增强，会把美图秀秀之类的软件干掉（相当大比例），至少很多人不再需要这类软件
1700631016# #哪条法律规定的？作为球迷，我为我支持的球队喝彩，但是对方打出了好球，我一样鼓掌。体育精神，被你们玷污的一塌糊涂。
1696516166# #坐过好几次这个座位，有的时候空姐会坐在正对面……四目相对，略显尴尬。偷笑嘻嘻
1695136535# #企业中的网络监控一般有两种。一种是纯粹的网络测审计，就是你上了什么网站，单位都可以知道。个人觉得这个没有什么太大的问题，毕竟，你用了公司的网。但是有一些系统，同时带了桌面截屏。就是你聊天的信息，他们也可以记录下来，我觉得这种就属于真的是要死全家的那种……网络安全
1696292238# #嘻嘻偷笑
1699853931# #允悲允悲当时觉得，就算是拎个国产的电脑进去，操作系统还是windows。本质上也没啥区别。本来想买个苹果，现在想想还是买个国产的吧，再装个国产的操作系统。
1694613713# #感谢我们最棒的团队嘻嘻干杯。。一个人走的快，。一群人走得远。网络安全。。
1696954179# #头发越来越少。脸上的斑却是一天比一天多。两个，换过来，多好
1698275793# #【欧洲刑警摧毁黑客组织RagnarLocker，曾对卡普空索要1100万美元】欧盟执法合作署/欧洲刑警对一个名为RagnarLocker的勒索软件组织进行了“重大打击”。该组织曾在2020年对卡普空发动攻击，影响了大约40万人的数据，并索要了1100万美元。|
1687618274# #做网络安全工作的很多人都被问过一个问题：你帮我盗个QQ吧，你帮我查个微信的聊天记录吧……(⊙o⊙)啥？？？你弄不了？那你咋搞网络安全的呀，连这点事都搞不定，你这水平明显不行的。
1697174275# #相信看我微博的技术人员占据大多数，并且也有不少的技术管理者。纯技术实际上比较简单，就是0和1，交换机不通就是不通、SQL注入防不住就是防不住，但是管理上很多时候不存在对错，并且要做的事情更多。转发，与各位一同思考。
1695049126# #还有打印复印店的、兰州牛肉拉面的……都是一个区规模搞定全国大多数。能做到全球百分之多少就更牛了。goodgoodgood
1696948753# #为什么体制内的人很少发朋友圈没想到这个话题又上了热搜。比如张三要晋升的时候，李四和王五对他不爽……朋友圈找条消息，添油加醋说点啥，三传两传，指不定就是南辕北辙。所以，谨言慎行，对体制内的会好很多。（虽然，但是……企业也是。）
1698441909# #不不不，差距还很大呢。（国防部：我们认为局座说的很对，我们差距很大，所以……财政部，打钱！嘻嘻偷笑）
1695738493# #小公主历史性的拿到了班里唯一的“A++”，还得到了老师单独在评级之外的评语，及一个点赞的大拇指。然后，她特别嘚瑟地跑到我边上，手指着评语：“爸爸、爸爸，你看！你看！这是什么呀？我怎么不认识呀？”嘻嘻
1699614390# #预制蛋大概看了下介绍，不知道我的理解有没有偏差：一些店提前把鸡蛋煎好了，保存到冰箱里。吃的时候，临时加热一下给大家吃，这样速度快，但是……口味明显是会差很多的。鸡蛋这玩意，火候特别重要，冻一下再加热，完全不是那个味儿。
1698508908# #转。很多朋友可能会遇到这类的问题，可以参考这个方法去搞定，无非是稍微多花一点钱，但也不太多，并且最终的效果要好很多。
