1612246621# #其实我想分享一款太赫兹理疗仪，但不擅长直播笑cry
1667047006# #发哥偶遇谭咏麟，当年明月已古稀！。。近日香港知名歌星谭咏麟晒出自己和好友周润发在街头的合照并配文称：“前几日在街头碰到一位淡泊名利的老友，国际巨星周润发，精神及身体状态非常之好值得我们学习。”。。两人状态非常好，尤其是谭咏麟已经72岁高龄了，但仍显年轻，状态很好，完全看不出真实年纪。他
1639297128# #我要扼住命运的咽喉，决不能让命运使我屈服。——贝多芬艺术分享
1646352299# #美国正考虑是否制裁印度。三哥英文溜的一批，思维也接近西方，号称油管五常，以一敌十批驳的西方体无完肤。这波骚操作值得尊敬一下，把阿去掉叫声哥。。。也希望我们舆论战能一致对外，少点反思怪和精英圣母，多想想今天的和平是怎么来的吧，先辈浴血奋战换来的不是你一句轻飘飘地反战。我们呼吁和平反
1595201995# #儿时特朗普吃洋葱挺犟的。先不考究此视频真伪。这符合特朗普生肖属犬的性格。他极厌倦别人批评，认为某件事情正确的话，会极端固执，毫不忍让。今天的特朗普仍然依附着这种不屈不挠，顽强不服输的状态。
1608264674# #高山流水琴弦好，道法自然人未老作揖
1677640734# #老人自家院子种菜被上门强行清理。从视频上看，确实是紧挨着自家门前种菜。。不知道打砸的这帮黑狗是不是没事干了。。。想到另一个话题，在疫情期间俺曾呼吁政府应该引导帮助人民每家每户在自家阳台上种点菜，既解决了人民的实际需求也陶冶了情操。。。现在总感觉砸菜园、搬课桌、抢地摊等等烂事是故意和劳
1591571087# #为什么要把男宠叫面首？。。南朝时，刘宋前废帝刘子业继位后，大肆淫乱宫闱。不仅霸占自己的亲姑姑，而且强令内侍当众强暴各叔王的妃子、公主。刘子业的姐姐山阴公主刘楚玉有样学样，请求刘子业赐了自己30个"面首"。面:即面貌漂亮。首:即头发乌黑，说这样的男子肾强。从此，面首就确定为男宠代名词。
1639123355# #只有在人群中间，才能认识自己。——德国。学习打卡
1655049664# #回归家庭的一定要是妈妈吗。若是两人都赚的多，请保姆就好了。一般女性做全职妈妈的前提是男人要赚的足够多才能养得起家。这东西一家一个情况，要是女性能赚的更多，也有男的承担家务的。根据实际情况来就行了。
1584002889# #滚滚长江东逝水！
1612622713# #goodgood
1596876617# #求救灯语
1607595768# #这个课程没有什么问题，当然男德也要上。其实主办方层次低了点儿，不能把男人女人对立起来。应该叫阴阳平衡。乾坤之道。男女是一体的太极图，你中有我，我中有你。/对啊，我可以炫富，你不能偷盗
1609119511# #还有钟情妄想症！涨知识了。
1666618805# #看来蔡司令要当选总经理
1636944316# #董明珠能再造个董珍珠吗！。。企业传承靠的是好的制度，优秀的企业文化，以及负责任的领导。。。近期，格力电器董事长董明珠在中国制造业领袖峰会上公开表示，要将孟羽童培养成第二个董明珠，一时间孟羽童火遍了全网。。。当然，质疑的声音也不小。。。随后孟羽童本人回应称，自己只是一个普通的打工人，有很多
1636198762# #1971年苏联3名宇航员因大意酿成悲剧，。40秒在太空遇难。。。自古以来中国人民就对宇宙充满好奇，像嫦娥奔月的传说就代表了人们对于地球之外事物的美好憧憬。2021年6月我国空间站也迎来了第1批用户，我国三位宇航员身穿宇航服举行了第1次出舱活动，对于中国航天史来说这无疑是非凡成就。。。整个出舱过程全
1608036390# #这就叫上帝有眼。
1608035235# #任重道远，高瞻远瞩，顶层设计。
1652803308# #家长为孩子增高一年花48万。增高针作用不大，专坑土豪。。人的身高和先天基因及后天锻炼饮食都有很大关系。最管用的增高方法是去打篮球吧，蹦哒蹦哒能变高。相信我。
1603337096# #好鸟奇遇记动物奇观
1607008985# #中国历史上被皇位耽误的七大艺术才子！。。朕去搞艺术了，。江山随你们玩儿吧！。。大中华上下五千年文化历史悠久！。刹那芳华，电光石火间涌现出许多有才情的皇帝，他们在文化艺术上的贡献至今影响深远！。。05 隋炀帝杨广。。杨广上台以后其实做了很多伟业，比如说中国的科举制度。而科举考试是隋炀帝的一大功
1639458095# #一起去看流星雨。艺术分享。。等不到双子座流星雨撒满天际，。先点燃九支仙女棒代替。。。最灿烂不一定要许多钻石黄金。。看你眼睛有幸福的倒影。。甜宠文推荐
1587264014# #与臭豆腐老板的默契手册不买就会觉得很尴尬。小学天天都会买肉夹馍老板都认识我了路过不买就很尴尬我都不敢看老板或者快点走过去允悲
1604809140# #四大信号同时出现！。特郎普惨遭抛弃，更加危险的还在后面！。。如过山车一般跌宕起伏的美国大选闹剧还在继续发酵。。。虽然特朗普以及他的团队还在奋力奔走，高呼大选不公，要求重新计票。虽然大选的最终结果还没有出来，但是四大迹象表明，特朗普已经翻盘无望，彻底被抛弃了。。。一、选民抛弃特朗普。。当拜
1603780833# #防止蚂蚁变蚂蝗！。。蚂蚁虽小，大象难挡！。说蚂蚁集团是一家金融科技包装下的高利率平台，虽然有夸张成分，但也不算太偏离事实。。。根据披露的数据，蚂蚁集团有，。10亿+个人用户，。8000万+商家用户，。数字支付交易规模118万亿（支付宝），。微贷科技平台贷款余额中消费信贷1.7万亿，。经营者信贷4000亿（花
1609109112# #我们都要试着去好好说话
1607592063# #所以说美国那个能叫市场经济吗？
1627893902# #这个律师说的话很客观，死刑案件辩护律师的重要性，还有一些刑事案件中律师阅卷权，提出意见权受损时，他的做法。他提出的问题其实很有价值，这些问题在死刑复核程序中如果提出并有确切证据，很可能莫不会那么快被执行
1603160183# #我不会吹口哨吗doge
1607864720# #以其人之道，还治其人之身。
1631365864# #阿富汗塔利班取消临时政府就职典礼。动荡的日子早些结束，苦了老百姓，。希望邻国繁荣稳定。。。但据说阿富汗新政权里没有女性要员。。塔利班发言人说女性承受不了复杂甚至残酷事情，让女性在家好好生孩子。。看上去好像还很体恤女性的样子。
1630713868# #姐姐的愿望！。每晚要给弟弟洗脑。
1607232642# #看多了她也有点恍惚了嘻嘻。
1657925371# #你心中的港片经典是哪部。20年前的港台电影更好看。像警察故事，黄飞鸿之类。现在的没有以前电影好看了，后继无人，怎么回事
1585655702# #三个条件不满足不开学。在疫情得到基本控制之前不开学。。在学校的基本防控措施到位之前不开学。。在校园和师生公共安全得到保障之前不开学。除了这三个条件之外，特别强调要严防境外输入可能带来的风险。。。大学还是暂时不要开学了吧...一个大学全国各地都有学生...那么多所...要真有一个人感染上...后
1601699067# #十位被尊称为先生的女性！。个个不简单。。把教师、女学者或德高望重具有社会影响力和感召力的女性称为先生，始于中国近代。。。以下几位著名女性被尊称为先生。。。1.宋庆龄先生（1893年—1981年）。。伟大的中华民族革命先行者孙中山先生的夫人。伟大的爱国主义、民主主义、国际主义和共产主义战士，举世闻名
1631541558# #清新空气多重要！。。很多人没意识到自己缺氧。。现在很多写字楼、高铁、机场大巴等都没有能打开的窗户，说是新风系统，其实闷的要死，特别是刚装修完后。。。真的，办公场所没有窗户是一件很不人道的事情，一定要多关注办公环境。。。在无疫情城市的公园里或人少的地方也尽量不要长时间戴口罩，否则很容易缺
1591744660# #中医还有上、中、下之分，“上医治未病，中医治欲病，下医治已病”，最厉害的西医亦仅仅是治已病，所以最低层次的中医也比最高层次的西医强。因为西医治完“已病”后，又会制造出另一种病来。
1587363777# #北京明确8类人需要核酸检测。革命尚未成功，同志仍需努力。。八类人员实施行核酸检测：。。①新冠肺炎病例和密切接触者；。②发热门诊就诊人员；。③急需住院治疗患者；。④经北京口岸入境人员；。⑤武汉返京即将解除隔离观察人员；。⑥中央和国家机关出差返京人员；。⑦外地来京入住酒店宾馆人员；。⑧高三初三
1600647998# #茶壶里的风暴！。。台湾现在就是1949年初被围困起来的北平，当时城内上演的一切都已是茶壶里的风暴。何时以及以何种方式结束那一切，城外的解放军说了算，西柏坡说了算。。。针对今天的台海，我们常人可能感觉这个过程有点长，但对历史来说，此过渡也只是一个瞬间。军演民国
1607596093# #这不是也有男德吗
1607411545# #汉武帝与霍去病互相成就，汉武帝也不可能亲自去前线打仗！嘻嘻
1639351309# #书不仅是生活，而且是现在、过去和未来文化生活的源泉。——库法耶夫学习日常
1587563115# #中国向150多个国家国际组织提供援助。不支援吧说中国见死不救，支援吧又说中国趁火打劫，这些人都是吃不饱的白眼狼。。。同时对国内因疫变穷的中小企业及个人的扶贫工作也要做得更好一些。
1607480701# #灵隐寺内一幅对联，写尽了人生！。。人生哪能多如意，。万事只求半称心。。。语言虽朴实无华，。却饱含人生哲理，写尽了人生爱上这座城。。。万事只求半称心，意味着常常要知足常乐、随遇而安。林语堂先生说，这是“中国人所发现的最健全的生活理想”。。。“半称心”并非消极无奈，而是一种人到中年后的豁达
