1702177068# #外籍旅客优先登机致一女子滞留机场蜡烛蜡烛蜡烛阿弥陀佛！
1696948099# #新华社称退休不是护身符这个太直接了，说出了很多人想说而不敢说的话。
1692331707# #受贿百套房医院院长庭审画面曝光是院长这个位置给他带来的百套房子和亿万钱财，如果他不是院长，谁去搭理他？
1696414274# #迷笛发布音乐节乐迷财物被盗公告🙏🙏🙏阿弥陀佛！
1690490290# #7月28日早报。1.“杜苏芮”来袭，厦门湖里发布静默通告：人不出门、车不上路。2.重庆一男孩坠入长江后亲属施救。3人均失联，官方：正在搜救3.广州海珠区100名外卖骑手受聘食品安全监督员，可上报商家违规行为。4.香格里拉通报“老太路边搭帐篷致堵车”：事发村道，冲突双方已谅解。5.杭州一户家庭隐瞒
1701043629# #35万余集低俗有害微短剧被清理短视频的乱象真的该管一管了。
1697199054# #成都一学生被同学强迫吸氨气病危怎么处理这种坏孩子？
1699668758# #志愿者曝佛山福爱嘉妇产医院贩卖出生证明还有多少？？
1690074168# #街头杀妻男子当着女儿面行凶如何避免类似事件的发生？
1694806581# #9月16日早报。。1.国家卫健委：20余省份报告病例，猴痘纳入乙类传染病管理。。2.易建联退役仪式上真情流露：中国男篮是最神圣的名字；男篮四大“移动长城”再次同框。。3.外交部宣布对两家参与售台武器的美国军工企业实施制裁。。4.河南太康通报16名学生用餐后不适：初步认定为食源性不适。。5.高铁乘客35元
1695192710# #录取通知书被人冒领顶替30年伪造身份的人利用怀孕躲避法律制裁，那些帮助她伪造身份冒名顶替的人怎么处理？？？
1699993665# #武汉一研三学生留遗书后轻生蜡烛蜡烛蜡烛阿弥陀佛！
1702764144# #12月17日早报。1.国产C919飞机飞越维港上空，环绕香港岛两圈，进行飞行演示，李家超发文感觉很兴奋。2.东方甄选二选一大结局，免去孙东旭CEO职务，俞敏洪兼任。3.甘肃一公立医院拖欠15个月绩效工资，医院回应实属无奈，逐步补发。4.国际足联最新排名，中国女足下滑至第19位，追平队史最低。5.湖南吉首
1699159140# #山西运城盐湖马拉松参赛包只送3颗糖组委会回应
1703812393# #多数存量房贷利率明年下调10个基点闲着无聊翻看去年冬天的微博，看到这张大嘴……
1699279398# #佳木斯一体育馆发生坍塌🙏🙏🙏阿弥陀佛！祈愿所有人平安！
1692950864# #供电局回应员工家属疑炫富事件截图分享。
1691347591# #8月7日早报。1.山东德州突发5.5级地震，为山东十年来最大地震，5个半小时59次余震；民房倒塌，已有23人受伤，均为轻伤或轻微伤；山东震区周边公路网运行正常，京沪高铁、石济客专等限速运行。2.英雄班组荣归：K1178次列车乘务人员每人获奖励1万元。3.陕西汉中撞死2人醉驾者系正科级干部，受多年前旧友
1698370458# #警方通报打死柯基男子被5人滋扰🙏🙏🙏阿弥陀佛！
1688677909# #学校要求教师不要晒暑假旅游照片原因是不能引起其他行业的不适和非议。这个其他行业是什么行业？？
1690119062# #理想汽车起诉理想贴膜店索赔120万胆子太小，只看不说。
1696021493# #11岁男孩被逼吸烟下跪遭围殴太可怕了，居然是局里有人。
1703575159# #专家称激活楼市核心政策是取消限购利用房价吸引百姓存款，榨干最后一文钱。
1700041716# #官方通报网传国企领导别停客车一时没注意，偶尔露峥嵘。
1689630634# #女子跳绳致肾结石掉下卡在输尿管肾结石患者多喝水加跳绳确实有作用，跳绳属于剧烈运动，心脏有问题的人要慎重。
1699406824# #银行回应购房者贷款买房却被办消费贷对于违规人员怎么处理……保密。
1701091790# #北京现有艾滋病感染者及患者27285人蜡烛蜡烛蜡烛阿弥陀佛！
1702285672# #现在股市为20年一遇机会蜡烛蜡烛蜡烛阿弥陀佛！
1699602787# #男子奸淫多名农村留守女童被判无期应该送他下地狱。
1695659298# #9月26日早报。1.云南一坚果公司发生缺氧事故已致3人死亡，一死者年仅25岁。2.外交部回应美国政府持续监控华为：非法手段企图阻挠中国企业的发展。3.湖北黄冈查处一处楼顶“黑广播”：违法分子利用其宣传虚假保健品、药品获利。4.北京一快捷酒店推“楼梯间房”国庆650元/晚，客服：相对便宜。5.5亿条黑
1701392528# #一对艾滋夫妇的第19年输血感染艾滋病毒🦠
1691550557# #北京特大暴雨已致33人遇难蜡烛蜡烛蜡烛阿弥陀佛！
1701122260# #有线电视终端默认应为开机进入全屏直播为有线电视坚守底限而欢呼。
1691809745# #新冠三阳的人开始陆续出现开始出现三阳，接下来的会是开泰吗？还是准备口罩😷吧。
1698879036# #官方通报农村只要立火聚餐就得办证蜡烛蜡烛蜡烛圣人曰：苛政猛于虎。
1700690430# #因烂尾楼要账被打的亮亮丽君夫妇发声当事人通过社交平台回应称，事情已经妥善解决。通过什么方式解决的？？
1694490475# #重庆一中学女生遭多人殴打逼下跪什么时候恢复少管所？
1698274167# #爱狗人士放学路上追问打狗者女儿追问其年幼的女儿，你爸爸虐杀一只狗，你爸爸是好人吗？？？？
1698309213# #长江大学回应主题讲座播放不雅视频电脑又出病毒了？
1698748904# #女医生水杯遭投多聚甲醛及尿液这不是投毒吗？拘留15天？
1697669420# #云南电梯坠落致3死17伤蜡烛蜡烛蜡烛阿弥陀佛！
1699993976# #雨润优选回应员工用嘴给肉剔骨生肉，直接用嘴剔骨？
1690537697# #遭71岁老头扒坟辱尸老太家属发声🙏🙏🙏阿弥陀佛！
1693193858# #男子景区内用木棍狂捅东北虎幼崽这就是个人渣。
1694646605# #交通局拒绝公开前局长孙女炫富调查结果蜡烛蜡烛蜡烛阿弥陀佛！
1703982382# #杭州一小区年赚200万给业主分红昨天傍晚物业公司来电话说我家楼上暖气漏水，我家可能被淹了，让我打电话联系楼上房主。我告诉物业的人我在外地回不去，物业明确表示这事他们不管。
1695291493# #配餐公司环境脏乱家长扎堆送饭孩子吃饭问题难倒了多少人？
1689673935# #郑州市教育局道歉已经批评了口出脏话的工作人员。
1701654625# #奥司他韦医院定价仅需20元板蓝根→→连花清瘟→→奥司他韦……。
1691052599# #父亲去世欠20万继承人要还吗徐某银行卡内的15万多元在其去世后被二女儿取出，这笔钱不应该用来还债吗？
1697015371# #山东师大被指性侵未遂的教授傅某已离职流氓教授会进局子吗？
1699439853# #夫妻变卖房东3.6万元家电只愿赔3000偷着卖别人家的东西属于民事纠纷？？？
1692254134# #12306回应母亲带病儿买三张票这个没有买到坐票的人渣太招人恨了。
1693400575# #掏180万帮朋友还完房贷对方当场跑了朋友是用来欺骗的？？？
1703834440# #山西一小区上百人中毒蜡烛蜡烛蜡烛阿弥陀佛！
1688881427# #当地回应村民私搭浮桥被判刑事件五大疑问疑问一：黄德义自筹资金搭桥为何不被允许？疑问二：为何在罚款3次之后才强制拆除？疑问三：因收52950元过桥费而被判定为寻衅滋事罪，金额从哪来？为何驳回黄德义的申诉？疑问四：村民的过河之困何时解？疑问五：新桥建成前，村民怎样过河？。
1695552461# #夫妻爬泰山将孩子独留车内4小时保留这个视频，二十年后给这个孩子看。
1698611315# #10月30日早报。1.深圳欢乐谷景区过山车碰撞事故已致28人受伤，景区被责令闭园整改配合调查。2.中国航天员乘组完成在轨交接，博士乘组将于10月31日返回地球。3.黑龙江哈尔滨市发生一起煤气罐爆炸事故，现场人员1死2伤。4.山东烟台一自然保护区现大量鸟类残骸，多部门已介入调查。5.多省份辟谣推行工龄退
1689387961# #多地烟草局要求直系三代血脉不得应聘🙏🙏🙏阿弥陀佛！
1689214528# #女子半夜回酒店发现床上睡着陌生男子免了两天房费……摆平。
1698381784# #老人4万看病钱被孙子换成假币有多少个孙子在暗中祸害爷爷？
1690321109# #卧底记者回应下架视频换缅甸放人🙏🙏🙏阿弥陀佛！愿记者一生平安！
1691918740# #男子曝内蒙古踩坑游：重复交费，15人团变44人，号称纯玩却强制购物导游旅行希拉穆仁草原
1693023105# #当地回应记者采访祖坟被挖事件遭扣留🙏🙏🙏阿弥陀佛！
1696632485# #老师订10余套演出服用完立马退货在这种环境里长大的孩子会是什么样子？这个社会的未来会是什么样子？
1703722546# #贴身衣物穿黑色更容易得癌症系谣传对制造谣言的人怎么处理？
1691897127# #郑州某座桥下的佚名诗被涂掉了为什么要涂掉？世界变成一个颜色……好吗？？
1697836126# #被狗咬女童家属称每天医药费1万左右狗的主人拿了多少钱？？
1690919773# #8月2日早报。1.北京：强降雨已致11人遇难27人失联，其中2人因公殉职；河北：强降雨造成540703人受灾，9人遇难6人失踪。2.中国女足1-6不敌英格兰，历史首次无缘小组出线。3.长沙警方通报女网红称遭陌生人要求陪酒：系剧本，4人被行拘。4.网约车南昌西站接客需交2元钱后续：调整为前15分钟免费。5.顺丰速
1688787069# #曝河南一院长要医生多开中药提升收入有多少没有被曝光的？
1700601359# #警方通报记者采访后遭电话轰炸辱骂蜡烛蜡烛蜡烛阿弥陀佛！
1688248138# #“女子被法官抓伤”，媒体：护法者更应先守法
1699066150# #煤矿隐瞒事故违法转运火化遗体问责36人蜡烛蜡烛蜡烛阿弥陀佛！人命关天……
1690098892# #女孩店内撒尿家长拒清理称我购物了家长这么做会影响到孩子的。
1694634187# #对北极鲶鱼案信息披露是反腐调查应有的环节不予公开，不许公开，不能公开……
1689532032# #7月17日早报。1.东航在上海正式接收第二架国产C919大型客机，将继续执飞沪蓉快线。2.湖南回应涉“省直单位”微信群不雅信息事件：涉事人称微信被盗。3.台风“泰利”将于17日登陆，防汛防台风应急响应升至三级。4.四川雷波县一车辆从山崖滚落金沙江，致5人遇难3人受伤，警方通报初查系驾驶人操作不当造
1688696769# #男子强迫11岁少年吸毒并殴打致死谅解书的作用太大了。
1690411512# #齐齐哈尔遇难者母亲跪校门口痛哭🙏🙏🙏阿弥陀佛！
1693400251# #5岁儿子被撞送医途中车祸致女儿身亡🙏🙏🙏阿弥陀佛！
1698540808# #公司回应辞退员工用几十公斤重硬币赔偿这个公司的管理层有问题。
1694038091# #小偷头卡门缝被119和110围观如果小偷被门缝卡伤，小偷家属会不会起诉店家要求赔偿？
1702362528# #黑颈鹤河边栖息被一男子捂死烹食终于把自己送进监狱了。
1692391607# #8月19早报。。1.中俄军舰在东海进行联合巡航，外交部：符合国际法和国际惯例。。2.境外黄脊竹蝗迁飞入境，云南超3000亩林地受损害。。3.大理一新小区被投诉大量游客入住，官方：240套住宅在经营民宿。。4.农行回应被罚没4420万：已于检查当年立查立改，将绝大部分问题整改到位。。5.中国男子在越南被囚禁并
1692132665# #8月16日早报。。1.中印第十九轮军长级会谈：双方围绕解决中印边界西段剩余问题展开沟通。。2.国家统计局：暂停发布分年龄段失业率数据，不影响整体失业率统计。。3.陕西西安喂子坪山洪泥石流灾害已致24人遇难，仍有3人失联。。4.常州警方通报河道内现女尸：因生活琐事产生矛盾，四嫌犯均被抓获。。5.黄果树
1696894610# #老两口退休工资1万2被女儿送养老院住进养老院后所有的财产都给了女儿。这样子女不在少数。
1702501255# #12月14日早报。1.成都一茶馆外发生持刀伤人案，系因感情纠纷，致一人死亡。2.卡梅伦会见黎智英之子，中使馆回应强烈谴责英方恶劣行径。3.无人机黑飞致国防战备资源损失，某测绘公司及相关人员被判赔12万。4.长春一28岁女子被高空抛下的砖头砸中离世，抛砖男子被判死刑，未当庭上诉也未道歉。5.广州一彩
1688512610# #女工程师拉丈夫为出轨对象贩卖情报应该牢记妻贤夫祸少。
1695629480# #网传高中生入厕需带通行证厕所通行证。权利可以为学生服务，也可以不择手段的折腾……
