1679806719# #人口下降雪崩，没有人，谁来买房子？现在已经够几十亿人住的房子，没有人来接盘。
1680555496# #比秃短期在28500～26500平台波动，幅度不大，小币则风雨飘摇。
1692816003# #美股三大指数集体大涨之际，在美股上市的“知乎”跳空向下暴跌，击破1美金整数关，暂收于0.9871美金。
1665524255# #比秃鼻从17000～22000箱体中轨19500附近回撤到19000附近震荡，重心有点下移。中期技术指标中的周kDJ处于死叉发散状态中，比秃鼻恐将有下沉箱底或向下击破箱底，测试底部的动作。
1689276978# #狗狗晨练。狗狗治愈不开心萌宠治愈系家有萌宠心灵治愈
1699677921# #亚洲最大私募基金之一高瓴资本旗下投资机构HH­LR涉嫌违规转让隆基绿能股票，已被证监会立案。
1699317180# #为“事业“而战的三赢倡议。网络上有人提出了一个三赢倡议：用100个亲哈马斯的美国大学生换一个人质，让那些支持哈马斯的大学生去加沙。这样做对以色列有好处，对美国有好处，对哈马斯也有好处。
1672871887# #偶尔干咳，就用川贝枇杷膏止咳，京都念慈菴的断货，就买潘高寿的，不知道效果怎么样。
1663005477# #早ﾉ☀。沉淀自己，默默生活。
1657227226# #美国三大股指都以高开高走，都以红盘报收。5日20日均线金叉，短期技术形态走强支持股指继续反弹，美中不足的是成交量平量或缩量，没有增量资金入场，场内的老资金在拉盘自救，不知能走多远，为短期反弹蒙上了一层阴影。
1672311652# #工信部：布洛芬和对乙酰氨基酚日产量1.9亿片，较月初翻了超4倍。
1666737458# #比秃鼻联袂美股指数上涨，站上20000整数关，周kDJ低位金叉，反弹有动力。
1684013104# #大饼比秃收回26500，周K线上行趋势尚属完整，但周kDJ死叉并向下发散，中期技术指标出现了矛盾的现象，未来的走势将有反复。
1662250812# #心景科技罗宏军：VR数字疗法可以辅助治疗失眠、焦虑、儿童神经发育障碍等。9月2日，“开启元宇宙大门—杭州XR产业论坛”在中国（杭州）未来区块链创新中心召开，活动由中国移动、巴比特、时戳微蓝联合主办，心景科技董事罗宏军在题为《VR数字疗法，在精神理性领域的应用于探索》的分享称，虚拟现
1656853039# #所谓“砖家”、“叫兽”，大致如此。
1693474268# #个税专项附加扣除增加了扣除标准。为进一步减轻家庭生育养育和赡养老人的支出负担，依据《中华人民共和国个人所得税法》有关规定，国务院决定，提高3岁以下婴幼儿照护等三项个人所得税专项附加扣除标准。现将有关事项通知如下：。一、3岁以下婴幼儿照护专项附加扣除标准，由每个婴幼儿每月1000元
1657094934# #今天股市大跌的原因：流动性收紧的预期。2022年7月6日，央行今日连续第三天进行30亿元7天期逆回购操作。同时，据iFinD数据显示，另有1000亿元逆回购到期，本次实现净回笼资金970亿元，引发市场对流动性收紧的担忧。（同花顺）
1685183248# #阿黄
1697034572# #汇金公司增持四大行的消息火爆起来，不过是金融股权重拉升股市指数而已。这么增持一下，就能改变经济颓势吗？还有烂尾楼，还有65万亿元城投债相当于30个恒大，怎么办？
1687821747# #光阴的故事光阴的故事
1691466119# #中华慈善总会曾评出过慈善人物，有四川黑帮大佬刘汉，扶贫协会副会长丁书苗，上海老板张荣坤，三人一死两坐牢。
1691649695# #恒大总负债2.4万亿元，比恒大更恐怖，3.72万亿惊天巨雷，中植系全面暂停债务兑付！
1694311115# #造成股市节节败退的原因是上市圈钱、增资配股、减持，疯狂抽血，其次是各路鳄鱼利用量化交易、风控等技术优势、资金优势、信息优势，在二级市场大肆收割韭菜，还有各种偷看底牌、老鼠盘、杀猪盘、骗招怪招黑道手法层出不穷。
1658292666# #中国疫苗行业协会会长叫封多佳。
1656658161# #中国股民祝中华人民共和国七一快乐允悲
1686778663# #今晨，大饼比秃日、4小时周期的5线20线、MACD、kDJ都处于死叉状态，从围绕26000波动，转移到围绕25000波动。。监管政策、利息所致流动性、小币爆雷，这是唱的哪一出？
1680215199# #比秃币继续26500～28500平台整理，昨天一度图破平台上摸29183再瞬间下杀，完成空多双爆，现在28000附近震荡。
1685651905# #大饼比秃的技术指标走坏，但仍然坚守26500颈线位置。
1660528340# #大师做核酸
1659212859# #余华，把快乐留给自己，悲伤留给别人。俞敏洪，把悲伤留给自己，把快乐留给自己。
1702932101# #周线看得清楚，底在15476，年初至9月底缓涨，一波三折；10月初开始加速，上涨的角度变得陡峭，回调时5周均线是支撑。。比秃技术指标
1683321508# #夜间行动，比秃上涨收复5日20日均线，姨太跟涨，但涨幅超过比秃。
1661559089# #中国证监会、财政部与美国监管机构签署审计监管合作协议，将于近期启动相关合作。。证监会表示，审计监管的直接对象是会计师事务所，而非其审计的上市公司。审计工作底稿的主要功能是记载审计师是否依照审计准则尽职尽责地验证企业收入支出等财务信息准确性，因此一般并不包括国家秘密、个人隐
1690224596# #加息会减少市场的流动性，大饼比秃以跌势来回应老美即将到来的最后一次加息。
1657821459# #早ﾉ☀。绿荫，书屋，简朴，才是优雅生活。
1685574902# #比秃大饼日线画了个门，但坚守27000，各种消息扑朔迷离，明年的减半行情就得靠信念坚守。
1656373581# #6月27日，据Coinglass数据显示，灰度比特币信托负溢价达29.26%，创历史新低。以太坊信托的负溢价达30.16%，ETC信托的负溢价达54.23%，LTC信托的负溢价为39%，BCH信托的负溢价为10.48%。
1663038908# #1971年9月13日，林彪坠机蒙古温都尔汉。
1682139053# # 常熟市在编公务员事业人员及国资单位人员5月实行工资全额数字人民币发放
1672532750# #戴了两年普通口罩没事，现在戴了医用N95口罩照样有事。。普通口罩批发价0.1元，医用N95口罩5元多，若还是乡下老农民，估计连医用N95口罩也买不起，这么耗下去，谁受得了，吃饭也成问题。
1689725278# #恒大总负债2.44万亿，两年亏损8千亿元，许家印的个人财产，包括海外的，如果不吐出来，能够逃过一劫吗？
1695934129# #中秋，潮汐动，大饼比秃兴奋，卷上27000。
1682198818# #比秃币短期技术指标空头占优，但仍在28500～26500区间内。
1678489045# #若按硅谷银行标准，那么大的城投债，还有恒大类型体量的贷款、票据，国内银行怎样表现？
1690134968# #大饼比秃数日震荡，熬到了日kDJ金叉，但仍然在30000附近转悠。老美大概率再加息25个基点，加息渐近晚声。
1685192813# #弹指一挥间，四十四年过去了，唐国强、刘晓庆、陈冲三人再聚首致我们终将逝去的青春超话弹指一挥间
1691180009# #非法吸收公众存款的标准
1665775751# #早ﾉ☀。新冠疫情好像要卷土重来，昨晚开始连续数日核酸大筛选。
1669329560# #kDJ支持比秃鼻反弹
1703043805# #温柔以待
1686819742# #税务稽查案源信息主要包括:。（一）财务指标、税收征管资料、稽查资料、情报交换和协查线索;。(二)上级税务机关交办的税收违法案件;。(三)上级税务机关安排的税收专项检查;。(四)税务局相关部门移交的税收违法信息;。(五)检举的涉税违法信息;。(六)其他部门和单位转来的涉税违法信息;。(七)社会公共信息;。(八)
1676456377# #中共中央办公厅国务院办公厅印发《关于进一步加强财会监督工作的意见》
1675813200# #富春山山泉富春山居图
1663063971# #上海将承接“梅花”台风非常猛烈风雨
1662250891# #抖音旗下“虚拟数字人应用平台”软件着作权获得登记批准
1680125855# #比秃币4小时周期MACD水下金叉并上穿零轴，涨势站上28000上方，但也没有上摸本次春季攻势的28890高点，基本属于平台整理，这个平台上下纵深大致在26500～28500范围
1675005063# #春节前，上证指数已经将所有日线级别的短、中、长期均线踩于脚下，MACD蛟龙出水，kDJ也刚刚金叉，主力画图画出各种做多的架势，啥都好，就是缺成交量，3000亿元的成交额，存量资金在博弈。节后需要放大成交量，有资金大规模进场才能发动行情。
1678740966# #房产去库存，现在车子也要去库存了，关键是三年疫情的打击，经济滑坡，老百姓哪来的消费能力？
1665962997# #有网友发现，支付宝已可以给微信好友转账了，但不是直接转账，而是输入金额后会生成一个二维码，然后在微信/QQ可以扫码领取，对方领取到自己的支付宝账户，超过24小时未领取会自动退回。（中新经纬）
1669065184# #早ﾉ☀。冬雨拍窗，天还是黑的。
1683824765# #四十年了，《上海滩》仍在，原唱叶丽仪已经白发苍苍，滚滚长江东逝水。
1688250685# #和尚的修为
1663975989# #隔夜美股三大指数跳空向下暴跌，多方挣扎顽强拉出小短腿，但仍以跌势收盘，日kDJ快线勾头向上，日K线偏离5日均线太远，有反弹需求。
1669846531# #隔夜美股三大指数先抑后扬，放量集体大涨，收复了5、10日均线，“一阳改三观”，本已颓势的技术指标短线转强。
1674253916# #查了一下，玉兔原来是药剂师哦赞👏。卯兔年波澜如涟漪，玉汝于成，健康平安🙏
1666706062# #老鸭头
1657008706# #今天上证、深成指、创业板、科创50都是微跌收盘，除科创50外，都守住了5日均线，且收在了昨日阳线收盘价附近。。上证、深成指、创业板蓄势待发，大概率会触碰上方的250日年线。。科创50走势较弱，走势在5日20日均线附近纠缠，日MACD、kDJ都处于死叉下行中。
1668809264# #看到有把草坪上的“羊”移走的传闻。羊和阳谐音，这不是“疑人偷斧”、“杯弓蛇影”嚒。
1681160402# #姨太上海升级，解决的是质押的姨太可以提现的问题，如此，大幅度增加了姨太的供应量，现货抛盘甚重。
1657663643# #还有这样的神操作，“以毒攻毒”，摆拍的吧？允悲
1683466389# #给点阳光就灿烂
1673094979# #ForexSuggest的一项新研究显示，去年需要种植4.316亿棵树来抵消比特币的污染。该研究考察了自2021年以来顶级加密货币对环境的影响增加或减少的程度，以揭示加密货币开采和交易对环境的影响。比特币是最受新手交易者和机构欢迎的货币，位居榜单首位。预计2022年的二氧化碳排放量为8630万吨，
