1691455439# #涨知识good
1691995641# #河北秦皇岛。7岁女童下海游玩突然失踪，游客们水中手拉手筑人墙帮寻找，孩子母亲鞠躬致谢。三个半小时没出意外，真是谢天谢地，家长也太粗心了费解蜀黍说安全
1696507202# #让速不让道啊，你觉得这起无接触事故，白色变道车有责任吗？费解蜀黍说安全返程聪明人提前返程结果1小时开了10公里
1702644505# #大车干的漂亮
1696912200# #10月8日，俄罗斯，满车中国人在俄罗斯坐公交车中途上来一位俄罗斯大妈一整个蚌埠住了！！！“这是……上车了还是出国啦……溜了溜了”酷允悲
1692169201# #女子驾车被交警拦下，牌照竟被自己的罚单遮挡，女子：肯定有人给我捣乱。你认为女子被罚冤吗？费解蜀黍说安全
1700894742# #允悲good
1698215401# #救命之恩当涌泉相报！真得好好感谢这位大姐good正能量蜀黍说安全
1703131201# #这种情况货车司机会有责任吗？衰蜀黍说安全
1703133000# #小心鬼探头！女子车头突然跑出被撞身亡，交警认定：行人司机承担同等责任。衰蜀黍说安全
1695114000# #呜呜呜可怜的鸟儿，是不是暗示了蹭别人ETC的都不会有好下场？doge蜀黍说安全
1689211511# #买车之后你交过哪些智商税汽场全开大家去加油站加油时，可能都遇到过推销燃油宝的，说可以清除积碳，我也同样遇到过。但其实燃油宝不是对每辆车都适用，对新车，或者车龄很老的车，都不需要加燃油宝，因为加了没啥意义，纯属智商税，你说呢？允悲
1698636600# #女子抱起儿子跳桥轻生，公交司机见状立即停车，飞身扑救下母子！good正能量
1688079600# #近期的几起车祸！说安全千遍，不如看动图一遍！吃惊蜀黍说安全安全出行
1687494602# #这并线也太随意了，直接给小车干翻了。汗蜀黍说安全
1697266801# #单手开着法拉利，一手拿着手机玩命刷。。。费解蜀黍说安全
1692500401# #网友投稿：大货车挂断电缆，女子骑车经过被电线掀翻。费解蜀黍说安全
1699966800# #网友：自己有车位不在自己车位尿，有点说不过去了汗蜀黍说安全
1688036400# #网友投稿：大货车刹不住，小车成了“夹心饼干”，任何时候别把自己置于两辆大车之间。衰蜀黍说安全
1702710002# #网友投稿：小仙女一言不合就开干，为什么最后都要薅头发？费解蜀黍说安全
1695826802# #盘点那些暖心的瞬间，善良的人永远温暖世界，照亮别人！心心心赞赞赞正能量
1700222401# #蓝色电动车打灯变道，视频车光按喇叭不刹车径直撞了上去。这样做合适吗？费解蜀黍说安全
1698568200# #醉酒男子手拿砖块劫持女童，危急时刻，七旬大叔挺身而出！石狮公安确认见义勇为！good正能量蜀黍说安全
1698020710# #涨姿势good
1695951000# #网友：技术不行你逞什么能啊？允悲蜀黍说安全高速中秋节
1697675400# #【小伙好人！老人骑三轮刮蹭奥迪善良车主不追究赔偿心】近日，广东一老人在马路上骑三轮车时，不慎刮蹭一辆奥迪轿车，车主下车后立刻询问老人身体状况，在得知其没有受伤后，不追究赔偿，便直接让老人离开了。事后，车主表示，老人家刮蹭到车子后，一直非常真挚地表达歉意。另外，自己车上常年备着
1697630401# #遇到不守时的乘客，网约车司机取消了订单。你觉得司机这样做合适吗？费解蜀黍说安全
1693664081# #驾照考试科目一考考你：这是什么交通标志？费解蜀黍说安全
1692165602# #网友投稿：熊孩子奔跑过马路撞上摩托车，经认定双方承担同等责任。你认为这个责任认定合理吗？费解蜀黍说安全
1699752239# #言传身教，父母是孩子最好的老师good
1699936200# #网友投稿：我没觉得我开的有问题啊？费解蜀黍说安全
1693097526# #兴趣是最好的老师good
1697414400# #请您停留1秒钟，向边防英雄致敬！🙏🙏。。高原战士徐轩，在高原执行任务中因公牺牲，时年仅31岁。伤心。致敬戍边英雄！让我们一起记住他的名字:徐轩
1692266403# #老头乐刮蹭450万法拉利被索赔190元上海一辆法拉利被老年代步车刮蹭，该车入手价450万元，事发时法拉利在直行车道停车等红灯，老人驾车压线穿行时不慎碰到车辆。法拉利车主也是大气，不想太过追究，只向老人索赔190元。费解蜀黍说安全
1693985504# #驾照考试科目一考考你：驾驶机动车不按交通信号灯指示通行的，一次记几分？费解蜀黍说安全
1701158401# #这车衣咋样？你觉得多少万的车才配用这个允悲蜀黍说安全
1700352387# #真无语啦
1697672220# #没毛病！公共区域未拴绳的犬只一律抓走！good成都一养狗人选择凌晨2点遛狗咬伤女童黑狗的主人被刑拘疯狗咬人不松口怎么办
1692063138# #太伟大了，致敬大爱之家good
1687908636# #让速不让道，大车司机操作得当。good蜀黍说安全原来这就是知识改变命运
1691300700# #山东地震“他值得让我托付终身！”山东德州发生5.5级地震，监控记录下地震感人瞬间：老公本能地先跑出去，又转身回去接上老婆。good
1701611331# #整惯出一个社会年少轻狂的女流氓！
1700707517# #网友投稿：成都某小区奇葩停车位，地下停车位居然划成这样能停吗？黑线蜀黍说安全超话
1690354991# #有志者事竟成，太励志了good
1691540964# #徽州砚、微州墨是古代文房四宝！这才是中国的奢侈品good
1697503298# #涨姿势good
1699277400# #小车错过高速服务区随意变道，大货车让速不让道将其撞飞，交警认定：小车承担全部责任，依法对其变更车道影响正常行驶机动车的违法行为予以处罚，大货车无责。赞蜀黍说安全本周狗屎运最旺的星座
1695529801# #佩服旁边那一男一女，虽然有些人冷漠，但这个世界还是好人多……赞赞赞救人瞬间正能量蜀黍说安全
1700191801# #网友投稿：一名内地女子在澳门横穿马路前，习惯性向左看来车，结果被一辆私家车撞倒。衰蜀黍说安全
1699279203# #云南边境意外挖出废弃油桶，打开发现全是20岁军人遗骸……看哭了，致敬先烈泪🙏致敬中国军人人民英雄永垂不朽
1688016601# #网友投稿：早上坐公交，一老人用推车挡着座位不让坐，车上人挺多的，我就挤进去坐下了，然后她就说我坐下挤到她袋子里的东西，然后就掐我，大喊骂我不让我坐。。。汗蜀黍说安全
1690887600# #网友投稿：驾校女学员练车撞墙，监控记录惊险一幕，教练没坐副驾驶本身就是违规的。费解蜀黍说安全
1693878111# #女子落水后，大叔担心女子安危给女子施救，围观群众：女子没有水了别乱晃！……网友:不救人被人骂冷漠，救人被怀疑占人便宜，那该怎么办？费解
1692192602# #光喊不刹车，视频车司机走神了吗？费解蜀黍说安全
1697158560# #视频车的责任，没有与前车保持安全距离衰
1695456002# #【男子不满停车间隙将特斯拉刮花还吐口水警方：行拘4日！👏】近日，广东广州，男子停车时疑因不满停车间隙，向旁边的特斯拉车吐口水，还用钥匙将特斯拉车辆刮花，这一幕正好被摄像头拍摄下来。经荔湾区价格认定中心核价，喷漆修复价格为2000元。2023年9月20日，违法行为人到公安机关投案自首，被
1700398802# #乘客下车后未确认安全径直冲向马路对面，被过往小车撞飞。你认为小车司机有责任吗？衰蜀黍说安全
1687158001# #网友投稿：轿车和电动车同时右转，女子车上还带着两个孩子，你说这事责任怎么划分？黑线蜀黍说安全
1697510997# #狗和主人必须尽快绳之以法【投票：你觉得幼儿被狗咬伤物业有责任吗？费解】10月16日8时，四川崇州一小区发生狗撕咬2岁幼童事件。据悉，孩子受伤严重。被狗咬伤女童已转华西医院治疗
1690178729# #允悲
1697461201# #网友投稿：给接亲的抢道添堵，这人指定有点毛病。也有网友认为，你结婚关我屁事右转让左转不懂吗？允悲蜀黍说安全
1690115401# #这特么坑爹！男子在地下车库出口睡大觉，被小车碾压。这事故小车司机有责任吗？费解蜀黍说安全
1694046991# #驾照考试科目一考考你：如图所示，在这个路口可以掉头吗？费解蜀黍说安全
1693403465# #考考你：高速公路上的这个标志是什么意思？费解蜀黍说安全
1693197001# #网友投稿：郑州新郑市某中学，家长们放学接学生时，因为没有停车场，学校门前一条路被接学生的近千辆私家车占满，堵的水泄不通。家长：进去就要1到2个小时才能出来。。。费解蜀黍说安全
1691845200# #网友投稿：过积水路段不减速，把对面骑车人溅湿了，这下骑车人不让车主走了。费解蜀黍说安全
1699327801# #东北暴雪当初多帅气，现在就有多卑微。你觉得隐藏式把手实用吗？费解
1688379023# #网友投稿：她拿雨衣的那一刻，说明她的求生欲还是很强的。泪蜀黍说安全
1691326800# #山东地震地震来临的瞬间，这男子脑子全蒙了，就记住了两个字：卧槽！被称卧槽侠！允悲地震来临时牢记生命三角法地震预警
1700700007# #涨姿势good
1698570000# #网友投稿：为了逃停车费，看看这位大聪明司机。黑线蜀黍说安全你支持禁止老头乐吗
1690156801# #女子骑电动车被卷入车底，数十位路人合力抬车救人！点赞正能量！good蜀黍说安全
1687833002# #网友投稿：小车掉头时影响到骑手，被比划不良手势，小车司机瞬间路怒一路狂追，这操作可太危险了。汗
1694667601# #别人都踏踏实实等红灯，只有他一个人一意孤行。。。衰衰衰蜀黍说安全
1700886215# #吴亦凡要先在中国坐完牢再被驱逐出境今天带你了解监狱对罪犯的教育改造，学法守法，珍惜自由，远离犯罪！黑线吴亦凡被驱逐出境后十年内不准入境吴亦凡聚众淫乱系首要分子
1693224003# #太嚣张了！逆行堵路，司机熄火坐在车里玩手机。。。费解蜀黍说安全
1692232200# #15岁福建少年来西安探亲，为救两名溺水小孩身亡，孩子母亲：被救孩子孩子的做法让人心寒。救了两家白眼狼？费解蜀黍说安全
1689734163# #有道理
1698913800# #搭个电居然着火了，这是不是正负极给接反了？车主至死烟没舍得扔。。。衰蜀黍说安全
1703142000# #不作就不会死，结局舒适了衰蜀黍说安全
1698795001# #网友投稿：这些逆行的还好意思闪灯，视频车的做法太解气了，简直是大侠！good退款11月你好蜀黍说安全
1690966801# #到手的驾照还没捂热就废了刚拿驾照就醉驾，这种人还是别开车了，省得出来祸害别人。衰
1696201200# #近期的几起车祸！说安全千遍，不如看动图一遍！吃惊蜀黍说安全安全出行
1702519200# #危急时刻父亲带着5岁儿子惊险逃生，父亲以为躲不过去了，就提着孩子往前甩，能甩多远甩多远，把活的机会留给孩子~~~赞赞赞蜀黍说安全
1700285401# #一对男女夜间横穿马路，引发多辆汽车紧急刹车变道。网友：这副驾堪比领航员。允悲good蜀黍说安全
1699939800# #贵州男子曾因车祸瘫痪在床，每天坚持手工编织篮子补贴家用，网友：自强不息的人最值得尊重good正能量蜀黍说安全
1697106601# #广州一家丰田4S店开直播，网友刷屏问“10万能买车吗”，主播不停解释：可以买，不骂人。。。以前是同行蹭热度，现在是连自家的负面流量都不放过啊，真的会有人买吗？汗蜀黍说安全
