1697003519# #在建工地吊车倾倒，现场一路人被压身亡！衰
1693010847# #8月25日，吉林长春。一辆皮卡车不慎撞上劳斯莱斯，疑似皮卡车全责，对方只有一个交强险。车主称：前后车门和翼子板都被撞坏了，损失惨重……
1689047720# #这出租车司机都神了还是什么情况？衰
1688355262# #黑色的狗狗好惨呀。。
1698832249# #狗学猫叫这种理由都可以用吗？
1701852758# #12月5日，浙江嘉兴，大雾天气一辆白色轿车疾驰，女司机刚吐槽完，前车就发生事故！费解
1699080913# #感觉红衣选手的实力更胜一筹！
1691216575# #把手放在座位上，可不得压你手嘛……摊手
1693403629# #美国西雅图，某亚裔男子在家门口遭歹徒开枪抢劫。
1686918076# #只要不阻碍交通不影响群众，为什么不能睁一只眼闭一只眼呢…
1695169009# #老婆在旁边烤串，女子光明正大上门挑衅原配！后面解释是恶作剧……怒
1691401284# #女士的车技不行，可是她力气大啊！
1692092317# #坐轮椅出现在马路上的人，都不简单～
1691143375# #胃口好也不能这么吃吧～
1693997451# #不得不说练习瑜伽的妹妹，身体柔韧性是真好～
1696304196# #主打的就是一个自信！
1690948137# #中美合拍的西游记嘛？？？感觉效果很棒呀！笑cry
1700613579# #拒绝变道，拒绝加塞！视频车的做法怎么看？？
1700101698# #小孩把衣服弄脏了，不应该买吗？？？晕
1691981360# #看似戴上面具，实则摘下面具～
1692171375# #贵州遵义的，女子得了子宫癌，她老公不管她了，带着女儿到处流浪……据拍摄者称女子最后被老公接走！。女子癌症晚期被丈夫抛弃女子得了子宫癌丈夫弃之不顾
1688955531# #高铁上男子用脚蹬住前排座椅，不让前排乘客往后调整。。拍摄者:前排乘客胆小，过了两小时了，那位朋友一直不敢把座位往后调一点！
1690935623# #带着44岁妈妈去漫展，这操作可还行～
1704008710# #好比吕总身边的张津瑜，这么好的车怎么就不知道爱惜呢！
1691379907# #家长的疏忽，让一岁多的孩子买了单！孩子独自在厨房打翻烧水壶，造成面部多处烫伤！衰
1696203342# #祖籍百京，生在上海！好家伙，人上人的buff叠满了……
1691385624# #明显不是一个重量级，小伙子赢了也不光彩。。
1694734916# #刚想和奔驰车主一起谴责特斯拉！反向曝光？？？晕晕
1695266734# #当摩托车成了网红的摆拍工具！死亡率呈上升趋势…
1696233857# #刚想嘲笑逆行的特斯拉！没想到中间还参杂着一辆……费解
1687490874# #妈妈想吃颗蓝莓，这女儿太护食了吧……晕
1697631820# #大姐，你快去报警吧！这是拿你练手呢！衰
1695298727# #浙江理工大学课堂上，尴尬的一幕！允悲允悲
1701856754# #有些菜错过了就是一辈子了！
1694846392# #学校门口接孩子，直接把车停在路中间就走！这么无所谓嘛？？怒
1700662032# #嚣张女子仗势欺人，有个这种老婆何愁没仗打！裂开
1691746944# #8月10日，辽宁，男子列车上要女生微信被拒，跟坐在女儿旁边的爸爸动起手！！。据拍摄者称：“小伙子不知道坐在旁边的是她爸爸，还把女孩爸爸拉起来，让他去别处坐，因此发生争执，双方大打出手，幸亏乘务员与列车长及时赶到现场处理状况”。男子要女孩微信被拒后对其爸爸动手
1687175631# #2023年兰州马拉松比赛，外国选手优先50米起跑被质疑不公平，兰州体育局：防止国际精英受到干扰，安排符合要求！。个人感觉应该是职业选手和业余选手分开起步吧。晕。马拉松比赛外国选手优先50米起跑
1697519129# #女大学生接客600人，组织者3个月赚了上1000万，最终被判处死刑。
1686990102# #在上海只有包厢的私房菜，能吃到些什么？
1703396353# #全部都是预制菜，以后开餐饮连厨师都不需要了！
1690199725# #高铁停站的间隙，几位大哥下车来抽烟，结果全军覆没都没上去…
1702353351# #网友投稿：重庆铜梁，孃孃不安逸别个生意好，每天拿个铁块块故意去占位置然后也不摆摊，也不准别个摆，男子在争吵期间用"吻"还击大妈。。最后男子现场还把烙的饼免费送给群众，但是大家还是付了钱。。
1701153093# #带着女朋友在冰上面开车落入冰窟，还好最后两人及时逃生…
1689164436# #大妈这个暴脾气，应该摊上事了…
1690712813# #打完还都面带微笑，这是干啥呢……？
1702545612# #醉酒驾驶还不配合检查，辣椒水喷剂真是个好东西！
1696915852# #不带头盔的女人，还不讲理！
1689144535# #诊所顾客开玻璃门突然炸裂，另一扇重重砸向店内员工！衰
1692190647# #上海地铁9号线，她咋对隔壁女孩这么嫌弃呢…
1690856411# #网友投稿：骑摩托车从上游赶过来，嗓子都快喊哑了！希望他们下次还能这么幸运……
1701147841# #网友：两位老人捡废品堵住电梯门，占用电梯长达一个小时，男子与老人交涉发生争执…晕晕
1691501914# #湖北某车站候车厅，火气有点大的老太太……费解
1696775894# #抱着孩子去找司机算账了……doge
1696810543# #汽车鸣笛催促，骑士竖中指！车主直接拿着棒球棍挑衅……
1700981721# #街头行为艺术，引得路人围观！
1697419588# #10月14日，南昌山姆会员店排队试吃，老人插队领取食物被工作人员拒绝！。老人恼羞成怒爆粗骂工作人员：狗眼看人低！
1702777391# #俄罗斯皇家芭蕾舞团在东北跳科目三，火的一塌糊涂！允悲
1700107976# #地铁上乞讨的老人，不给钱还骂人就很不理解。
1700289930# #奔驰大G提车仪式！这也太夸张了～
1693542514# #第一感觉是男是女？？晕
1687598635# #看到这个视角，再也不羡慕那些AV男优了…
1689998599# #活久见！！辽宁新民市，瓜农在田里打广告也要管，城里面的广告牌是不是也要全摘掉？？？？。城管队员拔掉瓜农田间广告旗
1702205287# #在京城这样一套四合院应该不便宜吧！
1697031127# #直接上门挑衅，这种小三也太嚣张了！
1702904503# #外卖小哥发视频：顾客买麻辣烫让他带30斤的东西引发争执！孰是孰非你如何看待？？费解
1690098654# #一个浪漫的生日夜晚……
1688700007# #高层建筑瓷砖脱落，场面堪比爆炸，还好摆摊老人躲的快…
1690022128# #老太太和男子发生纠纷，这下可摊上大事了。。
1695438937# #拍照你要看镜头呀，这保安怎么回事？
1698501139# #杀人诛心。
1693930254# #女孩蹲在路中间打开书包找东西，粗心司机直接碾压了过去…汗
1694685814# #女子在跑步晕倒时被兵哥哥救了，事后女子带了自己做的食品和感谢信，放在了部队的岗亭闸机口处表示感谢！执勤的兵哥哥表示这个不能收，女子说你们救了人为什么不能收，然后女子撒腿就跑了。。。女子夜跑晕厥被兵哥哥救下
1698836624# #俗话说的好：三十年河东，三十年河西！
1703468899# #12月23日，上海街边，这么多人围观竟然没有一个人伸出援手～
1689088135# #7月11日，辽宁沈阳，乘客坐地铁爱心座被老人拽起，邻座小伙称老头是“倚老卖老”，遭老人怒怼：戴着眼镜装文明，这是老年座，你赶紧滚那边去！不服的话，你报警啊……假如碰到这种老人不会主动让座吗？？疑问
1692839752# #这孙子有点欠抽吧！
1699426585# #接这条：。这两位没跑掉吧。。。衰
1696853462# #被三了四年多，今天正主找上门把嫁给砸了！。谈了四年的恋爱，正准备结婚了，目测50多岁的女子找上门，自称男友19岁就跟着她了……哆啦A梦害怕哆啦A梦害怕
1691105740# #城管没收老人车钥匙民警帮索回。城管收了老人秤和三轮车钥匙，老人报警，警察让城管把东西还给老人：现在都晚上10点了，你拔了他的钥匙，让他怎么回去？？。经过协商，城管将秤和钥匙都还给了老人，老人欲下跪给警察道谢，被警察连忙制止
1695530588# #大学校园，矮个子的男生公开表白女同学！果然勇敢的人才配拥有爱情～
1697683604# #坐在路中间闲聊，骑车也不管三七二十一。费解
1688630310# #自作孽不可活……
1688085476# #不要听张雪峰那小子的话！是金子到哪都能发光…打工人
1695623072# #很真实！如果你现在失去手机会怎样？？
1703552105# #这样的代驾，平台公司推的倒是挺干净。。思考
1697543896# #工作人员都蒙了！这岗位什么时候加的。。允悲
1699693236# #看样子又是小孩被狗咬了…
1698800882# #停在马路上接人，上车时候被撞飞～衰
1693975931# #对待火车上霸座的无赖，就该强制执行！👍
1696580576# #有个这种老婆，会不会英年早逝。
1702881020# #还好摔得早！摔在公交车前面不堪设想……
1690159478# #家人们谁懂呀。。。
1693454875# #隧道内骑摩托车摆拍，好像前几天刚大声一起事故吧。。
1698800593# #智障骗子，又来透支热心群众的信任了！
1696053112# #好好吃顿火锅，咋就这么手欠呢。。
1695708295# #看到的地方都这样！看不到的地方岂不是杂草丛生…
1703407123# #街头即兴格斗动作表演！
1696549660# #淄博高青，男的饭店偷情，让老婆逮住了…晕
1689255153# #狗头萝莉卖煎饼被人以各种理由多次举报！大家怎么看呢？？晕狗头萝莉卖煎饼被人多次举报
1694909186# #激情美利坚，快乐每一天。
1687231850# #浙江杭州，女子当街被男子殴打，扇脸锤头10余分钟。拍摄者：上去劝被男子骂回来“不要多管闲事”
1691565953# #上海某小区，物业不让外卖小哥进，让业主自己下楼取餐，为此业主与物业发生争执……晕
1696907820# #电瓶车在机动车道龟速行驶，这SUV的操作可真刑…
1688269144# #疯狂的女孩粉丝。。哆啦A梦吃惊
1698822787# #强硬加塞追尾前车！面对视频车女乘客的嘲讽，路虎车主气坏了吧！允悲
1692675835# #8月20日乌鲁木齐，男子电梯内用脚按按键，男子劝阻发生冲突，扬言要弄死对方，还好被同行人女士劝住。男子不满同乘人未按键用脚按键
1687024049# #从未出现过的高清视频！也不知道局长看的哪个版本。。二哈
1697012750# #人类的爱好千奇百怪。
1686987583# #五万能救三条命，男人却连五千都没有！生门
1690764635# #前年有个上海的老太太被起诉了，今年刚赔偿完毕～
1701591740# #切尔诺贝利核事故纪录片！
1694749221# #北体女同学也太猛了……
1701319367# #家长会感恩缓解，感觉笑的学生比哭的学生身心更健康一些！
1690443367# #近日的功德没了……
1690369245# #老太太在国道搭帐篷导致堵车。网友：老太太在国道上搭帐篷，导致过路车堵了几公里，其他游客上前理论发生肢体冲突。。晕
1688826598# #北京豆汁儿真有这么难喝吗？允悲
1700214632# #现场监控表明，事前脱衣服并不能增加武力值～费解
1703388315# #她不会认为整容成这样很好看吧。。。费解
1688602262# #大爷退休金应该不少。。
1700911102# #令人窒息的教育方式，孩子的教育真的需要父母良好的沟通～
