1693727018# #洗完澡后不要马上穿内裤湿裆
1693663527# #山西兰花集团莒山煤矿“1·27”较大水害事故死亡4人。。2023年1月27日4时38分许，山西兰花集团莒山煤矿有限公司（以下简称莒山煤矿）ZF1212掘进工作面迎头发生一起较大水害事故，造成4人死亡，事故直接经济损失876.12万元。事故发生后，矿方迟报。
1694082587# #原市长被撤销党内职务后，原副市长主动投案。。据广西壮族自治区纪委监委9月7日消息：广西壮族自治区南宁市人民政府原副市长刘为民涉嫌严重违纪违法，主动投案，目前正接受广西壮族自治区纪委监委纪律审查和监察调查。。。中国共产党广西壮族自治区第十二届委员会第六次全体会议暨全区年中工作会议，于2023
1698719021# #
1690700932# #
1692674236# #
1702045508# #此起彼伏
1703846012# #清华大学：逐步实现校园常态化开放。。清华大学微信公众号12月29日消息，元旦与寒假马上到来，清华大学扩大校园开放的系列新举措也将要“亮相”。从元旦假期开始，清华大学将进一步有序推进校园开放，更大限度满足社会公众校园参观预约需求，并结合校内实际情况采取多项服务措施，加强文化资源共享，着力
1688273747# #日子充实，思想纯洁，无私奉献，可敬可佩！
1690345152# #中俄两军将开展第3次海上联合巡航。。。根据中俄两军年度合作计划，两国海军舰艇编队将于近日在太平洋西部和北部相关海域举行海上联合巡航。此次行动不针对第三方，与当前国际和地区局势无关。。。来源：国防部发布
1691075297# #最好的修养：人前不炫，人后不谤，人上不傲！
1692783796# #网传天津宁河3名城管被捅，官方：确有此事。。8月16日，有网友爆料称天津市宁河区芦台街道方舟公园早市上有3名城管被捅。该事件引发网友关注。。。网传视频画面显示，一名身着制服的男子躺倒在地，双手捂着腹部，疑似腹部受伤，周围有大量群众聚集。。。视频发布者称该事件发生在芦台街里、方舟公园附近，有3
1687009590# #最高法裁定：交通事故责任认定书不具有行政行为，不能复议或诉讼。。《全国人民代表大会常务委员会法制工作委员会关于交通事故责任认定行为是否属于具体行政行为，可否纳入行政诉讼受案范围的意见》规定，根据道路交通安全法第七十三条的规定，公安机关交通管理部门制作的交通事故认定书，作为处理交通事
1700957541# #
1691189865# #粮也盗油也盗美军在叙利亚盗抢成瘾。。叙利亚通讯社2日报道说，美军当天在叙东北部分批转运大批“盗取的”麦麸，运至伊拉克北部的美军基地。。近年来，美军及其支持的武装持续系统掠夺石油、小麦等叙利亚国家资源，美国还蛮横地对叙实施经济制裁，种种恶劣行径对叙利亚民众的生活造成巨大伤害。
1691204385# #救人要凭邀请函，逃命要缴过路费，这种情况应该改革了！
1697499240# #
1697930411# #
1694424825# #179名电诈嫌疑人从老挝押解回国！9月11日下午，随着三架中国民航包机降落在石家庄正定国际机场、郑州新郑国际机场和重庆江北国际机场，164名从事虚假投资理财类电信网络诈骗的犯罪嫌疑人被河北、河南、重庆公安机关从老挝押解回国，加上前期由安徽公安机关押解回国的15名犯罪嫌疑人，此次中老警方开展
1700090831# #
1688862084# #上海地铁一女子车厢内宣扬辱华言论，警方通报&nbsp;公安机关查明，乘客尹某系外省市来沪就医的精神残疾人，7日在地铁自言自语发表不当言论，同车厢乘客王某明知其精神异常，仍持手机长时间多次拍摄，激起尹某情绪失控，两人发生冲突。后王某出于吸粉和自我炫耀目的，将视频剪辑后发至网上。目前，尹某已被市
1698725491# #国家安全部：数百个非法气象探测站，实时向境外传输数据。。10月31日，国家安全部公众号发文《国家安全机关会同有关部门开展涉外气象探测专项治理》，文中提到，今年以来，国家安全机关会同气象、保密等部门在全国范围内依法开展涉外气象探测专项治理，调查境外气象设备代理商10余家，检查涉外气象站点30
1692256294# #警方通报“霸座男扬言让乘警坐牢”：行拘
1699084124# #
1703160102# #简直就是招徭过市
1688272985# #海洋百年巨变的见证者和记录者！
1691989171# #
1697706524# #山西长治一楼盘从12层违规加盖到17层，监管部门：属实
1692181060# #一个老光棍苦了70年捡了个宝好心有好报
1695004470# #韩国检方申请拘捕李在明人都躺下了还要拘捕？人道尚存？
1703893867# #知名公司原董事长被逮捕
1701851601# #@新浪新闻
1700579370# #这帮畜生统统该杀
1688113815# #北大、清华，恢复预约参观！。。6月30日，北京大学、清华大学发布开放暑期校园预约参观的通知。。。北京大学：2023年7月8日，北京大学恢复校园预约参观通道。具体流程和规则是：。一、参观校园需实名预约。可提前7日通过“参观北大”微信小程序或扫描微信小程序码进行预约。每日可预约时段为：09:00-11:00、
1689335840# #
1700463930# #
1702373880# #山西一煤企发生高处坠落亡人事故，当地成立事故调查组山西五寨县应急管理局12月11日发布情况通报：12月6日，五寨县国新能源煤炭运销有限责任公司发生一起高处坠落亡人事故，县政府已成立了事故调查组，并展开事故调查工作。目前，企业正在主动与死者家属处理善后事宜，县应急管理局将持续跟进协调。
1700463915# #茅台酒，茅台镇，茅台故事十亿人！
1700621024# #
1692862462# #
1693796238# #
1701414708# #70多岁的女人靳羽西挽着50多岁的恋人小兄弟自信满满神彩飞扬
1701849249# #吉林省通化市人大常委会原副主任焉再鹏被开除党籍。。据吉林省纪委监委消息：日前，经吉林省委批准，吉林省纪委监委对通化市人大常委会原副主任焉再鹏严重违纪违法问题进行了立案审查调查。。。经查，焉再鹏背弃初心使命，无视党纪国法，违规收受礼金；既想当官又想发财，违规拥有非上市公司股份；以权谋私
1689341708# #“以大度兼容，则万物兼济。”若一个人有博大的胸怀，能够做到兼容并蓄，则天地万物都能与之和谐共生。。。明代著名思想家薛瑄曾说：“唯宽可以容人，唯厚可以载物。”容人者，总能看见他人的难处，体谅世事的艰辛。这样的人，无论是春风得意，还是虎落平阳，身边总不乏支持他的人。。。成大事者，善于接受
1692676066# #多家央企社招出现亲属回避条款，从制度化上杜绝“近亲繁殖”。。回避近亲属的要求，早在2001年中共中央组织部、中共中央企业工作委员会关于《国有重要骨干企业领导人员任职和公务回避暂行规定》中就有过明确规定。。。对于央企来说，在落地执行上述回避原则时，并不意味着完全杜绝。从这些央企的招聘来看，
1693815520# #崔茂虎被逮捕！。。中央统战部原副部长、国家宗教事务局原局长崔茂虎涉嫌受贿一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，最高人民检察院依法以涉嫌受贿罪对崔茂虎作出逮捕决定。该案正在进一步办理中。
1689382520# #
1688088902# #法律意识淡薄，太过随性，吃苦头的日子在后头。
1692681842# #网友扒出，视觉中国的董事长廖杰持有加拿大国籍，董事梁军和监事钱朝辉则持有美国国籍。得知这个消息，让人感到震惊，原来都是外籍人士在中国从事着令人不可思议的活动。允悲
1692777068# #6名厅级纪检“内鬼”同日被查
1703402237# #广东省卫健委主任自首后，副主任徐庆锋被查！值得注意的是，一个多月前，11月11日，广东省卫生健康委党组书记、主任朱宏涉嫌严重违纪违法，主动投案。简历显示，朱宏与徐庆锋在广东省卫健委领导班子共事两年多。
1697271403# #
1700357420# #
1703516898# #你喊什么？现在开始，都知道了可爱
1690419357# #司法部消息，新版国家行政法规库26日起在司法部官网正式上线运行，面向公众提供在线查阅、检索、下载等服务。
1697533995# #凡文明程度高的地方，经济均较为发达，越落后，干部架子越大，摆谱摆的厉害。一个车证的审批权上调到地级市委秘书长手里，权欲熏心，什么都揽，愚昧落后。
1689406820# #
1692662099# #电视乱收费现象引起国家机关重视。。21日，国家广播电视总局联合工业和信息化部、国家市场监管总局等有关单位，在京召开治理电视“套娃”收费和操作复杂工作动员部署会。要求今年年底前，开展试点工作和专项整治，聚焦解决“收费包多、收费主体多、收费不透明”问题，电视“套娃”收费现象得到明显改观；
1701912542# #曾发微博“感谢安徽临泉人民”的邓真晓，被控县委书记任上大搞权钱交易。。据安徽芜湖市中级人民法院消息，12月6日上午，芜湖市中级人民法院一审公开开庭审理了安徽省亳州市委原副书记、市政府原市长邓真晓涉嫌受贿、滥用职权一案。
1689407355# #
